,informativity,complexity
0,0.008212712873124542,0.03631018261552811
1,0.010151524615566988,0.04183430088660087
2,0.012090336358009433,0.04735841915767362
3,0.014029148100451878,0.052882537428746386
4,0.015967959842894324,0.05840665569981914
5,0.01790677158533677,0.06393077397089189
6,0.019845583327779213,0.06945489224196466
7,0.02178439507022166,0.07497901051303742
8,0.023723206812664106,0.08050312878411017
9,0.025662018555106553,0.08602724705518293
10,0.027600830297549,0.09155136532625568
11,0.029539642039991442,0.09707548359732845
12,0.031478453782433885,0.10259960186840121
13,0.03341726552487634,0.10812372013947397
14,0.03535607726731878,0.11364783841054672
15,0.037294889009761224,0.11917195668161948
16,0.03923370075220367,0.12469607495269223
17,0.04117251249464612,0.130220193223765
18,0.043111324237088564,0.13574431149483773
19,0.04505013597953101,0.1412684297659105
20,0.046988947721973456,0.14679254803698327
21,0.048927759464415896,0.15231666630805601
22,0.05086657120685834,0.15784078457912878
23,0.05280538294930079,0.16336490285020155
24,0.054744194691743235,0.1688890211212743
25,0.05668300643418568,0.17441313939234704
26,0.05862181817662813,0.17993725766341984
27,0.060560629919070574,0.18546137593449258
28,0.062499441661513014,0.19098549420556532
29,0.06443825340395545,0.19650961247663806
30,0.0663770651463979,0.20203373074771086
31,0.06831587688884036,0.2075578490187836
32,0.0702546886312828,0.21308196728985634
33,0.07219350037372524,0.21860608556092914
34,0.07413231211616769,0.22413020383200188
35,0.07607112385861013,0.22965432210307463
36,0.07800993560105259,0.23517844037414737
37,0.07994874734349502,0.24070255864522017
38,0.08188755908593748,0.2462266769162929
39,0.08382637082837992,0.25175079518736565
40,0.08576518257082237,0.2572749134584384
41,0.08770399431326481,0.2627990317295112
42,0.08964280605570725,0.26832315000058393
43,0.0915816177981497,0.2738472682716567
44,0.09352042954059214,0.27937138654272947
45,0.0954592412830346,0.2848955048138022
46,0.09739805302547704,0.29041962308487496
47,0.09933686476791949,0.2959437413559477
48,0.10127567651036193,0.3014678596270205
49,0.10321448825280437,0.30699197789809324
50,0.10515329999524682,0.312516096169166
51,0.10709211173768926,0.3180402144402387
52,0.10903092348013171,0.3235643327113115
53,0.11096973522257415,0.32908845098238426
54,0.1129085469650166,0.334612569253457
