,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],MI_Objective,grammar_complexity,Language,Area,LangCategory
21217,0,3,4,6,1,2,7,8,5,3.0515437761335917e-05,1.719030553038576,1.7189695221630534,2___1___9,"Bantawa (Sino-Tibetan, Kiranti)",asia,real
21313,7,0,5,1,2,4,6,8,3,3.0515437761335917e-05,1.719030553038576,1.7189695221630534,2___1___9,"Hausa (Afro-Asiatic, Chadic)",africa,real
21365,2,4,5,6,0,7,3,8,1,3.0515437761335917e-05,1.7190305530385763,1.7189695221630537,2___1___9,"[OC-49]  Yindjibarndi  (Pama-Nyungan, Pilbara)",oceania,real
21334,4,3,7,1,5,2,6,0,8,3.0515437761335917e-05,1.719030553038576,1.7189695221630534,2___1___9,"Arrernte, Eastern (Pama-Nyungan, Aranda) ",oceania,real
21227,2,4,5,7,3,1,8,6,0,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,Ainu (Ainu),asia,real
21256,6,0,7,1,8,5,2,3,4,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,"[AM-44]  Trio (Cariban, Guianan)",americas,real
21231,6,4,1,3,8,5,7,0,2,3.0515437761113873e-05,1.7190305530385759,1.7189695221630537,2___1___9,Yugh (Yeniseian),asia,real
21159,2,5,8,0,3,4,6,7,1,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,Catalan,europe,real
21158,3,2,5,1,8,6,7,0,4,3.0515437761113873e-05,1.7190305530385759,1.7189695221630537,2___1___9,"Macedonian (Indo-European, Slavic)",europe,real
21193,2,3,0,8,1,4,5,7,6,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,"Yukaghir, Kolyma (Yukaghir)",asia,real
21364,0,3,7,8,2,6,4,5,1,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,real
21185,8,1,3,7,0,5,2,6,4,3.0515437761113873e-05,1.7190305530385759,1.7189695221630537,2___1___9,"German (Indo-European, Germanic)",europe,real
21355,8,6,2,0,4,5,1,7,3,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,[OC-17]  Jingulu (Mirndi),oceania,real
21260,3,7,2,8,1,4,6,0,5,3.0515437761113873e-05,1.719030553038576,1.7189695221630539,2___1___9,"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",americas,real
21325,6,8,4,5,2,0,7,3,1,3.0515437761113873e-05,1.7190305530385757,1.7189695221630534,2___1___9,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real
21194,1,3,0,6,5,7,4,8,2,3.0515437760891828e-05,1.7190305530385763,1.7189695221630545,2___1___9,"Atong (Sino-Tibetan, Brahmaputran)",asia,real
21354,6,5,4,1,8,0,3,2,7,3.0515437760669784e-05,1.7190305530385759,1.7189695221630545,2___1___9,"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",oceania,real
21259,1,8,5,0,3,4,2,6,7,3.0515437760669784e-05,1.719030553038576,1.7189695221630548,2___1___9,[AM-26]  Mapudungun (Araucanian) ,americas,real
21232,0,1,3,4,2,7,6,8,5,3.051543776044774e-05,1.719030553038576,1.7189695221630552,2___1___9,"Mualang (Austronesian, Malayo-Sumbawan)",asia,real
21128,0,1,2,3,4,5,6,7,7,3.0308271456114255e-05,1.7049330921411623,1.70487247559825,2___1___8,simulated,simulated,simulated
21357,7,6,3,2,0,1,4,5,5,3.0308271456114255e-05,1.7049330921411623,1.70487247559825,2___1___8,[OC-25]  Maybrat (Maybrat-Karon) ,oceania,real
21132,0,1,2,3,4,5,6,7,2,3.0092687345995017e-05,1.6986520588846592,1.6985918735099672,2___2___8,simulated,simulated,simulated
21214,4,2,1,0,7,1,3,6,5,3.002758032621955e-05,1.6674491605576176,1.6673891053969652,2___2___8,"Bengali (Indo-European, Indo-Iranian)",asia,real
21206,5,2,7,6,3,7,4,1,0,3.002758032577546e-05,1.6674491605576176,1.667389105396966,2___2___8,"Limbu (Sino-Tibetan, Kiranti)",asia,real
21119,0,1,2,3,4,2,5,6,7,3.002758032577546e-05,1.6674491605576172,1.6673891053969656,2___2___8,simulated,simulated,simulated
21274,6,0,1,4,5,1,7,3,2,3.002758032577546e-05,1.6674491605576176,1.667389105396966,2___2___8,"[AM-10] Comanche (Uto-Aztecan, Numic) ",americas,real
21022,0,1,2,3,4,2,5,6,6,2.9820414020553798e-05,1.6533516996602036,1.6532920588321625,2___2___7,simulated,simulated,simulated
21112,0,1,2,3,4,5,6,7,1,2.9813004436718415e-05,1.6934161413295852,1.6933565153207117,2___1___8,simulated,simulated,simulated
21121,0,1,2,3,4,5,6,6,7,2.9795851536285056e-05,1.6700032796407491,1.6699436879376766,2___1___8,simulated,simulated,simulated
21347,3,2,1,7,6,0,5,4,0,2.97929967698618e-05,1.7041800726023661,1.7041204866088264,2___2___8,"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",oceania,real
21136,0,1,2,3,4,5,6,7,5,2.9792996769639757e-05,1.7041800726023664,1.704120486608827,2___2___8,simulated,simulated,simulated
21328,4,7,3,6,1,0,2,5,0,2.9792996769417712e-05,1.7041800726023664,1.7041204866088275,2___2___8,[OC-27]  Motuna (South Bougainville),oceania,real
21109,0,1,2,3,4,5,6,7,6,2.9778031691130025e-05,1.6980864558993616,1.6980268998359793,2___1___8,simulated,simulated,simulated
21359,4,5,1,2,6,3,0,7,0,2.977803169090798e-05,1.6980864558993616,1.6980268998359798,2___1___8,"Abui (Timor-Alor-Pantar, Alor) ",oceania,real
21122,0,1,2,3,4,4,5,6,7,2.9727284859060177e-05,1.6669838515736737,1.6669243970039556,2___1___8,simulated,simulated,simulated
20744,0,1,2,3,4,4,5,6,6,2.9520118553394425e-05,1.65288639067626,1.6528273504391533,2___1___7,simulated,simulated,simulated
20856,0,1,2,3,4,2,5,6,2,2.951451556776341e-05,1.6452882235131858,1.6452291944820503,2___2___7,simulated,simulated,simulated
21115,0,1,2,3,4,5,6,7,4,2.944183893660579e-05,1.6985219939078449,1.6984631102299717,2___1___8,simulated,simulated,simulated
20891,0,1,2,3,4,5,6,6,2,2.9373101119833933e-05,1.6496247854868311,1.6495660392845914,2___2___7,simulated,simulated,simulated
21067,0,1,2,3,4,2,5,6,1,2.932514700115796e-05,1.6418347488486267,1.6417760985546244,2___2___7,simulated,simulated,simulated
21083,0,1,2,3,4,2,5,5,6,2.9307994100058465e-05,1.6184218871597902,1.61836327117159,2___2___7,simulated,simulated,simulated
20904,0,1,2,3,4,4,5,6,2,2.93045344428311e-05,1.6466053574197563,1.6465467483508707,2___2___7,simulated,simulated,simulated
20901,0,1,2,3,4,2,5,6,5,2.929017425512548e-05,1.646505063418403,1.6464464830698928,2___2___7,simulated,simulated,simulated
21141,0,1,2,3,4,5,6,7,0,2.9273999019530095e-05,1.6880891385784949,1.6880305905804558,2___1___8,simulated,simulated,simulated
21257,1,2,3,0,4,6,5,5,5,2.920032111508597e-05,1.647613125628911,1.6475547249866809,2___1___7,"[AM-28]  Musqueam (Salishan, Central Salish)",americas,real
20732,0,1,2,3,4,5,6,6,6,2.9200321114863925e-05,1.6476131256289108,1.647554724986681,2___1___7,simulated,simulated,simulated
21125,0,1,2,3,1,4,5,6,7,2.919772264609044e-05,1.5816276787515284,1.5815692833062363,2___2___8,simulated,simulated,simulated
21255,0,5,6,4,5,2,1,7,3,2.919772264564635e-05,1.5816276787515284,1.5815692833062371,2___2___8,"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",americas,real
20766,0,1,2,3,4,5,6,6,1,2.909341821100142e-05,1.6443888679317575,1.6443306810953355,2___1___7,simulated,simulated,simulated
21135,0,1,2,3,4,5,6,1,7,2.9093051231221523e-05,1.6547550960762207,1.6546969099737583,2___2___8,simulated,simulated,simulated
21081,0,1,2,3,4,5,6,6,5,2.9073410544144807e-05,1.6551527992045387,1.6550946523834504,2___2___7,simulated,simulated,simulated
21104,0,1,2,3,4,4,5,6,1,2.9024851533998586e-05,1.6413694398646828,1.6413113901616148,2___1___7,simulated,simulated,simulated
20656,0,1,2,3,4,4,5,5,6,2.9007698633565226e-05,1.6179565781758465,1.6178985627785794,2___1___7,simulated,simulated,simulated
21110,0,1,2,3,4,1,5,6,7,2.9001287889851568e-05,1.6480433030612727,1.647985300485493,2___1___8,simulated,simulated,simulated
20772,0,1,2,3,1,4,5,6,6,2.8990556340646734e-05,1.5675302178541146,1.5674722367414333,2___2___7,simulated,simulated,simulated
20940,0,1,2,3,4,4,5,6,5,2.898987878863224e-05,1.6460397544344594,1.6459817746768821,2___1___7,simulated,simulated,simulated
21102,0,1,2,3,4,2,5,6,4,2.8953981501489423e-05,1.6469406014268861,1.6468826934638832,2___2___7,simulated,simulated,simulated
21143,0,1,2,3,4,5,6,7,3,2.886708454052922e-05,1.6926003998021761,1.692542665633095,2___1___8,simulated,simulated,simulated
18740,0,1,2,3,4,2,5,5,2,2.879492934226846e-05,1.5962609501153584,1.5962033602566739,2___2___6,simulated,simulated,simulated
21047,0,1,2,3,4,1,5,6,6,2.8794121584629906e-05,1.633945842163859,1.6338882539206898,2___1___7,simulated,simulated,simulated
20938,0,1,2,3,4,2,5,6,0,2.8786141583969638e-05,1.636507746097536,1.636450173814368,2___2___7,simulated,simulated,simulated
20933,0,1,2,3,1,4,5,6,2,2.8774972229639317e-05,1.5612491845976113,1.561191634653152,2___3___7,simulated,simulated,simulated
20825,0,1,2,3,4,4,5,6,4,2.8744742580633087e-05,1.6447263651898896,1.6446688757047283,2___2___7,simulated,simulated,simulated
20814,0,1,2,3,4,5,6,6,4,2.8722252711332885e-05,1.6494947205100174,1.6494372760045948,2___1___7,simulated,simulated,simulated
19783,0,1,2,3,4,2,5,5,5,2.8712463679747557e-05,1.5960317331479525,1.595974308220593,2___2___6,simulated,simulated,simulated
20886,0,1,2,3,1,2,4,5,6,2.8709865209641805e-05,1.53004628627057,1.5299888665401506,2___2___7,simulated,simulated,simulated
21049,0,1,2,3,4,5,6,1,2,2.867030081521449e-05,1.6343766019223034,1.634319261320673,2___2___7,simulated,simulated,simulated
18048,0,1,2,3,4,2,5,5,1,2.8605560775663008e-05,1.5928074754507993,1.592750264329248,2___2___6,simulated,simulated,simulated
20710,0,1,2,3,4,2,5,1,6,2.8605193796105155e-05,1.6031737035952622,1.60311649320767,2___3___7,simulated,simulated,simulated
21129,0,1,2,3,4,5,6,2,7,2.859512246100593e-05,1.6717956126365123,1.6717384223915903,2___1___8,simulated,simulated,simulated
19799,0,1,2,3,4,4,5,5,2,2.8584948217336148e-05,1.597578084021929,1.5975209141254942,2___2___6,simulated,simulated,simulated
20736,0,1,2,3,4,1,5,6,2,2.857853747406658e-05,1.6276648089073553,1.6276076518324072,2___2___7,simulated,simulated,simulated
20962,0,1,2,3,4,5,6,6,0,2.855441279425719e-05,1.6390618651806672,1.6390047563550787,2___1___7,simulated,simulated,simulated
20490,0,1,2,3,1,2,4,5,5,2.8502698904420143e-05,1.5159488253731561,1.5158918199753473,2___2___6,simulated,simulated,simulated
20981,0,1,2,3,4,4,5,6,0,2.8485846116810265e-05,1.6360424371135924,1.6359854654213588,2___1___7,simulated,simulated,simulated
20922,0,1,2,3,4,5,6,1,1,2.848361945417821e-05,1.628439127285889,1.6283821600469806,2___2___7,simulated,simulated,simulated
20690,0,1,2,3,1,4,5,5,6,2.8478136420373446e-05,1.5326004053537012,1.5325434490808605,2___2___7,simulated,simulated,simulated
20851,0,1,2,3,1,4,5,6,4,2.847528165239588e-05,1.5667771983153187,1.566720247752014,2___3___7,simulated,simulated,simulated
20971,0,1,2,3,1,4,5,6,5,2.846031657544046e-05,1.5606835816123141,1.5606266609791632,2___2___7,simulated,simulated,simulated
21142,0,1,1,2,3,4,5,6,7,2.843375069994103e-05,1.5834929338408377,1.5834360663394378,2___1___8,simulated,simulated,simulated
20023,0,1,2,3,4,4,5,5,5,2.841216821281023e-05,1.5955664241640086,1.595509599827583,2___1___6,simulated,simulated,simulated
20819,0,1,2,3,1,4,5,6,1,2.8395651370471953e-05,1.5539987614938278,1.5539419701910868,2___2___7,simulated,simulated,simulated
20978,0,1,2,3,4,2,5,6,3,2.8379227104524674e-05,1.6410190073212172,1.6409622488670081,2___2___7,simulated,simulated,simulated
20757,0,1,2,3,4,5,6,1,5,2.837061023885923e-05,1.6399046156400103,1.6398478744195326,2___3___7,simulated,simulated,simulated
20883,0,1,2,3,4,5,6,1,6,2.835564516057154e-05,1.633810998937006,1.6337542876466848,2___2___7,simulated,simulated,simulated
21116,0,1,2,3,4,5,6,5,7,2.83380895884644e-05,1.6883610929564123,1.6883044167772354,2___1___8,simulated,simulated,simulated
20983,0,1,2,3,4,5,6,2,2,2.8332478490877833e-05,1.649843920467865,1.6497872555108832,2___2___7,simulated,simulated,simulated
21087,0,1,2,3,4,1,5,6,1,2.8320911500179236e-05,1.621626212385282,1.6215695705622817,2___2___7,simulated,simulated,simulated
21123,0,1,2,3,3,4,5,6,7,2.8317927468046733e-05,1.5737629302075458,1.5737062943526097,2___1___8,simulated,simulated,simulated
18291,0,1,2,3,4,4,5,5,1,2.8305265308503635e-05,1.5923421664668553,1.5922855559362383,2___1___6,simulated,simulated,simulated
20749,0,1,2,3,4,4,5,1,6,2.8304898328057604e-05,1.6027083946113183,1.6026517848146622,2___2___7,simulated,simulated,simulated
20804,0,1,2,3,4,1,5,5,6,2.828170166391253e-05,1.5990160296634455,1.5989594662601176,2___1___7,simulated,simulated,simulated
20921,0,1,2,3,4,1,5,6,5,2.826388181942363e-05,1.6270992059220584,1.6270426781584195,2___1___7,simulated,simulated,simulated
18277,0,1,2,3,4,2,5,5,4,2.823439527532834e-05,1.597913328029059,1.5978568592385083,2___2___6,simulated,simulated,simulated
20810,0,1,1,2,3,4,5,6,6,2.8226584394497323e-05,1.5693954729434239,1.5693390197746349,2___1___7,simulated,simulated,simulated
20271,0,1,2,3,1,2,4,5,2,2.8196800452517934e-05,1.5078853492261384,1.5078289556252333,2___3___6,simulated,simulated,simulated
20698,0,1,2,3,4,5,6,6,3,2.8147498314812225e-05,1.6435731264043485,1.6435168314077189,2___1___7,simulated,simulated,simulated
21235,4,6,2,1,0,5,7,0,3,2.8120645813256573e-05,1.6713847319926403,1.6713284907010137,2___2___8,Bora (Boran),americas,real
21118,0,1,2,3,4,5,6,4,7,2.8120645813034528e-05,1.67138473199264,1.671328490701014,2___2___8,simulated,simulated,simulated
21254,4,0,1,2,7,5,6,7,3,2.8120645812812484e-05,1.6713847319926403,1.6713284907010146,2___2___8,"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",americas,real
21131,0,1,2,3,2,4,5,6,7,2.8119978476626173e-05,1.6280146241916522,1.627958384234699,2___1___8,simulated,simulated,simulated
20750,0,1,2,3,3,4,5,6,6,2.8110761163047115e-05,1.5596654693101322,1.559609247787806,2___1___7,simulated,simulated,simulated
21126,0,1,2,3,4,5,6,0,7,2.8108656688452527e-05,1.636750115667325,1.636693898353948,2___1___8,simulated,simulated,simulated
20098,0,1,2,3,4,2,5,1,2,2.8092129038093105e-05,1.5810127665508302,1.580956582292754,2___3___6,simulated,simulated,simulated
21253,3,2,4,0,1,4,5,2,4,2.8092129037649016e-05,1.5810127665508302,1.580956582292755,2___3___6,"[AM-42] Totonac, Filomeno Mata (Totonacan, Totonac) [José Santiago Francisco, p.c.; 1McFarland 2009]",americas,real
21024,0,1,2,3,4,4,5,6,3,2.807893163780939e-05,1.6405536983372737,1.640497540473998,2___1___7,simulated,simulated,simulated
19194,0,1,2,3,4,2,5,5,0,2.8066555358252643e-05,1.5874804726997087,1.5874243395889922,2___2___6,simulated,simulated,simulated
20832,0,1,2,3,4,5,6,5,5,2.8059234554955736e-05,1.67011593085195,1.67005981238284,2___2___7,simulated,simulated,simulated
19989,0,1,2,3,1,4,5,5,2,2.8055386003700278e-05,1.5122219111997839,1.5121658004277765,2___3___6,simulated,simulated,simulated
18525,0,1,2,3,4,4,5,5,4,2.802515635580427e-05,1.5956990917920624,1.5956430414793508,2___2___6,simulated,simulated,simulated
20956,0,1,2,3,4,5,6,1,4,2.801945240671344e-05,1.6342465369454893,1.6341904980406758,2___2___7,simulated,simulated,simulated
18586,0,1,2,3,4,2,5,1,1,2.7995762018839798e-05,1.5768577348049306,1.576801743280893,2___3___6,simulated,simulated,simulated
18187,0,1,2,3,1,2,4,4,5,2.799027898392481e-05,1.4810190128727425,1.4809630323147747,2___2___6,simulated,simulated,simulated
19823,0,1,2,3,1,2,4,5,4,2.7972459139435912e-05,1.5091021891313554,1.5090462442130765,2___2___6,simulated,simulated,simulated
21020,0,1,2,3,1,4,5,6,0,2.7956283904062573e-05,1.5506862642914474,1.5506303517236393,2___2___7,simulated,simulated,simulated
20658,0,1,2,3,4,1,5,6,4,2.792768906512144e-05,1.6275347439305416,1.6274788885524114,2___1___7,simulated,simulated,simulated
20975,0,1,2,3,1,1,4,5,6,2.7925669776607265e-05,1.50290272766836,1.5028468763288068,2___2___7,simulated,simulated,simulated
20650,0,1,2,3,4,5,6,5,2,2.791533917223532e-05,1.6679825988024948,1.6679267681241503,2___2___7,simulated,simulated,simulated
20849,0,1,2,3,2,4,5,6,6,2.7912812172514734e-05,1.6139171632942386,1.6138613376698936,2___1___7,simulated,simulated,simulated
18772,0,1,2,3,1,2,4,5,1,2.790779393468945e-05,1.5024173690128688,1.5023615534249994,2___2___6,simulated,simulated,simulated
20916,0,1,2,3,3,4,5,6,2,2.7895177052927878e-05,1.5533844360536289,1.553328645699523,2___2___7,simulated,simulated,simulated
20861,0,1,2,3,4,5,6,2,1,2.7892689136166382e-05,1.646181200927521,1.6461254155492486,2___1___7,simulated,simulated,simulated
20196,0,1,2,3,1,4,5,5,5,2.788260599917436e-05,1.5102102513418636,1.5101544861298652,2___2___6,simulated,simulated,simulated
20341,0,1,2,3,4,4,5,1,2,2.7882147913160793e-05,1.5823299004574012,1.5822741361615749,2___2___6,simulated,simulated,simulated
20709,0,1,2,3,4,5,6,2,5,2.7872681468643634e-05,1.656945132200302,1.6568893868373646,2___2___7,simulated,simulated,simulated
20319,0,1,2,3,4,2,5,1,5,2.7867787725677218e-05,1.5822296064560477,1.5821738708805964,2___3___6,simulated,simulated,simulated
19794,0,1,2,3,4,1,5,5,2,2.785895124857163e-05,1.578637535509528,1.5785818176070308,2___2___6,simulated,simulated,simulated
20826,0,1,2,3,4,5,6,2,6,2.7857716390800036e-05,1.6508515154972976,1.650795800064516,2___1___7,simulated,simulated,simulated
20845,0,1,1,2,3,4,5,6,1,2.785212161104944e-05,1.5559028373999693,1.5558471331567472,2___2___7,simulated,simulated,simulated
20662,0,1,2,3,4,5,6,1,0,2.7851612489193656e-05,1.623813681616139,1.6237579783911607,2___2___7,simulated,simulated,simulated
20859,0,1,2,3,3,2,4,5,6,2.7830070032930365e-05,1.5221815377265875,1.5221258775865216,2___2___7,simulated,simulated,simulated
20989,0,1,2,3,4,4,5,2,6,2.78069695582861e-05,1.61974891117161,1.6196932972324933,2___1___7,simulated,simulated,simulated
20245,0,1,2,3,4,4,5,5,0,2.7766259891759404e-05,1.587015163715765,1.5869596311959815,2___1___6,simulated,simulated,simulated
20821,0,1,2,3,4,1,5,6,0,2.7759849147601656e-05,1.6171018886011914,1.6170463689028962,2___1___7,simulated,simulated,simulated
19520,0,1,2,3,1,4,5,5,4,2.775569542845524e-05,1.5177499249174913,1.5176944135266344,2___3___6,simulated,simulated,simulated
20718,0,1,2,3,2,2,4,5,6,2.77508870665244e-05,1.5615386321355853,1.5614831303614523,2___2___7,simulated,simulated,simulated
20654,0,1,2,3,4,2,5,2,6,2.7731907657146948e-05,1.6145200400597581,1.6144645762444438,2___2___7,simulated,simulated,simulated
18387,0,1,2,3,1,1,4,5,5,2.7718503471829692e-05,1.4888052667709462,1.4887498297640025,2___2___6,simulated,simulated,simulated
20719,0,1,1,2,3,4,5,5,6,2.7714164474224035e-05,1.5344656604430102,1.5344102321140618,2___1___7,simulated,simulated,simulated
21042,0,1,1,2,3,4,5,6,4,2.7711309707578735e-05,1.5686424534046275,1.5685870307852123,2___2___7,simulated,simulated,simulated
20708,0,1,2,3,4,5,6,4,2,2.769789539680545e-05,1.6510062378387225,1.6509508420479289,2___3___7,simulated,simulated,simulated
20695,0,1,1,2,3,4,5,6,5,2.7696344629735137e-05,1.5625488367016231,1.5624934440123637,2___1___7,simulated,simulated,simulated
18846,0,1,2,3,4,4,5,1,1,2.7695466551680425e-05,1.5763924258209867,1.5763370348878833,2___2___6,simulated,simulated,simulated
20020,0,1,2,3,4,1,5,5,5,2.768617124315753e-05,1.5766258756516076,1.5765705033091213,2___1___6,simulated,simulated,simulated
20803,0,1,2,3,4,5,6,0,2,2.7685906272889582e-05,1.6163716215134072,1.6163162497008614,2___2___7,simulated,simulated,simulated
18477,0,1,2,3,1,4,5,5,1,2.7676065144532913e-05,1.5049714880960003,1.5049161359657113,2___2___6,simulated,simulated,simulated
21144,0,1,2,3,4,3,5,6,7,2.7675459567166882e-05,1.6449234594864357,1.6448681085673014,2___1___8,simulated,simulated,simulated
20228,0,1,2,3,4,2,5,5,3,2.765964087880768e-05,1.59199173392339,1.5919364146416324,2___2___6,simulated,simulated,simulated
20877,0,1,1,2,3,3,4,5,6,2.76455977972212e-05,1.5314462323759352,1.5313909411803408,2___1___7,simulated,simulated,simulated
20992,0,1,2,3,4,5,6,5,1,2.7635656263402808e-05,1.6627466812474212,1.6626914099348944,2___1___7,simulated,simulated,simulated
20839,0,1,2,3,4,2,5,4,6,2.7632788377696116e-05,1.6198033395116813,1.619748073934926,2___3___7,simulated,simulated,simulated
18577,0,1,2,3,3,2,4,5,5,2.7622903728152792e-05,1.5080840768291737,1.5080288310217174,2___2___6,simulated,simulated,simulated
20761,0,1,2,3,4,2,5,0,6,2.762079925333616e-05,1.585168723186366,1.5851134815878594,2___2___7,simulated,simulated,simulated
20792,0,1,2,3,3,4,5,6,1,2.7615494143651276e-05,1.5481485184985553,1.548093287510268,2___1___7,simulated,simulated,simulated
19128,0,1,2,3,4,1,5,5,1,2.7601325275128374e-05,1.5725989389874546,1.5725437363369044,2___2___6,simulated,simulated,simulated
