,gamma,informativity,complexity
0,1.0,8.881784197001252e-16,-2.220446049250313e-16
1,1.0030768854896908,6.661338147750939e-16,-4.440892098500626e-16
2,1.0061632382036982,8.881784197001252e-16,0.0
3,1.0092590872715874,1.1102230246251565e-15,0.0
4,1.012364461912552,1.3322676295501878e-15,-2.220446049250313e-16
5,1.0154793914356894,8.881784197001252e-16,-8.881784197001252e-16
6,1.0186039052402778,6.661338147750939e-16,-6.661338147750939e-16
7,1.021738032816054,8.881784197001252e-16,-4.440892098500626e-16
8,1.024881803743491,8.881784197001252e-16,0.0
9,1.0280352476940773,4.440892098500626e-16,-6.661338147750939e-16
10,1.031198394430598,8.881784197001252e-16,-2.220446049250313e-16
11,1.0343712738074138,6.661338147750939e-16,-4.440892098500626e-16
12,1.037553915770745,6.661338147750939e-16,-8.881784197001252e-16
13,1.0407463503589518,4.440892098500626e-16,-8.881784197001252e-16
14,1.04394860770282,1.3322676295501878e-15,-6.661338147750939e-16
15,1.0471607180258435,6.661338147750939e-16,-2.220446049250313e-16
16,1.0503827116445115,8.881784197001252e-16,-8.881784197001252e-16
17,1.0536146189685924,4.440892098500626e-16,-6.661338147750939e-16
18,1.056856470501423,1.3322676295501878e-15,-2.220446049250313e-16
19,1.0601082968401947,1.3322676295501878e-15,-6.661338147750939e-16
20,1.0633701286762431,1.1102230246251565e-15,2.220446049250313e-16
21,1.0666419967953376,1.1102230246251565e-15,-4.440892098500626e-16
22,1.069923932077972,8.881784197001252e-16,-4.440892098500626e-16
23,1.0732159654996556,6.661338147750939e-16,-2.220446049250313e-16
24,1.076518128131206,1.1102230246251565e-15,0.0
25,1.079830451139042,8.881784197001252e-16,-4.440892098500626e-16
26,1.083152965785478,4.440892098500626e-16,-4.440892098500626e-16
27,1.0864857034290187,8.881784197001252e-16,-2.220446049250313e-16
28,1.089828695524656,1.1102230246251565e-15,0.0
29,1.0931819736241644,8.881784197001252e-16,-2.220446049250313e-16
30,1.0965455693764001,8.881784197001252e-16,0.0
31,1.099919514527599,6.661338147750939e-16,-4.440892098500626e-16
32,1.1033038409216769,4.440892098500626e-16,-6.661338147750939e-16
33,1.106698580500529,8.881784197001252e-16,-4.440892098500626e-16
34,1.1101037653043324,8.881784197001252e-16,0.0
35,1.1135194274718483,4.440892098500626e-16,-6.661338147750939e-16
36,1.1169455992407253,4.440892098500626e-16,-2.220446049250313e-16
37,1.120382312947803,4.440892098500626e-16,-6.661338147750939e-16
38,1.1238296010294182,1.3322676295501878e-15,-4.440892098500626e-16
39,1.1272874960217107,1.3322676295501878e-15,-4.440892098500626e-16
40,1.1307560305609297,6.661338147750939e-16,-4.440892098500626e-16
41,1.134235237383743,8.881784197001252e-16,-6.661338147750939e-16
42,1.137725149327545,1.3322676295501878e-15,0.0
43,1.1412257993307673,8.881784197001252e-16,0.0
44,1.144737220433189,1.1102230246251565e-15,-2.220446049250313e-16
45,1.1482594457762487,8.881784197001252e-16,-4.440892098500626e-16
46,1.151792508603358,8.881784197001252e-16,-6.661338147750939e-16
47,1.1553364422602141,8.881784197001252e-16,-6.661338147750939e-16
48,1.1588912801951157,4.440892098500626e-16,-4.440892098500626e-16
49,1.162457055959277,5.551115123125783e-16,-5.551115123125783e-16
50,1.166033803207147,4.440892098500626e-16,-8.881784197001252e-16
51,1.169621555696724,8.881784197001252e-16,-4.440892098500626e-16
52,1.1732203472898768,4.440892098500626e-16,-6.661338147750939e-16
53,1.176830211952663,6.661338147750939e-16,-4.440892098500626e-16
54,1.1804511837556497,4.440892098500626e-16,-8.881784197001252e-16
55,1.1840832968742359,8.881784197001252e-16,-4.440892098500626e-16
56,1.1877265855889734,4.440892098500626e-16,-6.661338147750939e-16
57,1.191381084285892,8.881784197001252e-16,0.0
58,1.1950468274568233,4.440892098500626e-16,-8.881784197001252e-16
59,1.1987238496997263,8.881784197001252e-16,0.0
60,1.2024121857190138,1.1102230246251565e-15,-4.440892098500626e-16
61,1.20611187032588,8.881784197001252e-16,-4.440892098500626e-16
62,1.2098229384386294,8.881784197001252e-16,-4.440892098500626e-16
63,1.2135454250830062,1.3322676295501878e-15,-4.440892098500626e-16
64,1.217279365392525,8.881784197001252e-16,0.0
65,1.221024794608801,8.881784197001252e-16,-6.661338147750939e-16
66,1.2247817480818854,6.661338147750939e-16,-4.440892098500626e-16
67,1.2285502612705967,8.881784197001252e-16,0.0
68,1.232330369742856,8.881784197001252e-16,-2.220446049250313e-16
69,1.2361221091760233,4.440892098500626e-16,-8.881784197001252e-16
70,1.2399255153572328,4.440892098500626e-16,-4.440892098500626e-16
71,1.243740624183733,6.661338147750939e-16,-4.440892098500626e-16
72,1.2475674716632228,1.1102230246251565e-15,0.0
73,1.2514060939141936,2.220446049250313e-16,-8.881784197001252e-16
74,1.2552565271662688,4.440892098500626e-16,-6.661338147750939e-16
75,1.2591188077605464,6.661338147750939e-16,-4.440892098500626e-16
76,1.2629929721499416,1.7763568394002505e-15,-2.220446049250313e-16
77,1.2668790568995312,4.440892098500626e-16,-1.1102230246251565e-15
78,1.2707770986868985,1.3322676295501878e-15,0.0
79,1.2746871343024795,8.881784197001252e-16,0.0
80,1.2786092006499103,6.661338147750939e-16,-8.881784197001252e-16
81,1.282543334746375,8.881784197001252e-16,0.0
82,1.2864895737229558,4.440892098500626e-16,-8.881784197001252e-16
83,1.2904479548249825,1.3322676295501878e-15,0.0
84,1.2944185154123846,1.1102230246251565e-15,-2.220446049250313e-16
85,1.2984012929600441,8.881784197001252e-16,0.0
86,1.3023963250581485,8.881784197001252e-16,0.0
87,1.3064036494125466,4.440892098500626e-16,-2.220446049250313e-16
88,1.3104233038451032,8.881784197001252e-16,-2.220446049250313e-16
89,1.3144553262940568,2.220446049250313e-16,-1.3322676295501878e-15
90,1.3184997548143778,6.661338147750939e-16,-4.440892098500626e-16
91,1.3225566275781269,1.3322676295501878e-15,2.220446049250313e-16
92,1.3266259828748164,1.3322676295501878e-15,0.0
93,1.3307078591117707,4.440892098500626e-16,-6.661338147750939e-16
94,1.3348022948144893,8.881784197001252e-16,-4.440892098500626e-16
95,1.3389093286270097,8.881784197001252e-16,-2.220446049250313e-16
96,1.343028999312274,6.661338147750939e-16,-4.440892098500626e-16
97,1.3471613457524918,4.440892098500626e-16,-1.1102230246251565e-15
98,1.35130640694951,8.881784197001252e-16,-4.440892098500626e-16
99,1.3554642220251791,8.881784197001252e-16,-4.440892098500626e-16
100,1.3596348302217234,4.440892098500626e-16,-4.440892098500626e-16
101,1.3638182709021107,8.881784197001252e-16,-2.220446049250313e-16
102,1.3680145835504247,6.661338147750939e-16,-4.440892098500626e-16
103,1.3722238077722364,8.881784197001252e-16,-2.220446049250313e-16
104,1.376445983294979,8.881784197001252e-16,-4.440892098500626e-16
105,1.3806811499683225,1.3322676295501878e-15,0.0
106,1.3849293477645495,6.661338147750939e-16,-4.440892098500626e-16
107,1.3891906167789332,1.3322676295501878e-15,-2.220446049250313e-16
108,1.393464997230115,8.881784197001252e-16,-4.440892098500626e-16
109,1.3977525294604842,2.220446049250313e-16,-1.1102230246251565e-15
110,1.4020532539365598,4.440892098500626e-16,-8.881784197001252e-16
111,1.4063672112493708,6.661338147750939e-16,-8.881784197001252e-16
112,1.410694442114841,0.0,-1.1102230246251565e-15
113,1.4150349873741717,8.881784197001252e-16,-8.881784197001252e-16
114,1.419388887994228,8.881784197001252e-16,-4.440892098500626e-16
115,1.4237561850679257,6.661338147750939e-16,-4.440892098500626e-16
116,1.4281369198146188,4.440892098500626e-16,-6.661338147750939e-16
117,1.432531133580488,4.440892098500626e-16,-6.661338147750939e-16
118,1.436938867838932,6.661338147750939e-16,-4.440892098500626e-16
119,1.4413601641909584,6.661338147750939e-16,-6.661338147750939e-16
120,1.445795064365576,8.881784197001252e-16,0.0
121,1.4502436102201888,4.440892098500626e-16,-6.661338147750939e-16
122,1.454705843740992,8.881784197001252e-16,2.220446049250313e-16
123,1.459181807043367,8.881784197001252e-16,-2.220446049250313e-16
124,1.4636715423722797,1.3322676295501878e-15,-4.440892098500626e-16
125,1.4681750921026784,1.3322676295501878e-15,-2.220446049250313e-16
126,1.4726924987398944,1.1102230246251565e-15,0.0
127,1.4772238049200437,8.881784197001252e-16,-6.661338147750939e-16
128,1.481769053410428,4.440892098500626e-16,-8.881784197001252e-16
129,1.4863282871099393,8.881784197001252e-16,-4.440892098500626e-16
130,1.4909015490494648,1.3322676295501878e-15,0.0
131,1.4954888823922927,0.0,-1.1102230246251565e-15
132,1.5000903304345194,1.3322676295501878e-15,2.220446049250313e-16
133,1.5047059366054587,8.881784197001252e-16,-4.440892098500626e-16
134,1.5093357444680517,6.661338147750939e-16,-2.220446049250313e-16
135,1.513979797719277,8.881784197001252e-16,0.0
136,1.5186381401905644,8.881784197001252e-16,-6.661338147750939e-16
137,1.5233108158482078,4.440892098500626e-16,-6.661338147750939e-16
138,1.5279978687937803,4.440892098500626e-16,-6.661338147750939e-16
139,1.5326993432645504,8.881784197001252e-16,-2.220446049250313e-16
140,1.5374152836338997,1.1102230246251565e-15,-2.220446049250313e-16
141,1.5421457344117415,4.440892098500626e-16,-4.440892098500626e-16
142,1.5468907402449414,8.881784197001252e-16,-2.220446049250313e-16
143,1.5516503459177382,6.661338147750939e-16,-4.440892098500626e-16
144,1.5564245963521661,8.881784197001252e-16,-2.220446049250313e-16
145,1.56121353660848,8.881784197001252e-16,-4.440892098500626e-16
146,1.5660172118855795,6.661338147750939e-16,-2.220446049250313e-16
147,1.570835667521436,1.3322676295501878e-15,-6.661338147750939e-16
148,1.5756689489935216,8.881784197001252e-16,0.0
149,1.5805171019192361,6.661338147750939e-16,-4.440892098500626e-16
150,1.5853801720563396,1.1102230246251565e-15,-2.220446049250313e-16
151,1.5902582053033831,6.661338147750939e-16,-2.220446049250313e-16
152,1.5951512477001428,8.881784197001252e-16,-4.440892098500626e-16
153,1.6000593454280536,6.661338147750939e-16,-2.220446049250313e-16
154,1.6049825448106454,1.3322676295501878e-15,2.220446049250313e-16
155,1.6099208923139803,6.661338147750939e-16,-4.440892098500626e-16
156,1.6148744345470911,8.881784197001252e-16,-2.220446049250313e-16
157,1.6198432182624216,8.881784197001252e-16,-4.440892098500626e-16
158,1.6248272903562673,1.1102230246251565e-15,0.0
159,1.629826697869218,4.440892098500626e-16,-6.661338147750939e-16
160,1.6348414879866024,8.881784197001252e-16,-2.220446049250313e-16
161,1.639871708038933,8.881784197001252e-16,0.0
162,1.6449174055023523,8.881784197001252e-16,0.0
163,1.6499786279990825,8.881784197001252e-16,-4.440892098500626e-16
164,1.6550554232978727,4.440892098500626e-16,-6.661338147750939e-16
165,1.660147839314452,1.1102230246251565e-15,4.440892098500626e-16
166,1.66525592411198,1.3322676295501878e-15,0.0
167,1.6703797259015019,6.661338147750939e-16,-2.220446049250313e-16
168,1.6755192930424019,1.1102230246251565e-15,0.0
169,1.6806746740428609,8.881784197001252e-16,-4.440892098500626e-16
170,1.6858459175603142,1.3322676295501878e-15,-4.440892098500626e-16
171,1.69103307240191,8.881784197001252e-16,-2.220446049250313e-16
172,1.6962361875249705,1.3322676295501878e-15,0.0
173,1.7014553120374545,1.3322676295501878e-15,4.440892098500626e-16
174,1.7066904951984199,2.220446049250313e-16,-1.1102230246251565e-15
175,1.7119417864184892,1.1102230246251565e-15,2.220446049250313e-16
176,1.7172092352603154,8.881784197001252e-16,-2.220446049250313e-16
177,1.722492891439051,4.440892098500626e-16,-4.440892098500626e-16
178,1.7277928048228153,4.440892098500626e-16,-4.440892098500626e-16
179,1.7331090254331667,4.440892098500626e-16,-4.440892098500626e-16
180,1.738441603445574,8.881784197001252e-16,-4.440892098500626e-16
181,1.7437905891898906,8.881784197001252e-16,2.220446049250313e-16
182,1.7491560331508282,8.881784197001252e-16,0.0
183,1.7545379859684351,8.881784197001252e-16,-6.661338147750939e-16
184,1.7599364984385728,6.661338147750939e-16,-1.3322676295501878e-15
185,1.7653516215133955,8.881784197001252e-16,-2.220446049250313e-16
186,1.7707834063018324,6.661338147750939e-16,-4.440892098500626e-16
187,1.7762319040700676,1.1102230246251565e-15,0.0
188,1.7816971662420267,8.881784197001252e-16,0.0
189,1.78717924439986,8.881784197001252e-16,-2.220446049250313e-16
190,1.7926781902844302,8.881784197001252e-16,-4.440892098500626e-16
191,1.7981940557958016,8.881784197001252e-16,-2.220446049250313e-16
192,1.8037268929937278,1.3322676295501878e-15,-8.881784197001252e-16
193,1.8092767540981454,8.881784197001252e-16,-4.440892098500626e-16
194,1.8148436914896648,8.881784197001252e-16,-4.440892098500626e-16
195,1.820427757710066,8.881784197001252e-16,0.0
196,1.8260290054627946,6.661338147750939e-16,-4.440892098500626e-16
197,1.8316474876134574,8.881784197001252e-16,0.0
198,1.8372832571903241,6.661338147750939e-16,-4.440892098500626e-16
199,1.8429363673848247,4.440892098500626e-16,-6.661338147750939e-16
200,1.8486068715520545,1.3322676295501878e-15,0.0
201,1.8542948232112757,8.881784197001252e-16,-2.220446049250313e-16
202,1.8600002760464232,8.881784197001252e-16,0.0
203,1.8657232839066114,1.3322676295501878e-15,0.0
204,1.8714639008066418,8.881784197001252e-16,0.0
205,1.8772221809275138,8.881784197001252e-16,0.0
206,1.8829981786169354,8.881784197001252e-16,-4.440892098500626e-16
207,1.8887919483898359,1.3322676295501878e-15,0.0
208,1.8946035449288816,1.7763568394002505e-15,8.881784197001252e-16
209,1.9004330230849897,8.881784197001252e-16,0.0
210,1.906280437877849,1.3322676295501878e-15,-2.220446049250313e-16
211,1.912145844496437,8.881784197001252e-16,0.0
212,1.9180292982995406,8.881784197001252e-16,-8.881784197001252e-16
213,1.9239308548162803,8.881784197001252e-16,0.0
214,1.9298505697466328,1.3322676295501878e-15,-2.220446049250313e-16
215,1.9357884989619578,8.881784197001252e-16,-6.661338147750939e-16
216,1.941744698505524,6.661338147750939e-16,-4.440892098500626e-16
217,1.9477192245930397,8.881784197001252e-16,-2.220446049250313e-16
218,1.953712133613182,8.881784197001252e-16,-2.220446049250313e-16
219,1.959723482128129,8.881784197001252e-16,-6.661338147750939e-16
220,1.9657533268740954,8.881784197001252e-16,-4.440892098500626e-16
221,1.9718017247618658,4.440892098500626e-16,-6.661338147750939e-16
222,1.9778687328773326,8.881784197001252e-16,-4.440892098500626e-16
223,1.9839544084820362,8.881784197001252e-16,-6.661338147750939e-16
224,1.9900588090137024,8.881784197001252e-16,-8.881784197001252e-16
225,1.9961819920867883,6.661338147750939e-16,-4.440892098500626e-16
226,2.0023240154930217,1.3322676295501878e-15,0.0
227,2.0084849372019518,1.1102230246251565e-15,2.220446049250313e-16
228,2.014664815361491,8.881784197001252e-16,2.220446049250313e-16
229,2.0208637082984673,1.3322676295501878e-15,4.440892098500626e-16
230,2.0270816745191738,8.881784197001252e-16,0.0
231,2.0333187727099196,8.881784197001252e-16,-1.1102230246251565e-16
232,2.0395750617375867,1.1102230246251565e-15,8.881784197001252e-16
233,2.045850600650182,8.881784197001252e-16,2.220446049250313e-16
234,2.052145448677398,1.5543122344752192e-15,4.440892098500626e-16
235,2.0584596652311684,1.9984014443252818e-15,2.220446049250313e-15
236,2.064793309906232,2.220446049250313e-15,3.1086244689504383e-15
237,2.071146442480693,3.552713678800501e-15,6.8833827526759706e-15
238,2.077519122916587,1.9984014443252818e-15,2.886579864025407e-15
239,2.0839114113604436,1.5543122344752192e-15,2.886579864025407e-15
240,2.09032336814386,8.881784197001252e-16,2.220446049250313e-15
241,2.096755053784063,6.217248937900877e-15,1.3322676295501878e-14
242,2.103206528984487,3.774758283725532e-15,7.993605777301127e-15
243,2.1096778546353425,-3.3306690738754696e-16,2.220446049250313e-16
244,2.1161690918141915,6.217248937900877e-15,1.4432899320127035e-14
245,2.1226803017865272,8.881784197001252e-16,1.6653345369377348e-15
246,2.1292115460063465,1.1102230246251565e-16,0.0
247,2.1357628861167353,6.661338147750939e-15,1.5765166949677223e-14
