,gamma,informativity,complexity
248,2.1423343839504483,1.645350522494482e-13,3.9390712913700554e-13
249,2.148926101530491,4.82280881897168e-13,1.1552980794249379e-12
250,2.1555381010707078,3.4849900742983664e-13,8.335554468885675e-13
251,2.162170444976368,3.694822225952521e-13,8.858469513484124e-13
252,2.168823195844754,1.8673951274195133e-12,4.46753745109163e-12
253,2.1754964164657533,1.1868284133242923e-13,2.836619827917275e-13
254,2.182190169822451,5.040412531798211e-14,1.20570220474292e-13
255,2.188904519091724,1.208921851514333e-12,2.8946844921051706e-12
256,2.1956395276448357,1.5841550293771434e-11,3.790190383767822e-11
257,2.2023952590480373,1.8013368574543165e-12,4.3117731607367205e-12
258,2.2091717770631663,9.946043988406927e-12,2.3797852577445155e-11
259,2.215969145648246,1.0981215936567423e-12,2.6283419884975956e-12
260,2.222787428958094,5.832578864328752e-11,1.3955103739249353e-10
261,2.2296266913449223,2.0039525594484076e-13,4.777289674962049e-13
262,2.2364869973589485,7.32451876928053e-11,1.7524692808024156e-10
263,2.2433684117490045,1.3985479441203097e-10,3.3462099757741726e-10
264,2.2502709994631456,2.2781410091710086e-09,5.450709217313943e-09
265,2.257194825649266,2.949329669377221e-11,7.056821793582913e-11
266,2.264139955655711,1.613298938885066e-08,3.8599900609170845e-08
267,2.271106455031897,7.537249935296586e-09,1.8034315041326465e-08
268,2.278094389528928,1.486943013162545e-08,3.5576445123197686e-08
269,2.2851038251002156,4.134808717637384e-09,9.89289894448575e-09
270,2.292134827902103,4.830427391411263e-09,1.1557449330901193e-08
271,2.29918746429449,3.6756980792418403e-09,8.794561523473021e-09
272,2.3062618008414564,0.006891480213268686,0.015848211282936786
273,2.313357904311894,0.009318330324309176,0.021456152741932133
274,2.3204758416801328,0.01145859431777696,0.026416063741106388
275,2.327615680126576,0.01468560156011911,0.033912610887549155
276,2.3347774870383344,0.017691241267492774,0.04092136044033623
277,2.3419613300098594,0.01997713439312898,0.04626712419193546
278,2.3491672768435836,0.02271405704873275,0.05268684030116422
279,2.35639539555056,0.025227683933397582,0.05860106338373283
280,2.363645754351104,0.02774158053062914,0.06453378622510653
281,2.370918421675436,0.029988833889943667,0.0698528109998422
282,2.3782134661643295,0.03279087345783793,0.07650533110183977
283,2.385530956669758,0.03523175341845919,0.08231970290191115
284,2.392870962255543,0.037531053862524644,0.0878134321814148
285,2.4002335521980096,0.03984872993209265,0.09336774213867138
286,2.407618795986637,0.04220149566347775,0.09902356966143255
287,2.4150267633247147,0.04445519159342193,0.10445802589155795
288,2.4224575241300035,0.0466690674712571,0.10981276343578439
289,2.4299111485353913,0.0488821504107686,0.11518203540308525
290,2.4373877068895577,0.05104215194093409,0.12043869197597523
291,2.4448872697576367,0.053173973713013245,0.12564272829976963
292,2.4524099079218837,0.05526864613773563,0.13077181436407526
293,2.4599556923823425,0.05733544795345624,0.13584823301201854
294,2.467524694357516,0.059368853843813074,0.14085801133282083
295,2.4751169852850383,0.06136461757160916,0.14579016799681077
296,2.482732636822349,0.0709205856254369,0.16938831707258917
297,2.4903717208473695,0.0744934388558387,0.17829070576536177
298,2.498034309459181,0.07646609691410888,0.18320935625150003
299,2.505720474978706,0.07944277230258878,0.19066248280897757
300,2.513430289949389,0.08210742377803193,0.1973530242452437
301,2.5211638271378836,0.08470175031667093,0.2038856911996494
302,2.5289211595347374,0.08732802015927432,0.2105190673501136
303,2.536702360355082,0.0900219339682864,0.21734133728119365
304,2.5445075030393225,0.09275506654294796,0.2242851843139999
305,2.552336661253834,0.09549465572825899,0.23126731164729364
306,2.560189908891651,0.09812717877040456,0.2379975807430954
307,2.568067320073173,0.10058894970403265,0.2443102564826889
308,2.575968969146855,0.10312693083038882,0.2508380834736115
309,2.5838949306899166,0.10562648682705755,0.2572869854108961
310,2.5918452795090423,0.10804674917739221,0.263550500996367
311,2.599820090641087,0.1104562426721809,0.26980531067211677
312,2.6078194393537872,0.11278744119320705,0.275875420457784
313,2.6158434011464684,0.11511452683374479,0.28195339519568186
314,2.6238920517507593,0.11738824168720585,0.2879102489881673
315,2.631965467131306,0.11962801805888423,0.2937962037329098
316,2.6400637234864894,0.121839068489356,0.29962455513531117
317,2.6481868972491442,0.12400423956475892,0.30534952996772735
318,2.6563350650872795,0.126138387812313,0.3110098190112127
319,2.664508303904803,0.1282384871278308,0.3165969390680772
320,2.6727066908422485,0.1303048177006234,0.32211113684879455
321,2.6809303032775005,0.13233879255903158,0.32755569711645394
322,2.6891792188265273,0.13433794595345683,0.33292351231971185
323,2.6974535153441126,0.13630597706535963,0.3382240152268099
324,2.7057532709245904,0.13824375109600817,0.34345908513760226
325,2.7140785639025817,0.14015054972903362,0.3486263249277928
326,2.7224294728537344,0.14202713614332607,0.353727339449321
327,2.7308060765954645,0.14897799365179676,0.3721883312538965
328,2.7392084541877004,0.14569313754258628,0.36373833355970153
329,2.747636684933629,0.14748340410598693,0.3686497680361478
330,2.756090848380443,0.14924601922447533,0.373500221466746
331,2.7645710243200945,0.1568589486959211,0.39384205678855233
332,2.773077292790045,0.15878140652165817,0.3991651399028151
333,2.781609734074021,0.15437311611335391,0.3876957793922664
334,2.790168428702776,0.16250348002681614,0.40951850466526274
335,2.798753457454845,0.16433199171823487,0.41462819432281095
336,2.80736490135731,0.15926939331356094,0.40137778569520677
337,2.8160028416865637,0.1679595997487502,0.424812754196229
338,2.8246673599690766,0.16967112813543594,0.42963973356466534
339,2.8333585379821686,0.1713994514087911,0.43452916937233677
340,2.8420764577547777,0.17310487317089507,0.4393686565622785
341,2.850821201568235,0.1747868166435611,0.4441562055748176
342,2.8595928519570433,0.17644476790233066,0.44888998239516154
343,2.8683914917096534,0.17807982416015777,0.453572751128303
344,2.877217203869247,0.17969250517861335,0.458205648308722
345,2.886070071734521,0.18128276914963104,0.4627882031124071
346,2.894950178860472,0.18285152336705557,0.46732268622820605
347,2.9038576090591857,0.1843977252558724,0.47180573324397734
348,2.9127924464006276,0.1859230492515751,0.47624185271781694
349,2.9217547752134387,0.1874275408543653,0.4806308486210531
350,2.930744680085728,0.1889112375751696,0.48497249879715687
351,2.939762245865872,0.19037452219322182,0.48926759294102085
352,2.9488075576633177,0.1918178649633222,0.49351718820845836
353,2.9578807008493824,0.19324130429726694,0.49772107698732504
354,2.966981761058062,0.19464539517371793,0.5018805815649374
355,2.976110824186839,0.19603043412143673,0.5059962709295689
356,2.9852679763974908,0.19739661406407794,0.5100684115954599
357,2.9944533041169072,0.1987442079176791,0.5140975125426841
358,3.003666894037901,0.2000734380637641,0.5180839369777379
359,3.0129088331200307,0.20138463514019245,0.5220283785028506
360,3.022179208590419,0.20267810227052374,0.5259314558708554
361,3.031478107944576,0.2039540903842174,0.529793636999518
362,3.040805618947226,0.20521277055803733,0.5336151525232091
363,3.0501618296331348,0.20645447472353773,0.5373967263373656
364,3.0595468283079414,0.20767943133589473,0.5411387744663707
365,3.068960703548992,0.20888788576123796,0.5448417697617978
366,3.078403544206173,0.2100800746506537,0.5485061638853637
367,3.0878754394027537,0.21125623265791282,0.5521324077178127
368,3.0973764785362246,0.2124165852744042,0.5557209291460132
369,3.106906751279142,0.21356137671007547,0.5592722193245536
370,3.1164663475799754,0.21469079460824103,0.5627865990168248
371,3.1260553576639536,0.21580508111336316,0.5662645631669665
372,3.1356738720339203,0.21690445738656794,0.5697065468838385
373,3.1453219814711835,0.21798912337347698,0.5731129237761898
374,3.1549997770363776,0.21905929184405148,0.5764841123918987
375,3.1647073500703184,0.22011516109082918,0.5798204905019027
376,3.174444792194868,0.2211569422554216,0.5831224812098883
377,3.1842121953137967,0.22218481944117707,0.5863904266329245
378,3.194009651613654,0.22319900439147045,0.5896247612872936
379,3.2038372535646364,0.22419967052898926,0.5928258021780461
380,3.21369509392146,0.22518701838399124,0.5959939572443427
381,3.223583265724238,0.22616122307778808,0.599129557463649
382,3.2335018622993545,0.22712246780940548,0.6022329639349269
383,3.2434509772603515,0.22807094065880085,0.6053045579680212
384,3.253430704508807,0.22900680355051684,0.6083446404112305
385,3.2634411382352244,0.22993024264096462,0.6113535948382904
386,3.273482372919921,0.23084142103404837,0.6143317340325181
387,3.283554503333917,0.2317405104500656,0.6172794028720434
388,3.2936576245398337,0.23262766771678023,0.6201969013871425
389,3.3037918318927892,0.2335030629782482,0.623084577257025
390,3.3139572210412993,0.234366852162462,0.6259427352960485
391,3.3241538879281776,0.23521919063535823,0.628771682171676
392,3.334381928791443,0.2360602345925762,0.6315717310668636
393,3.3446414401652285,0.23689014276835607,0.6343432074882782
394,3.354932518880691,0.2377090554719894,0.6370863791160655
395,3.3652552620669267,0.2385171233030885,0.6398015515384758
396,3.3756097671518868,0.2393144992279992,0.6424890420831493
397,3.3859961318632945,0.2401013068494644,0.6451490725495754
398,3.3964144542295736,0.24087769628841937,0.647781957527543
399,3.4068648325807684,0.24164381318339756,0.6503880002076685
400,3.4173473655494737,0.24239978964999187,0.652967461300483
401,3.427862152071767,0.2431457637486698,0.6555206251059329
402,3.4384092913881363,0.24388185854720312,0.6580477278779775
403,3.4489888830444264,0.24460821233229257,0.6605490612761249
404,3.4596010268927704,0.24532494864902965,0.663024869561349
405,3.4702458230925357,0.24603219667066978,0.6654754195449841
406,3.48092337211127,0.24673007785144985,0.6679009544691057
407,3.4916337747256443,0.24741872401332765,0.6703017567875962
408,3.5023771320224117,0.24809824283004867,0.6726780278750684
409,3.5131535453993563,0.2487687537302905,0.6750300129013405
410,3.523963116566251,0.24943039786485732,0.6773580366287779
411,3.53480594754582,0.2500832582384773,0.6796622223071427
412,3.545682140674696,0.25072746317326566,0.6819428554091862
413,3.556591798604394,0.2513631296086136,0.6842001844695176
414,3.5675350243022725,0.25199036153887877,0.6864344149308972
415,3.578511921052512,0.25260928148537243,0.6886458210950459
416,3.5895225924570844,0.25592880978750165,0.7005480652085223
417,3.600567142436733,0.2566860529645021,0.7032724637215704
418,3.6116456752319537,0.25744927206337476,0.7060260218108378
419,3.622758295403979,0.2586441211440087,0.7103522368003883
420,3.6339051078357643,0.2588915249687598,0.711250567140209
421,3.645086217732978,0.260895269154628,0.7185403047577423
422,3.656301730624992,0.264007357319477,0.7299049541745728
423,3.6675517523658834,0.26302616218315733,0.7263368454214971
424,3.678836389135428,0.2636653502103634,0.7286847024554506
425,3.6901557474401048,0.26494205834666706,0.7333859777602709
426,3.701509934114103,0.26819664280397415,0.7453453337247873
427,3.712899056320325,0.2694119994422559,0.7498465279550008
428,3.724323221551403,0.27092024341645304,0.7554577292915654
429,3.7357825376307128,0.2695118352072181,0.7503536150601715
430,3.7472771127133897,0.270482001912016,0.7539841981013149
431,3.758807055287348,0.27156773653891086,0.758059501791033
432,3.7703724741743088,0.2725587210701472,0.7617903701146771
433,3.781973478530825,0.2735968189831999,0.7657102878284499
434,3.7936101778493114,0.27465767340755587,0.7697285311236717
435,3.8052826819590804,0.27868809974980824,0.7846923708806666
436,3.8169911010273716,0.27669849631337673,0.7774944930665808
437,3.8287355455604013,0.28159878297552554,0.7957841908056598
438,3.840516126404399,0.28305201903303656,0.801354719487342
439,3.852332954746656,0.27974693803206163,0.7891844297896553
440,3.8641861421165746,0.2854927469437438,0.8107579164314942
441,3.876075800386717,0.28168762131073866,0.7966837840974572
442,3.888002041773868,0.2826754916559344,0.8005187175361024
443,3.89996497884009,0.28363626681845355,0.8042599659642948
444,3.911964724493785,0.2846008647415039,0.8080276323336952
445,3.924001391990763,0.28553451272334995,0.8116855386078912
446,3.9360750949353056,0.2865009463247379,0.8154835384483736
447,3.948185947281245,0.2874394783361194,0.8191833631517564
448,3.9603340633330357,0.29470999477871107,0.8468129700341664
449,3.9725195577468333,0.29586504077289866,0.8513941023838423
450,3.984742545531578,0.2969836238573811,0.8558444686747344
451,3.9970031420500773,0.29111761237320044,0.8337944660807715
452,4.009301463020099,0.29201889688731386,0.8374024317591091
453,4.021637624515462,0.3002850566154369,0.8690601839007033
