,informativity,complexity
0,0.010894479047607,0.03631018261552811
1,0.011821411618114397,0.03915913542584972
2,0.012748344188621792,0.04200808823617133
3,0.013675276759129188,0.04485704104649295
4,0.014602209329636583,0.04770599385681455
5,0.01552914190014398,0.05055494666713617
6,0.016456074470651377,0.05340389947745778
7,0.017383007041158773,0.05625285228777939
8,0.018309939611666166,0.059101805098101
9,0.019236872182173563,0.06195075790842261
10,0.02016380475268096,0.06479971071874421
11,0.021090737323188356,0.06764866352906583
12,0.022017669893695753,0.07049761633938745
13,0.02294460246420315,0.07334656914970905
14,0.023871535034710546,0.07619552196003067
15,0.02479846760521794,0.07904447477035229
16,0.025725400175725336,0.08189342758067389
17,0.026652332746232733,0.08474238039099549
18,0.02757926531674013,0.08759133320131711
19,0.028506197887247522,0.09044028601163873
20,0.02943313045775492,0.09328923882196033
21,0.030360063028262316,0.09613819163228195
22,0.03128699559876971,0.09898714444260355
23,0.03221392816927711,0.10183609725292517
24,0.033140860739784506,0.10468505006324678
25,0.0340677933102919,0.10753400287356839
26,0.0349947258807993,0.11038295568389
27,0.035921658451306696,0.11323190849421161
28,0.03684859102181409,0.11608086130453323
29,0.03777552359232149,0.11892981411485483
30,0.03870245616282888,0.12177876692517645
31,0.039629388733336275,0.12462771973549805
32,0.04055632130384367,0.12747667254581968
33,0.04148325387435107,0.13032562535614128
34,0.042410186444858465,0.1331745781664629
35,0.04333711901536586,0.1360235309767845
36,0.04426405158587326,0.1388724837871061
37,0.045190984156380655,0.14172143659742772
38,0.046117916726888045,0.14457038940774933
39,0.04704484929739544,0.14741934221807096
40,0.04797178186790284,0.15026829502839256
41,0.048898714438410235,0.15311724783871417
42,0.04982564700891763,0.15596620064903577
43,0.05075257957942503,0.15881515345935737
44,0.051679512149932424,0.16166410626967898
45,0.05260644472043982,0.16451305908000063
46,0.05353337729094722,0.16736201189032224
47,0.054460309861454614,0.17021096470064384
48,0.05538724243196201,0.17305991751096544
49,0.0563141750024694,0.17590887032128705
50,0.0572411075729768,0.17875782313160865
51,0.058168040143484194,0.18160677594193025
52,0.05909497271399159,0.1844557287522519
53,0.06002190528449899,0.18730468156257352
54,0.060948837855006384,0.19015363437289512
55,0.06187577042551378,0.19300258718321672
56,0.06280270299602117,0.19585153999353833
57,0.06372963556652858,0.19870049280385993
58,0.06465656813703596,0.20154944561418153
59,0.06558350070754336,0.2043983984245032
60,0.06651043327805076,0.2072473512348248
61,0.06743736584855815,0.2100963040451464
62,0.06836429841906555,0.212945256855468
63,0.06929123098957295,0.2157942096657896
64,0.07021816356008034,0.2186431624761112
