,gamma,informativity,complexity,J
96,74.4585560335682,0.6911145247728101,1.7530612423846796,-49.706328326024455
97,74.23015833648525,0.6911145247728101,1.7530612423846796,-49.54847936014577
98,74.00246123730277,0.6911145247728101,1.7530612423846796,-49.39111458765212
99,73.7754625869737,0.6911145247728101,1.7530612423846796,-49.23423252330588
100,73.54916024304293,0.6911145247728101,1.7530612423846796,-49.07783168642519
101,73.3235520696273,0.6911145247728101,1.7530612423846796,-48.921910600870184
102,73.09863593739536,0.6911145247728101,1.7530612423846796,-48.766467795028966
103,72.87440972354717,0.6911145247728101,1.7530612423846796,-48.611501801803676
104,72.65087131179455,0.6911145247728101,1.7530612423846796,-48.45701115859679
105,72.4280185923407,0.6911145247728101,1.7530612423846796,-48.30299440729712
106,72.2058494618607,0.6911145247728101,1.7530612423846796,-48.149450094266236
107,71.9843618234814,0.6911145247728101,1.7530612423846796,-47.99637677032467
108,71.76355358676163,0.6911145247728101,1.7530612423846796,-47.843772990738174
109,71.54342266767267,0.6911145247728101,1.7530612423846796,-47.691637315204204
110,71.32396698857832,0.6911145247728101,1.7530612423846796,-47.53996830783822
111,71.10518447821549,0.6911145247728101,1.7530612423846796,-47.38876453716021
112,70.88707307167464,0.6911145247728101,1.7530612423846796,-47.238024576081195
113,70.66963071038005,0.6911145247728101,1.7530612423846796,-47.08774700188961
114,70.45285534207076,0.6911145247728101,1.7530612423846796,-46.93793039623809
115,70.2367449207809,0.6911145247728101,1.7530612423846796,-46.78857334512989
116,70.02129740682051,0.6911145247728101,1.7530612423846796,-46.63967443890567
117,69.80651076675635,0.6911145247728101,1.7530612423846796,-46.491232272230185
118,69.5923829733925,0.6911145247728101,1.7530612423846796,-46.34324544407888
119,69.37891200575149,0.6911145247728101,1.7530612423846796,-46.19571255772487
120,69.16609584905495,0.6911145247728101,1.7530612423846796,-46.048632220725565
121,68.95393249470487,0.6911145247728101,1.7530612423846796,-45.902003044909705
122,68.74241994026445,0.6911145247728101,1.7530612423846796,-45.755823646364135
123,68.53155618943923,0.6911145247728101,1.7530612423846796,-45.61009264542074
124,68.32133925205835,0.6911145247728101,1.7530612423846796,-45.46480866664356
125,68.1117671440556,0.6911145247728101,1.7530612423846796,-45.31997033881561
126,67.90283788745086,0.6911145247728101,1.7530612423846796,-45.17557629492608
127,67.69454951033138,0.6911145247728101,1.7530612423846796,-45.031625172157455
128,67.48690004683306,0.6911145247728101,1.7530612423846796,-44.88811561187248
129,67.27988753712208,0.6911145247728101,1.7530612423846796,-44.74504625960155
130,67.07351002737622,0.6911145247728101,1.7530612423846796,-44.60241576502975
131,66.86776556976653,0.6911145247728101,1.7530612423846796,-44.460222781984186
132,66.66265222243904,0.6911145247728101,1.7530612423846796,-44.318465968421386
133,66.4581680494961,0.6911145247728101,1.7530612423846796,-44.177143986414364
134,66.25431112097851,0.6911145247728101,1.7530612423846796,-44.03625550214029
135,66.05107951284701,0.6911145247728101,1.7530612423846796,-43.89579918586767
136,65.84847130696429,0.6911145247728101,1.7530612423846796,-43.75577371194396
137,65.6464845910768,0.6911145247728101,1.7530612423846796,-43.61617775878296
138,65.44511745879672,0.6911145247728101,1.7530612423846796,-43.477010008852346
139,65.244368009584,0.6911145247728101,1.7530612423846796,-43.3382691486613
140,65.04423434872834,0.6911145247728101,1.7530612423846796,-43.199953868748
141,64.84471458733142,0.6911145247728101,1.7530612423846796,-43.062062863667386
142,64.64580684228905,0.6911145247728101,1.7530612423846796,-42.92459483197879
143,64.44750923627323,0.6911145247728101,1.7530612423846796,-42.78754847623358
144,64.24981989771473,0.6911145247728101,1.7530612423846796,-42.65092250296307
145,64.0527369607851,0.6911145247728101,1.7530612423846796,-42.51471562266612
146,63.85625856537933,0.6911145247728101,1.7530612423846796,-42.378926549797136
147,63.66038285709818,0.6911145247728101,1.7530612423846796,-42.243554002753875
148,63.465107987230596,0.6911145247728101,1.7530612423846796,-42.10859670386527
149,63.27043211273647,0.6911145247728101,1.7530612423846796,-41.97405337937953
150,63.076353396228996,0.6911145247728101,1.7530612423846796,-41.839922759451945
151,62.88287000595754,0.6911145247728101,1.7530612423846796,-41.70620357813306
152,62.689980115790284,0.6911145247728101,1.7530612423846796,-41.572894573356635
153,62.497681905196856,0.6911145247728101,1.7530612423846796,-41.439994486927695
154,62.30597355923142,0.6911145247728101,1.7530612423846796,-41.307502064510814
155,62.11485326851524,0.6911145247728101,1.7530612423846796,-41.17541605561806
156,61.92431922921986,0.6911145247728101,1.7530612423846796,-41.04373521359739
157,61.73436964304997,0.6911145247728101,1.7530612423846796,-40.912458295620795
158,61.545002717226346,0.6911145247728101,1.7530612423846796,-40.78158406267251
159,61.35621666446914,0.6911145247728101,1.7530612423846796,-40.651111279537474
160,61.16800970298076,0.6911145247728101,1.7530612423846796,-40.521038714789505
161,60.98038005642929,0.6911145247728101,1.7530612423846796,-40.3913651407798
162,60.793325953931614,0.6911145247728101,1.7530612423846796,-40.262089333625305
163,60.60684563003662,0.6911145247728101,1.7530612423846796,-40.133210073197134
164,60.420937324708724,0.6911145247728101,1.7530612423846796,-40.00472614310913
165,60.23559928331106,0.6911145247728101,1.7530612423846796,-39.87663633070626
166,60.05082975658911,0.6911145247728101,1.7530612423846796,-39.74893942705332
