,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21145,0,1,2,3,4,5,6,7,8,0.39924481524128685,1.7530612423846796,77.73090590280594,-1.234042858673938e-15,6.250555628639631e-14,simulated,simulated,simulated,2
21218,8,0,2,6,4,5,1,7,3,0.39924481524128663,1.7530612423846796,77.73090590280594,-1.0055164033639495e-15,6.217248937900877e-14,Yugh (Yeniseian),asia,real,2
21167,8,7,6,5,4,0,2,3,1,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,Finnish (Uralic),europe,real,2
21250,0,4,3,8,1,7,6,5,2,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,[AM-26]  Mapudungun (Araucanian) ,americas,real,2
21336,6,1,2,8,0,4,5,7,3,0.3992448152412864,1.7530612423846799,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,[OC-17]  Jingulu (Mirndi),oceania,real,2
21342,8,6,4,1,0,7,5,3,2,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.217248937900877e-14,"[OC-5]  Bardi (Nyulnyulan, Western) ",oceania,real,2
21343,3,8,5,2,4,0,1,7,6,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,"[OC-19]  Komnzo (Morehead-Wasur, Eastern Tonda)",oceania,real,2
21161,2,8,1,3,7,0,5,4,6,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,Basque,europe,real,2
21214,8,6,5,3,0,4,7,2,1,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,"Burushaski, Yasin (Burushaski)",asia,real,2
21228,7,8,0,6,3,2,5,4,1,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,Korean (Koreanic),asia,real,2
21302,2,3,6,4,7,0,5,1,8,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,"Khoekhoe, Nama (Khoe-Kwadi)",africa,real,2
21233,2,8,0,6,1,4,7,5,3,0.3992448152412864,1.7530612423846799,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,"Khasi (Austroasiatic, Khasi-Palaung)",asia,real,2
21199,4,3,5,8,1,0,6,7,2,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,Tuvinian (Turkic),asia,real,2
21227,0,5,1,7,4,6,3,2,8,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,"Yukaghir, Kolyma (Yukaghir)",asia,real,2
21356,1,8,7,6,2,5,3,4,0,0.3992448152412864,1.7530612423846799,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,"[OC-49]  Yindjibarndi  (Pama-Nyungan, Pilbara)",oceania,real,2
21271,6,8,5,2,0,4,3,1,7,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,[AM-50]  Yuracaré (Yuracaré) ,americas,real,2
21244,7,3,4,8,6,5,1,2,0,0.3992448152412864,1.7530612423846799,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",americas,real,2
21359,8,5,1,4,6,2,7,3,0,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,[OC-45]  Wardaman (Yangmanic),oceania,real,2
21254,6,0,7,5,4,3,8,2,1,0.3992448152412864,1.7530612423846799,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,"[AM-24]  Lakota (Siouan, Core Siouan)",americas,real,2
21362,7,8,0,2,4,3,6,5,1,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.250555628639631e-14,"[OC-47]  Yawuru (Nyulnyulan, Eastern)",oceania,real,2
21220,8,4,0,1,7,3,6,5,2,0.3992448152412864,1.7530612423846796,77.73090590280594,-7.769899480539609e-16,6.272760089132134e-14,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21252,8,1,3,4,6,7,2,0,5,0.3992448152412862,1.7530612423846799,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"[AM-38]  Quechua, Yauyos (Quechuan, Central Quechua I)",americas,real,2
21219,8,5,7,0,3,4,1,2,6,0.3992448152412862,1.7530612423846796,77.73090590280594,-5.484634927439724e-16,6.228351168147128e-14,"Mundari (Austroasiatic, Mundaic)",asia,real,2
21329,8,1,6,3,4,5,7,2,0,0.3992448152412862,1.7530612423846799,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"Arrernte, Eastern (Pama-Nyungan, Aranda) ",oceania,real,2
21294,1,3,7,2,4,8,5,6,0,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.272760089132134e-14,"Ngizim (Afro-Asiatic, Chadic)",africa,real,2
21255,5,4,0,2,8,1,6,7,3,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.272760089132134e-14,"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",americas,real,2
21166,1,7,3,6,2,5,0,8,4,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.228351168147128e-14,"Old Church Slavonic (Indo-European, Slavic)",europe,real,2
21313,6,4,2,7,8,1,5,0,3,0.3992448152412862,1.7530612423846799,77.73090590280594,-5.484634927439724e-16,6.272760089132134e-14,"Tamasheq, Tadraq (Afro-Asiatic, Berber)",africa,real,2
21193,7,4,0,5,3,1,2,8,6,0.3992448152412862,1.7530612423846796,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"Bantawa (Sino-Tibetan, Kiranti)",asia,real,2
21341,2,7,8,0,6,1,4,5,3,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,real,2
21170,4,7,2,3,1,0,8,6,5,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"German (Indo-European, Germanic)",europe,real,2
21223,2,7,3,8,0,6,4,1,5,0.3992448152412862,1.7530612423846796,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"Arabic, Modern Standard (Afro-Asiatic, Semitic)",asia,real,2
21231,5,7,8,6,1,2,4,0,3,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,Ainu (Ainu),asia,real,2
21187,3,2,1,6,7,0,8,5,4,0.3992448152412862,1.7530612423846794,77.73090590280594,-5.484634927439724e-16,6.228351168147128e-14,Turkish (Turkic),europe,real,2
21270,2,6,5,7,0,4,3,8,1,0.3992448152412862,1.7530612423846796,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"[AM-44]  Trio (Cariban, Guianan)",americas,real,2
21183,8,0,3,6,5,7,2,4,1,0.3992448152412862,1.7530612423846799,77.73090590280594,-5.484634927439724e-16,6.250555628639631e-14,"Macedonian (Indo-European, Slavic)",europe,real,2
21235,0,8,6,1,7,4,5,2,3,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.272760089132134e-14,"[AM-18]  Inuktitut, Western Canadian (Eskimo-Aleut, Eskimo) ",americas,real,2
21360,0,8,5,7,1,4,3,6,2,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.283862319378386e-14,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real,2
21262,1,5,6,0,3,7,4,2,8,0.39924481524128597,1.75306124238468,77.73090590280594,-2.742317463719862e-16,6.250555628639631e-14,"Apache, San Carlos (Athabaskan-Eyak-Tlingit, Athabaskan) ",americas,real,2
21238,4,5,7,8,3,2,1,0,6,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.250555628639631e-14,"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",americas,real,2
21352,6,8,4,2,3,0,7,1,5,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.272760089132134e-14,[OC-28]  Ngan'gityemerri (Southern Daly),oceania,real,2
21350,0,6,2,3,4,5,1,8,7,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.272760089132134e-14,"[OC-11]  Fijian (Austronesian, Oceanic)",oceania,real,2
21349,3,5,2,0,7,4,6,1,8,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.250555628639631e-14,"[OC-48]  Yidiɲ (Pama-Nyungan, Yimidhirr-Yalanji-Yidinic)",oceania,real,2
21182,3,4,0,5,6,1,7,8,2,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.228351168147128e-14,Catalan,europe,real,2
21232,6,7,1,4,3,8,5,0,2,0.39924481524128597,1.7530612423846794,77.73090590280594,-3.199370374339839e-16,6.250555628639631e-14,"Mualang (Austronesian, Malayo-Sumbawan)",asia,real,2
21345,6,1,5,4,0,3,7,8,2,0.39924481524128597,1.7530612423846796,77.73090590280594,-3.199370374339839e-16,6.228351168147128e-14,"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",oceania,real,2
21284,3,0,5,4,7,2,8,1,6,0.39924481524128574,1.7530612423846794,77.73090590280594,-1.371158731859931e-16,6.272760089132134e-14,"Hausa (Afro-Asiatic, Chadic)",africa,real,2
21245,4,2,7,3,6,5,1,8,0,0.39924481524128574,1.7530612423846796,77.73090590280594,-1.371158731859931e-16,6.250555628639631e-14,"Arapaho (Algic, Algonquian) ",americas,real,2
21279,2,7,3,5,1,8,4,0,6,0.39924481524128574,1.7530612423846796,77.73090590280594,-1.371158731859931e-16,6.250555628639631e-14,"Yoruba (Atlantic-Congo, Defoid)",africa,real,2
21259,7,0,4,3,1,8,2,5,6,0.39924481524128574,1.7530612423846794,77.73090590280594,-1.371158731859931e-16,6.272760089132134e-14,"[AM-20]  Klamath (Penutian, Klamath-Modoc) ",americas,real,2
21128,0,1,2,3,4,5,6,7,7,0.3947256352777002,1.7315367249259905,10.948624798118379,0.003424649270323661,0.033883761762760534,simulated,simulated,simulated,3
21365,6,1,5,2,0,7,4,3,3,0.3947256352777,1.7315367249259905,10.948624798118379,0.003424649270323905,0.033883761762760756,[OC-25]  Maybrat (Maybrat-Karon) ,oceania,real,3
21119,0,1,2,3,4,2,5,6,7,0.391873225050394,1.7011378967657471,9.954023593099597,0.0036970262752023734,0.04828047167758698,simulated,simulated,simulated,3
21209,4,0,2,5,7,2,1,6,3,0.391873225050394,1.701137896765747,9.954023593099597,0.0036970262752023734,0.04828047167758698,"Limbu (Sino-Tibetan, Kiranti)",asia,real,3
21197,4,1,5,6,0,5,7,3,2,0.391873225050394,1.7011378967657467,9.954023593099597,0.0036970262752023288,0.04828047167758709,"Bengali (Indo-European, Indo-Iranian)",asia,real,3
21243,7,4,2,3,1,2,5,6,0,0.391873225050394,1.701137896765747,9.954023593099597,0.0036970262752023734,0.048280471677586756,"[AM-10] Comanche (Uto-Aztecan, Numic) ",americas,real,3
21132,0,1,2,3,4,5,6,7,2,0.3906194649398027,1.7237155339878687,9.652869561143916,0.0074253933161432415,0.05877200937355331,simulated,simulated,simulated,3
21335,3,5,4,6,2,0,7,1,0,0.38906477350007274,1.732464528714737,9.332112951680008,0.010200051084874553,0.06705653408520562,"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",oceania,real,3
21136,0,1,2,3,4,5,6,7,5,0.3890647735000723,1.732464528714737,9.332112951680008,0.010200051084874982,0.06705653408520595,simulated,simulated,simulated,3
21334,4,2,7,3,5,0,1,6,0,0.3890647735000723,1.732464528714737,9.332112951680008,0.010200051084874982,0.06705653408520562,[OC-27]  Motuna (South Bougainville),oceania,real,3
21122,0,1,2,3,4,4,5,6,7,0.388232907570091,1.700494778482404,9.189859518947229,0.0077177070817915595,0.07166937041800292,simulated,simulated,simulated,3
21121,0,1,2,3,4,5,6,6,7,0.3874794373509842,1.6949467886856064,9.07761963669271,0.00795954598362396,0.0750773533531981,simulated,simulated,simulated,3
