,place,goal,source,real,simulated,optimal,real_sd,simulated_sd,optimal_sd,real_minus_opt_resid,real_minus_opt_resid_sq,real_minus_sim_resid,real_minus_sim_resid_sq,dist_to_hull,dist_to_hull_sq,prior_spec,mu,gamma
0,0,-0.789473684,-1.315789474,0.073611925,0.229303194,0,0.099525349,0.115359866,0,0,0,-19.02949307,5.738752614,10.10589232,0.817624975,place_place_place,0.1,2
0,0,-1.315789474,2.894736842,-0.727198279,-0.498071474,0,0.254234126,0.176472398,0,0,0,-3.980405563,0.64614999,10.10629467,1.704620496,source_goal_place,0.1,2
0,0,1.315789474,-2.894736842,-0.727198279,-0.498071474,0,0.254234126,0.176472398,0,0,0,-3.980405563,0.64614999,10.10629467,1.704620496,source_goal_place,0.1,2
0,0,-1.842105263,1.842105263,-0.65668656,-0.451662293,0,0.222083088,0.149746149,0,0,0,-5.565732712,0.614915468,10.11786317,1.28946776,place_source_goal,0.1,2
0,0,1.842105263,-1.842105263,-0.65668656,-0.451662293,0,0.222083088,0.149746149,0,0,0,-5.565732712,0.614915468,10.11786317,1.28946776,place_source_goal,0.1,2
0,0,-0.789473684,3.421052632,0.439484677,0.513086887,0,0.173137144,0.166352536,0,0,0,-9.329117984,7.575356101,10.1213886,1.855948907,goal_place_source,0.3,2
0,0,0.789473684,-3.421052632,0.439484677,0.513086887,0,0.173137144,0.166352536,0,0,0,-9.329117984,7.575356101,10.12138892,1.855948907,goal_place_source,0.3,2
0,0,0.789473684,0,0.638599886,0.63542559,0,0.214362224,0.139106665,0,0,0,-12.33967898,8.331082703,29.0694685,5.907052801,place_goal_source,0.2,2
0,0,-0.789473684,0,0.638599886,0.63542559,0,0.214362224,0.139106665,0,0,0,-12.33967898,8.331082703,29.0694685,5.907052801,place_goal_source,0.2,2
0,0,-1.315789474,-4.473684211,-0.729311785,-0.499337731,0,0.25489354,0.176437743,0,0,0,-4.093621442,0.656168181,10.13532128,1.714869278,source_goal_place,0.1,2
0,0,1.315789474,4.473684211,-0.729311785,-0.499337731,0,0.25489354,0.176437743,0,0,0,-4.093621442,0.656168181,10.13532131,1.714869278,source_goal_place,0.1,2
0,0,-0.263157895,1.315789474,0.319700021,0.383998839,0,0.119919824,0.109924725,0,0,0,-11.32743356,3.967155244,10.14176422,0.94556376,source_place_goal,0.2,2
0,0,0.263157895,-1.315789474,0.319700021,0.383998839,0,0.119919824,0.109924725,0,0,0,-11.32743356,3.967155244,10.14176426,0.94556376,source_place_goal,0.2,2
0,0,1.315789474,-0.789473684,0.727864511,0.753455718,0,0.19406596,0.132298568,0,0,0,-18.20717516,6.991843855,10.14916276,0.78445113,unif_unif_unif,0.3,2
0,0,-1.315789474,0.789473684,0.727864511,0.753455718,0,0.19406596,0.132298568,0,0,0,-18.20717516,6.991843855,10.14916279,0.78445113,unif_unif_unif,0.3,2
0,0,-2.894736842,-1.315789474,0.095138881,0.168722156,0,0.07321338,0.092267214,0,0,0,-7.175806406,0.995412635,10.16671016,1.177210117,source_goal_place,0.2,2
0,0,2.894736842,1.315789474,0.095138881,0.168722156,0,0.07321338,0.092267214,0,0,0,-7.175806406,0.995412635,10.1667103,1.177210117,source_goal_place,0.2,2
0,0,2.368421053,3.947368421,-0.641983284,-0.441127535,0,0.219082757,0.143197693,0,0,0,-6.24567126,0.707391498,10.16774275,1.281675511,source_goal_place,0.1,2
0,0,-2.368421053,-3.947368421,-0.641983284,-0.441127535,0,0.219082757,0.143197693,0,0,0,-6.24567126,0.707391498,10.16774278,1.281675511,source_goal_place,0.1,2
0,0,-0.789473684,-2.894736842,-0.576958519,-0.354544536,0,0.198127961,0.158004045,0,0,0,-6.838682459,0.937800235,10.17136385,1.484585839,source_goal_place,0.1,2
0,0,0.789473684,2.894736842,-0.576958519,-0.354544536,0,0.198127961,0.158004045,0,0,0,-6.838682459,0.937800235,10.17136396,1.484585839,source_goal_place,0.1,2
0,0,-0.263157895,-0.789473684,0.243349218,0.333881221,0,0.165080033,0.12055746,0,0,0,-12.08089012,7.449720696,10.17424431,0.963178652,goal_source_place,0.1,2
0,0,0.263157895,0.789473684,0.243349218,0.333881221,0,0.165080033,0.12055746,0,0,0,-12.08089012,7.449720696,10.17424449,0.963178652,goal_source_place,0.1,2
0,0,-1.315789474,-4.473684211,0.303723312,0.3791782,0,0.110185364,0.135531705,0,0,0,-12.28646586,3.44828827,11.13885974,1.894946609,place_goal_source,0.3,2
0,0,1.315789474,4.473684211,0.303723312,0.3791782,0,0.110185364,0.135531705,0,0,0,-12.28646586,3.44828827,11.13885974,1.894946609,place_goal_source,0.3,2
0,0,0.789473684,4.473684211,0.434725225,0.511509052,0,0.17304006,0.166909062,0,0,0,-9.594702422,7.615344789,10.19190484,1.884176465,goal_place_source,0.3,2
0,0,-0.789473684,-4.473684211,0.434725225,0.511509052,0,0.17304006,0.166909062,0,0,0,-9.594702422,7.615344789,10.19190493,1.884176465,goal_place_source,0.3,2
0,0,-0.789473684,3.947368421,0.119858919,0.26050085,0,0.136698327,0.142732049,0,0,0,-17.24515821,5.992559684,10.1925035,1.687894443,goal_place_source,0.2,2
0,0,0.789473684,-3.947368421,0.119858919,0.26050085,0,0.136698327,0.142732049,0,0,0,-17.24515821,5.992559684,10.19250388,1.687894443,goal_place_source,0.2,2
0,0,2.894736842,1.842105263,-0.560187549,-0.376201553,0,0.192498629,0.146649072,0,0,0,-3.491026952,0.455935787,10.19276592,1.319925019,place_source_goal,0.1,2
0,0,-2.894736842,-1.842105263,-0.560187549,-0.376201553,0,0.192498629,0.146649072,0,0,0,-3.491026952,0.455935787,10.19276637,1.319925019,place_source_goal,0.1,2
0,0,0.789473684,5,0.11891118,0.260150126,0,0.136741112,0.142839166,0,0,0,-17.31239664,6.004087656,10.2041415,1.692088408,goal_place_source,0.2,2
0,0,-0.789473684,-5,0.11891118,0.260150126,0,0.136741112,0.142839166,0,0,0,-17.31239664,6.004087656,10.20414157,1.692088408,goal_place_source,0.2,2
0,0,-1.842105263,1.315789474,-0.622338607,-0.423999436,0,0.218416428,0.160546657,0,0,0,-2.818615862,0.423214432,10.21857113,1.421983803,source_goal_place,0.1,2
0,0,1.842105263,-1.315789474,-0.622338607,-0.423999436,0,0.218416428,0.160546657,0,0,0,-2.818615862,0.423214432,10.21857113,1.421983803,source_goal_place,0.1,2
0,0,-1.315789474,3.421052632,-0.734009703,-0.50293196,0,0.257051552,0.178054105,0,0,0,-3.955394621,0.656993249,10.21962022,1.748860487,source_goal_place,0.1,2
0,0,1.315789474,-3.421052632,-0.734009703,-0.50293196,0,0.257051552,0.178054105,0,0,0,-3.955394621,0.656993249,10.21962022,1.748860487,source_goal_place,0.1,2
0,0,-1.315789474,-0.263157895,0.444413969,0.457287464,0,0.119348281,0.104752923,0,0,0,-9.789882415,2.403354097,10.22071167,0.734224668,goal_place_source,0.2,2
0,0,1.315789474,0.263157895,0.444413969,0.457287464,0,0.119348281,0.104752923,0,0,0,-9.789882415,2.403354097,10.22071196,0.734224668,goal_place_source,0.2,2
0,0,-1.315789474,-5,-0.73483296,-0.503398429,0,0.257332591,0.178086717,0,0,0,-3.994840114,0.660591074,10.23189562,1.753343323,source_goal_place,0.1,2
0,0,1.315789474,5,-0.73483296,-0.503398429,0,0.257332591,0.178086717,0,0,0,-3.994840114,0.660591074,10.23189562,1.753343323,source_goal_place,0.1,2
0,0,0.789473684,-2.368421053,-0.609833856,-0.375655628,0,0.202805546,0.165683439,0,0,0,-6.358109392,0.95793896,10.25267447,1.559149842,goal_source_place,0.1,2
0,0,-0.789473684,2.368421053,-0.609833856,-0.375655628,0,0.202805546,0.165683439,0,0,0,-6.358109392,0.95793896,10.25267459,1.559149842,goal_source_place,0.1,2
0,0,2.368421053,0.789473684,0.392558985,0.411734044,0,0.106161525,0.116914044,0,0,0,-10.58003428,2.547948792,10.25806002,0.946724321,goal_source_place,0.2,2
0,0,-2.368421053,-0.789473684,0.392558985,0.411734044,0,0.106161525,0.116914044,0,0,0,-10.58003428,2.547948792,10.25806011,0.946724321,goal_source_place,0.2,2
0,0,-0.789473684,-0.263157895,0.674173678,0.668698635,0,0.236070387,0.147078595,0,0,0,-12.22662075,10.60690079,8.274603842,0.544939462,place_goal_source,0.2,2
0,0,0.789473684,0.263157895,0.674173678,0.668698635,0,0.236070387,0.147078595,0,0,0,-12.22662075,10.60690079,8.274603947,0.544939462,place_goal_source,0.2,2
0,0,-1.315789474,3.947368421,-0.736439145,-0.504584243,0,0.258070028,0.17863966,0,0,0,-3.953162463,0.661114136,10.26059374,1.764978339,source_goal_place,0.1,2
0,0,1.315789474,-3.947368421,-0.736439145,-0.504584243,0,0.258070028,0.17863966,0,0,0,-3.953162463,0.661114136,10.26059374,1.764978339,source_goal_place,0.1,2
0,0,3.947368421,2.368421053,-0.629580516,-0.432876702,0,0.21609087,0.140983906,0,0,0,-6.071349877,0.70170456,10.2655026,1.272802676,source_goal_place,0.1,2
0,0,-3.947368421,-2.368421053,-0.629580516,-0.432876702,0,0.21609087,0.140983906,0,0,0,-6.071349877,0.70170456,10.2655026,1.272802676,source_goal_place,0.1,2
0,0,-1.315789474,4.473684211,-0.7372816,-0.505131632,0,0.25842668,0.178846941,0,0,0,-3.954911744,0.662641488,10.27488956,1.770618343,source_goal_place,0.1,2
0,0,1.315789474,-4.473684211,-0.7372816,-0.505131632,0,0.25842668,0.178846941,0,0,0,-3.954911744,0.662641488,10.27488956,1.770618343,source_goal_place,0.1,2
0,0,-3.421052632,-2.368421053,-0.568278283,-0.37182912,0,0.190761319,0.157065291,0,0,0,-2.86879149,0.525854768,10.27691008,1.437485045,goal_source_place,0.1,2
0,0,3.421052632,2.368421053,-0.568278283,-0.37182912,0,0.190761319,0.157065291,0,0,0,-2.86879149,0.525854768,10.27691019,1.437485045,goal_source_place,0.1,2
0,0,-1.315789474,5,-0.737567835,-0.505309935,0,0.258548751,0.178918074,0,0,0,-3.956360368,0.663195088,10.27980099,1.772556292,source_goal_place,0.1,2
0,0,1.315789474,-5,-0.737567835,-0.505309935,0,0.258548751,0.178918074,0,0,0,-3.956360368,0.663195088,10.27980099,1.772556292,source_goal_place,0.1,2
0,0,-0.789473684,4.473684211,0.114963492,0.257206927,0,0.137502836,0.143572659,0,0,0,-17.10233813,6.009238307,10.29708758,1.728759252,goal_place_source,0.2,2
0,0,0.789473684,-4.473684211,0.114963492,0.257206927,0,0.137502836,0.143572659,0,0,0,-17.10233813,6.009238307,10.29708766,1.728759252,goal_place_source,0.2,2
0,0,-1.315789474,1.842105263,-0.722397047,-0.46596562,0,0.251288753,0.159226316,0,0,0,-7.631781316,0.758934789,10.30789042,1.389814847,place_place_place,0.1,2
0,0,1.315789474,-1.842105263,-0.722397047,-0.46596562,0,0.251288753,0.159226316,0,0,0,-7.631781316,0.758934789,10.30789042,1.389814847,place_place_place,0.1,2
0,0,2.894736842,1.842105263,0.481009042,0.471579221,0,0.089261866,0.116550141,0,0,0,-0.674347707,1.601261953,10.31067893,1.37831431,goal_source_place,0.3,2
0,0,-2.894736842,-1.842105263,0.481009042,0.471579221,0,0.089261866,0.116550141,0,0,0,-0.674347707,1.601261953,10.31067914,1.37831431,goal_source_place,0.3,2
0,0,-0.263157895,-0.789473684,0.242589631,0.343663709,0,0.173909212,0.123404656,0,0,0,-13.52651985,8.344271649,10.31245791,0.976516823,place_source_goal,0.1,2
0,0,0.263157895,0.789473684,0.242589631,0.343663709,0,0.173909212,0.123404656,0,0,0,-13.52651985,8.344271649,10.31245832,0.976516823,place_source_goal,0.1,2
0,0,-1.315789474,-0.263157895,0.523088112,0.517023801,0,0.144960112,0.115832662,0,0,0,-8.39630064,3.501123773,10.32175826,0.758357626,source_goal_place,0.2,2
0,0,1.315789474,0.263157895,0.523088112,0.517023801,0,0.144960112,0.115832662,0,0,0,-8.39630064,3.501123773,10.32175854,0.758357626,source_goal_place,0.2,2
0,0,-1.315789474,0.789473684,-0.322553186,-0.184489589,0,0.118054621,0.107086494,0,0,0,-8.194682382,0.503593392,10.32980149,0.8761773,goal_place_source,0.1,2
0,0,1.315789474,-0.789473684,-0.322553186,-0.184489589,0,0.118054621,0.107086494,0,0,0,-8.194682382,0.503593392,10.32980193,0.8761773,goal_place_source,0.1,2
0,0,-2.368421053,-0.789473684,0.610186673,0.569020679,0,0.113872313,0.120910962,0,0,0,-2.378176929,1.504883893,10.33037697,0.996242257,source_goal_place,0.3,2
0,0,2.368421053,0.789473684,0.610186673,0.569020679,0,0.113872313,0.120910962,0,0,0,-2.378176929,1.504883893,10.33037741,0.996242257,source_goal_place,0.3,2
0,0,-0.789473684,5,0.112575715,0.2556261,0,0.137903327,0.143981408,0,0,0,-17.03853309,6.018145832,10.3480629,1.748860703,goal_place_source,0.2,2
0,0,0.789473684,-5,0.112575715,0.2556261,0,0.137903327,0.143981408,0,0,0,-17.03853309,6.018145832,10.34806312,1.748860703,goal_place_source,0.2,2
0,0,-2.368421053,-0.789473684,0.554964634,0.52374002,0,0.095902528,0.117887349,0,0,0,-2.016459451,1.101350678,10.35181181,1.05687288,source_place_goal,0.3,2
0,0,2.368421053,0.789473684,0.554964634,0.52374002,0,0.095902528,0.117887349,0,0,0,-2.016459451,1.101350678,10.35181184,1.05687288,source_place_goal,0.3,2
0,0,1.315789474,3.421052632,0.273447577,0.451456136,0,0.15672874,0.131852567,0,0,0,-21.45407085,8.309912607,10.36521985,1.962581305,unif_unif_unif,0.3,2
0,0,-1.315789474,-3.421052632,0.273447577,0.451456136,0,0.15672874,0.131852567,0,0,0,-21.45407085,8.309912607,10.36521988,1.962581305,unif_unif_unif,0.3,2
0,0,0.263157895,-0.789473684,0.932578904,0.873240803,0,0.295054351,0.184728489,0,0,0,-12.10374442,17.1044245,4.353504719,0.18373727,place_goal_source,0.3,2
0,0,-0.263157895,0.789473684,0.932578904,0.873240803,0,0.295054351,0.184728489,0,0,0,-12.10374442,17.1044245,4.35350481,0.18373727,place_goal_source,0.3,2
0,0,2.368421053,3.421052632,0.121478008,0.201269505,0,0.081106003,0.112964434,0,0,0,-9.255379885,1.674671299,10.37437003,1.32804676,source_goal_place,0.2,2
0,0,-2.368421053,-3.421052632,0.121478008,0.201269505,0,0.081106003,0.112964434,0,0,0,-9.255379885,1.674671299,10.37437007,1.32804676,source_goal_place,0.2,2
0,0,-2.894736842,1.315789474,-0.545447546,-0.366951282,0,0.191486361,0.126365081,0,0,0,-6.740193217,0.758799495,10.39477611,1.238051976,place_source_goal,0.1,2
0,0,2.894736842,-1.315789474,-0.545447546,-0.366951282,0,0.191486361,0.126365081,0,0,0,-6.740193217,0.758799495,10.39477614,1.238051976,place_source_goal,0.1,2
0,0,-2.368421053,-3.421052632,-0.589193456,-0.387586412,0,0.197534263,0.163698629,0,0,0,-2.346539456,0.519557733,10.39621547,1.51902457,goal_source_place,0.1,2
0,0,2.368421053,3.421052632,-0.589193456,-0.387586412,0,0.197534263,0.163698629,0,0,0,-2.346539456,0.519557733,10.3962155,1.51902457,goal_source_place,0.1,2
0,0,2.368421053,1.315789474,0.16553609,0.305927776,0,0.111659161,0.107077804,0,0,0,-16.03260564,4.474446337,10.41724071,1.38986133,unif_unif_unif,0.2,2
0,0,-2.368421053,-1.315789474,0.16553609,0.305927776,0,0.111659161,0.107077804,0,0,0,-16.03260564,4.474446337,10.41724074,1.38986133,unif_unif_unif,0.2,2
0,0,-0.263157895,-1.315789474,-0.041507476,0.115031375,0,0.105738093,0.10790204,0,0,0,-16.05315155,4.616467418,10.42147219,1.020715896,source_place_goal,0.1,2
0,0,0.263157895,1.315789474,-0.041507476,0.115031375,0,0.105738093,0.10790204,0,0,0,-16.05315155,4.616467418,10.42147221,1.020715896,source_place_goal,0.1,2
0,0,1.842105263,0.789473684,0.437012664,0.461530605,0,0.118736942,0.109462842,0,0,0,-8.47381955,3.117258521,10.42324515,1.147895503,place_place_place,0.2,2
0,0,-1.842105263,-0.789473684,0.437012664,0.461530605,0,0.118736942,0.109462842,0,0,0,-8.47381955,3.117258521,10.42324564,1.147895503,place_place_place,0.2,2
0,0,-2.368421053,-3.421052632,0.541190935,0.528860221,0,0.114226165,0.136500419,0,0,0,-6.421599279,2.509399417,10.4401995,1.317732318,source_place_goal,0.3,2
0,0,2.368421053,3.421052632,0.541190935,0.528860221,0,0.114226165,0.136500419,0,0,0,-6.421599279,2.509399417,10.44019958,1.317732318,source_place_goal,0.3,2
0,0,0.789473684,2.368421053,0.105794275,0.322083497,0,0.124946276,0.120308068,0,0,0,-26.52932103,8.394467683,10.44152675,1.221803307,unif_unif_unif,0.2,2
0,0,-0.789473684,-2.368421053,0.105794275,0.322083497,0,0.124946276,0.120308068,0,0,0,-26.52932103,8.394467683,10.44152694,1.221803307,unif_unif_unif,0.2,2
0,0,0.789473684,0,0.783811611,0.732904795,0,0.249224334,0.175645773,0,0,0,6.387770592,13.4135453,10.44379302,0.918065746,goal_source_place,0.2,2
0,0,1.842105263,2.894736842,-0.671030538,-0.385970177,0,0.221623834,0.152987886,0,0,0,-14.45106343,2.178636587,10.44395816,1.336076308,unif_unif_unif,0.1,2
0,0,-1.842105263,-2.894736842,-0.671030538,-0.385970177,0,0.221623834,0.152987886,0,0,0,-14.45106343,2.178636587,10.4439588,1.336076308,unif_unif_unif,0.1,2
0,0,-1.315789474,3.947368421,0.278013674,0.362580596,0,0.11612015,0.1388182,0,0,0,-12.08068642,3.669444837,11.82721858,2.164603367,place_goal_source,0.3,2
0,0,1.315789474,-3.947368421,0.278013674,0.362580596,0,0.11612015,0.1388182,0,0,0,-12.08068642,3.669444837,11.82721858,2.164603367,place_goal_source,0.3,2
0,0,0.789473684,2.894736842,-0.532267325,-0.304325506,0,0.175315784,0.160359471,0,0,0,-7.565440143,1.413811344,10.47655965,1.493578459,place_source_goal,0.1,2
0,0,-0.789473684,-2.894736842,-0.532267325,-0.304325506,0,0.175315784,0.160359471,0,0,0,-7.565440143,1.413811344,10.47655991,1.493578459,place_source_goal,0.1,2
0,0,-3.947368421,-1.315789474,-0.543860474,-0.366809246,0,0.192032782,0.126576472,0,0,0,-6.487132045,0.760341336,10.48225753,1.257860215,place_source_goal,0.1,2
0,0,3.947368421,1.315789474,-0.543860474,-0.366809246,0,0.192032782,0.126576472,0,0,0,-6.487132045,0.760341336,10.48225753,1.257860215,place_source_goal,0.1,2
0,0,-2.368421053,-0.789473684,-0.170176154,-0.038674415,0,0.075043863,0.099738373,0,0,0,-11.08389011,1.430013744,10.48420769,0.92763471,goal_source_place,0.1,2
0,0,2.368421053,0.789473684,-0.170176154,-0.038674415,0,0.075043863,0.099738373,0,0,0,-11.08389011,1.430013744,10.4842077,0.92763471,goal_source_place,0.1,2
0,0,0.789473684,2.894736842,0.34041086,0.385314179,0,0.090251004,0.127106295,0,0,0,-1.752929731,1.92086051,10.49255815,1.998009897,source_goal_place,0.3,2
0,0,-0.789473684,-2.894736842,0.34041086,0.385314179,0,0.090251004,0.127106295,0,0,0,-1.752929731,1.92086051,10.49255824,1.998009897,source_goal_place,0.3,2
0,0,-1.315789474,1.842105263,-0.161840027,0.090839322,0,0.153130737,0.12735003,0,0,0,-22.39429198,5.741764375,10.50867003,1.776085299,unif_unif_unif,0.2,2
0,0,1.315789474,-1.842105263,-0.161840027,0.090839322,0,0.153130737,0.12735003,0,0,0,-22.39429198,5.741764375,10.50867003,1.776085299,unif_unif_unif,0.2,2
0,0,-2.894736842,-1.842105263,0.191473792,0.24431384,0,0.088844731,0.104269444,0,0,0,-8.297512293,1.961910908,10.51174544,1.322617764,source_place_goal,0.2,2
0,0,2.894736842,1.842105263,0.191473792,0.24431384,0,0.088844731,0.104269444,0,0,0,-8.297512293,1.961910908,10.51174546,1.322617764,source_place_goal,0.2,2
0,0,0.263157895,-0.789473684,0.242933816,0.392277481,0,0.23023149,0.158408498,0,0,0,-16.75970528,14.52766665,10.51184893,1.138097568,goal_place_source,0.1,2
0,0,-0.263157895,0.789473684,0.242933816,0.392277481,0,0.23023149,0.158408498,0,0,0,-16.75970528,14.52766665,10.51184908,1.138097568,goal_place_source,0.1,2
0,0,-1.315789474,-3.947368421,-0.020337278,0.10269299,0,0.096135218,0.1049585,0,0,0,-15.2930764,2.191504321,10.51605977,1.465559447,goal_place_source,0.2,2
0,0,1.315789474,3.947368421,-0.020337278,0.10269299,0,0.096135218,0.1049585,0,0,0,-15.2930764,2.191504321,10.51605977,1.465559447,goal_place_source,0.2,2
0,0,-1.842105263,-3.421052632,-0.692994089,-0.480882858,0,0.235397552,0.1678106,0,0,0,-3.315151446,0.512863158,10.51781167,1.483007958,place_source_goal,0.1,2
0,0,1.842105263,3.421052632,-0.692994089,-0.480882858,0,0.235397552,0.1678106,0,0,0,-3.315151446,0.512863158,10.51781182,1.483007958,place_source_goal,0.1,2
0,0,-0.789473684,2.368421053,-0.530971437,-0.301992006,0,0.175317028,0.158896235,0,0,0,-8.008324133,1.437926541,10.5184705,1.499882681,place_source_goal,0.1,2
0,0,0.789473684,-2.368421053,-0.530971437,-0.301992006,0,0.175317028,0.158896235,0,0,0,-8.008324133,1.437926541,10.51847062,1.499882681,place_source_goal,0.1,2
0,0,-0.263157895,-1.315789474,0.171226775,0.340948489,0,0.215657825,0.160096023,0,0,0,-17.83439961,13.5748602,10.51876151,1.212471563,goal_place_source,0.1,2
0,0,0.263157895,1.315789474,0.171226775,0.340948489,0,0.215657825,0.160096023,0,0,0,-17.83439961,13.5748602,10.51876201,1.212471563,goal_place_source,0.1,2
0,0,3.421052632,2.368421053,0.54724394,0.528860221,0,0.122876029,0.136500419,0,0,0,-5.189591944,2.949995868,10.52188574,1.331745643,source_goal_place,0.3,2
0,0,-3.421052632,-2.368421053,0.54724394,0.528860221,0,0.122876029,0.136500419,0,0,0,-5.189591944,2.949995868,10.52188581,1.331745643,source_goal_place,0.3,2
0,0,0.263157895,-1.315789474,0.828167497,0.856018087,0,0.268914424,0.14865121,0,0,0,-23.96340866,14.96006434,10.53419326,0.974446439,unif_unif_unif,0.3,2
0,0,-0.263157895,1.315789474,0.828167497,0.856018087,0,0.268914424,0.14865121,0,0,0,-23.96340866,14.96006434,10.53419338,0.974446439,unif_unif_unif,0.3,2
0,0,0,-1.842105263,0.049951158,0.260866947,0,0.225239109,0.188890804,0,0,0,-11.96142914,13.91727145,15.22652205,2.207879986,place_goal_source,0.1,2
0,0,0,1.842105263,0.049951158,0.260866947,0,0.225239109,0.188890804,0,0,0,-11.96142914,13.91727145,15.22652205,2.207879986,place_goal_source,0.1,2
0,0,-2.894736842,-4.473684211,-0.650620201,-0.449309823,0,0.223390512,0.144735401,0,0,0,-6.020554884,0.729975327,10.54051634,1.367434732,source_goal_place,0.1,2
0,0,2.894736842,4.473684211,-0.650620201,-0.449309823,0,0.223390512,0.144735401,0,0,0,-6.020554884,0.729975327,10.54051686,1.367434732,source_goal_place,0.1,2
0,0,-0.789473684,0,0.777128542,0.732904795,0,0.248442588,0.175645773,0,0,0,4.920201675,13.23467283,10.54467154,0.923299249,place_source_goal,0.2,2
0,0,0.789473684,2.894736842,0.399825659,0.440885742,0,0.106164652,0.127787921,0,0,0,-3.452749673,2.751554892,10.54813713,1.928963264,source_place_goal,0.3,2
0,0,-0.789473684,-2.894736842,0.399825659,0.440885742,0,0.106164652,0.127787921,0,0,0,-3.452749673,2.751554892,10.54813719,1.928963264,source_place_goal,0.3,2
0,0,0.789473684,2.368421053,-0.544776237,-0.226864891,0,0.151846205,0.142257547,0,0,0,-23.04174293,4.803399962,10.55595209,1.092699627,unif_unif_unif,0.1,2
0,0,-0.789473684,-2.368421053,-0.544776237,-0.226864891,0,0.151846205,0.142257547,0,0,0,-23.04174293,4.803399962,10.55595232,1.092699627,unif_unif_unif,0.1,2
0,0,1.315789474,-2.368421053,-0.019750413,0.100484653,0,0.097390944,0.106707815,0,0,0,-14.24903858,2.075823892,10.56821705,1.488130772,goal_place_source,0.2,2
0,0,-1.315789474,2.368421053,-0.019750413,0.100484653,0,0.097390944,0.106707815,0,0,0,-14.24903858,2.075823892,10.5682171,1.488130772,goal_place_source,0.2,2
0,0,-4.473684211,-2.894736842,-0.64591811,-0.446208895,0,0.222219744,0.143861819,0,0,0,-5.957360376,0.728035034,10.57008167,1.362537816,source_goal_place,0.1,2
0,0,4.473684211,2.894736842,-0.64591811,-0.446208895,0,0.222219744,0.143861819,0,0,0,-5.957360376,0.728035034,10.57008213,1.362537816,source_goal_place,0.1,2
0,0,0,-1.842105263,0.461105389,0.557191417,0,0.2372424,0.174939194,0,0,0,-11.71177062,13.88024572,11.29875183,1.249062126,place_goal_source,0.2,2
0,0,0,1.842105263,0.461105389,0.557191417,0,0.2372424,0.174939194,0,0,0,-11.71177062,13.88024572,11.29875183,1.249062126,place_goal_source,0.2,2
0,0,0,-0.789473684,0.321917569,0.467199184,0,0.267801787,0.175706074,0,0,0,-11.64163891,17.70975056,11.85306609,1.394218442,place_goal_source,0.1,2
0,0,0,0.789473684,0.321917569,0.467199184,0,0.267801787,0.175706074,0,0,0,-11.64163891,17.70975056,65.60811394,29.23309004,place_goal_source,0.1,2
0,0,-1.315789474,-2.894736842,-0.043388265,0.107955454,0,0.103696601,0.110818276,0,0,0,-10.44882783,1.54388715,10.57829499,1.514633995,place_place_place,0.2,2
0,0,1.315789474,2.894736842,-0.043388265,0.107955454,0,0.103696601,0.110818276,0,0,0,-10.44882783,1.54388715,10.57829594,1.514633995,place_place_place,0.2,2
0,0,0.789473684,2.894736842,-0.557299945,-0.280627499,0,0.190321305,0.160378134,0,0,0,-11.97123826,2.647083207,10.57872813,1.65617296,place_place_place,0.1,2
0,0,-0.789473684,-2.894736842,-0.557299945,-0.280627499,0,0.190321305,0.160378134,0,0,0,-11.97123826,2.647083207,10.5787285,1.65617296,place_place_place,0.1,2
0,0,-1.315789474,-0.789473684,0.100978955,0.198736051,0,0.099269012,0.098388808,0,0,0,-12.33464636,3.693416485,10.58285776,0.900452496,goal_source_place,0.1,2
0,0,1.315789474,0.789473684,0.100978955,0.198736051,0,0.099269012,0.098388808,0,0,0,-12.33464636,3.693416485,10.58285805,0.900452496,goal_source_place,0.1,2
0,0,0.789473684,3.421052632,-0.632180923,-0.392608274,0,0.211866077,0.172586196,0,0,0,-5.74060506,0.963005933,10.58640024,1.694086594,goal_source_place,0.1,2
0,0,-0.789473684,-3.421052632,-0.632180923,-0.392608274,0,0.211866077,0.172586196,0,0,0,-5.74060506,0.963005933,10.58640071,1.694086594,goal_source_place,0.1,2
0,0,-3.947368421,-1.842105263,-0.679804424,-0.472323435,0,0.231267283,0.153129772,0,0,0,-4.6616387,0.657003241,10.59166561,1.397190521,goal_source_place,0.1,2
0,0,3.947368421,1.842105263,-0.679804424,-0.472323435,0,0.231267283,0.153129772,0,0,0,-4.6616387,0.657003241,10.59166561,1.397190521,goal_source_place,0.1,2
0,0,-3.421052632,-1.315789474,-0.601281779,-0.409950757,0,0.212133931,0.152170604,0,0,0,-3.346569425,0.460133777,10.59762,1.409646822,source_goal_place,0.1,2
0,0,3.421052632,1.315789474,-0.601281779,-0.409950757,0,0.212133931,0.152170604,0,0,0,-3.346569425,0.460133777,10.59762,1.409646822,source_goal_place,0.1,2
0,0,-3.421052632,-2.368421053,0.149329633,0.219530779,0,0.087087831,0.108363652,0,0,0,-9.570455063,1.945322884,10.61026198,1.342515995,source_goal_place,0.2,2
0,0,3.421052632,2.368421053,0.149329633,0.219530779,0,0.087087831,0.108363652,0,0,0,-9.570455063,1.945322884,10.61026234,1.342515995,source_goal_place,0.2,2
0,0,-0.263157895,-0.789473684,0.294451145,0.381816742,0,0.187353018,0.134178579,0,0,0,-10.76128271,9.128945931,10.61757113,1.039527454,source_goal_place,0.1,2
