,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21258,1,2,5,8,4,7,3,6,0,0.5907477289271692,1.7530612423846799,100.0,-9.237055564881303e-16,2.220446049250313e-16,"Arapaho (Algic, Algonquian) ",americas,real,2
21291,6,7,1,2,8,5,4,3,0,0.5907477289271692,1.7530612423846794,100.0,-9.237055564881303e-16,2.220446049250313e-16,"Ngizim (Afro-Asiatic, Chadic)",africa,real,2
21199,2,3,0,6,8,4,1,7,5,0.5907477289271692,1.7530612423846794,100.0,-9.237055564881303e-16,2.220446049250313e-16,"Burushaski, Yasin (Burushaski)",asia,real,2
21157,7,5,4,0,8,1,2,3,6,0.5907477289271692,1.7530612423846796,100.0,-9.237055564881303e-16,2.220446049250313e-16,Turkish (Turkic),europe,real,2
21228,0,7,1,4,2,5,6,8,3,0.590747728927169,1.7530612423846799,100.0,-7.105427357601002e-16,0.0,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21325,1,3,8,6,4,7,5,2,0,0.590747728927169,1.7530612423846794,100.0,-7.105427357601002e-16,2.220446049250313e-16,"[OC-19]  Komnzo (Morehead-Wasur, Eastern Tonda)",oceania,real,2
21160,2,6,0,5,3,4,7,8,1,0.590747728927169,1.7530612423846799,100.0,-7.105427357601002e-16,-2.220446049250313e-16,"Macedonian (Indo-European, Slavic)",europe,real,2
21257,0,8,3,1,2,5,7,6,4,0.590747728927169,1.7530612423846799,100.0,-7.105427357601002e-16,2.220446049250313e-16,"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",americas,real,2
21239,2,4,8,0,6,5,7,3,1,0.590747728927169,1.7530612423846794,100.0,-7.105427357601002e-16,2.220446049250313e-16,[AM-26]  Mapudungun (Araucanian) ,americas,real,2
21191,0,7,3,2,1,5,6,8,4,0.590747728927169,1.7530612423846799,100.0,-7.105427357601002e-16,0.0,"German (Indo-European, Germanic)",europe,real,2
