,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21331,5,3,2,0,6,1,7,8,4,0.606851830441856,1.7530612423846799,100.0,-9.237055564881303e-16,2.220446049250313e-16,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real,2
21199,2,3,0,6,8,4,1,7,5,0.606851830441856,1.7530612423846794,100.0,-9.237055564881303e-16,2.220446049250313e-16,"Burushaski, Yasin (Burushaski)",asia,real,2
21228,0,7,1,4,2,5,6,8,3,0.606851830441856,1.7530612423846799,100.0,-9.237055564881303e-16,0.0,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21262,7,5,6,3,4,1,0,2,8,0.6068518304418558,1.75306124238468,100.0,-7.105427357601002e-16,0.0,"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",americas,real,2
21270,3,0,6,5,7,4,1,8,2,0.6068518304418558,1.7530612423846796,100.0,-7.105427357601002e-16,-2.220446049250313e-16,"Apache, San Carlos (Athabaskan-Eyak-Tlingit, Athabaskan) ",americas,real,2
21249,5,6,3,2,1,0,7,8,4,0.6068518304418558,1.7530612423846799,100.0,-7.105427357601002e-16,0.0,"[AM-44]  Trio (Cariban, Guianan)",americas,real,2
21257,0,8,3,1,2,5,7,6,4,0.6068518304418558,1.7530612423846799,100.0,-7.105427357601002e-16,2.220446049250313e-16,"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",americas,real,2
21332,0,8,3,5,6,1,7,4,2,0.6068518304418558,1.7530612423846796,100.0,-7.105427357601002e-16,2.220446049250313e-16,[OC-45]  Wardaman (Yangmanic),oceania,real,2
21157,7,5,4,0,8,1,2,3,6,0.6068518304418558,1.7530612423846796,100.0,-7.105427357601002e-16,2.220446049250313e-16,Turkish (Turkic),europe,real,2
21149,0,7,5,3,4,6,2,8,1,0.6068518304418558,1.7530612423846799,100.0,-7.105427357601002e-16,0.0,Catalan,europe,real,2
