,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21199,4,3,5,8,1,0,6,7,2,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,2.220446049250313e-16,Tuvinian (Turkic),asia,real,2
21218,8,0,2,6,4,5,1,7,3,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,2.220446049250313e-16,Yugh (Yeniseian),asia,real,2
21329,8,1,6,3,4,5,7,2,0,0.7187779739811262,1.7530612423846799,99.08258569198337,-1.0039703981449738e-15,2.220446049250313e-16,"Arrernte, Eastern (Pama-Nyungan, Aranda) ",oceania,real,2
21359,8,5,1,4,6,2,7,3,0,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,3.3306690738754696e-16,[OC-45]  Wardaman (Yangmanic),oceania,real,2
21279,2,7,3,5,1,8,4,0,6,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,2.220446049250313e-16,"Yoruba (Atlantic-Congo, Defoid)",africa,real,2
21167,8,7,6,5,4,0,2,3,1,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,3.3306690738754696e-16,Finnish (Uralic),europe,real,2
21238,4,5,7,8,3,2,1,0,6,0.7187779739811262,1.7530612423846796,99.08258569198337,-1.0039703981449738e-15,2.220446049250313e-16,"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",americas,real,2
21231,5,7,8,6,1,2,4,0,3,0.7187779739811262,1.7530612423846794,99.08258569198337,-1.0039703981449738e-15,-2.220446049250313e-16,Ainu (Ainu),asia,real,2
21220,8,4,0,1,7,3,6,5,2,0.718777973981126,1.7530612423846796,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21244,7,3,4,8,6,5,1,2,0,0.718777973981126,1.7530612423846799,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",americas,real,2
21259,7,0,4,3,1,8,2,5,6,0.718777973981126,1.7530612423846794,99.6932552694414,-7.127289943935658e-16,0.0,"[AM-20]  Klamath (Penutian, Klamath-Modoc) ",americas,real,2
21233,2,8,0,6,1,4,7,5,3,0.718777973981126,1.7530612423846799,99.6932552694414,-7.127289943935658e-16,3.3306690738754696e-16,"Khasi (Austroasiatic, Khasi-Palaung)",asia,real,2
21271,6,8,5,2,0,4,3,1,7,0.718777973981126,1.7530612423846796,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,[AM-50]  Yuracaré (Yuracaré) ,americas,real,2
21356,1,8,7,6,2,5,3,4,0,0.718777973981126,1.7530612423846799,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,"[OC-49]  Yindjibarndi  (Pama-Nyungan, Pilbara)",oceania,real,2
21360,0,8,5,7,1,4,3,6,2,0.718777973981126,1.7530612423846796,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real,2
21250,0,4,3,8,1,7,6,5,2,0.718777973981126,1.7530612423846796,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,[AM-26]  Mapudungun (Araucanian) ,americas,real,2
21219,8,5,7,0,3,4,1,2,6,0.718777973981126,1.7530612423846796,99.6932552694414,-7.127289943935658e-16,2.220446049250313e-16,"Mundari (Austroasiatic, Mundaic)",asia,real,2
21294,1,3,7,2,4,8,5,6,0,0.7187779739811258,1.7530612423846794,99.08258569198337,-5.736973703685564e-16,0.0,"Ngizim (Afro-Asiatic, Chadic)",africa,real,2
21161,2,8,1,3,7,0,5,4,6,0.7187779739811258,1.7530612423846796,99.08258569198337,-5.736973703685564e-16,2.220446049250313e-16,Basque,europe,real,2
21342,8,6,4,1,0,7,5,3,2,0.7187779739811258,1.7530612423846796,99.08258569198337,-5.736973703685564e-16,2.220446049250313e-16,"[OC-5]  Bardi (Nyulnyulan, Western) ",oceania,real,2
21349,3,5,2,0,7,4,6,1,8,0.7187779739811258,1.7530612423846796,99.08258569198337,-5.736973703685564e-16,0.0,"[OC-48]  Yidiɲ (Pama-Nyungan, Yimidhirr-Yalanji-Yidinic)",oceania,real,2
21313,6,4,2,7,8,1,5,0,3,0.7187779739811258,1.7530612423846799,99.08258569198337,-5.736973703685564e-16,2.220446049250313e-16,"Tamasheq, Tadraq (Afro-Asiatic, Berber)",africa,real,2
21232,6,7,1,4,3,8,5,0,2,0.7187779739811258,1.7530612423846794,99.08258569198337,-5.736973703685564e-16,0.0,"Mualang (Austronesian, Malayo-Sumbawan)",asia,real,2
