,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21233,7,6,3,2,5,1,0,4,8,0.6357582471220409,1.7530612423846796,41.280393568887774,-7.745668184060873e-16,-2.220446049250313e-16,Ainu (Ainu),asia,real,2
21160,2,6,0,5,3,4,7,8,1,0.6357582471220409,1.7530612423846799,41.280393568887774,-7.745668184060873e-16,-2.220446049250313e-16,"Macedonian (Indo-European, Slavic)",europe,real,2
21296,4,0,5,8,2,6,7,1,3,0.6357582471220409,1.7530612423846796,41.280393568887774,-7.745668184060873e-16,2.220446049250313e-16,"Hausa (Afro-Asiatic, Chadic)",africa,real,2
21252,6,3,1,5,2,8,7,4,0,0.6357582471220409,1.7530612423846794,41.280393568887774,-7.745668184060873e-16,-2.220446049250313e-16,"[AM-24]  Lakota (Siouan, Core Siouan)",americas,real,2
21191,0,7,3,2,1,5,6,8,4,0.6357582471220409,1.7530612423846799,41.280393568887774,-7.745668184060873e-16,0.0,"German (Indo-European, Germanic)",europe,real,2
21331,5,3,2,0,6,1,7,8,4,0.6357582471220409,1.7530612423846799,41.280393568887774,-7.745668184060873e-16,2.220446049250313e-16,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real,2
21228,0,7,1,4,2,5,6,8,3,0.6357582471220409,1.7530612423846799,41.280393568887774,-7.745668184060873e-16,0.0,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21145,0,1,2,3,4,5,6,7,8,0.6357582471220407,1.7530612423846796,41.790803422905455,-5.10071123952587e-16,0.0,simulated,simulated,simulated,2
21301,1,6,3,7,4,2,0,5,8,0.6357582471220407,1.7530612423846792,41.790803422905455,-5.10071123952587e-16,0.0,"Khoekhoe, Nama (Khoe-Kwadi)",africa,real,2
21333,0,4,8,3,1,7,5,6,2,0.6357582471220407,1.7530612423846796,41.790803422905455,-5.10071123952587e-16,2.220446049250313e-16,[OC-17]  Jingulu (Mirndi),oceania,real,2
21226,3,7,2,6,5,1,8,4,0,0.6357582471220404,1.7530612423846794,41.280393568887774,-3.4425191929159435e-16,-2.220446049250313e-16,Tuvinian (Turkic),asia,real,2
