,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21157,7,5,4,0,8,1,2,3,6,0.6513123969191585,1.7530612423846796,100.0,-4.263256414560601e-16,2.220446049250313e-16,Turkish (Turkic),europe,real,2
21212,6,3,5,1,8,4,0,7,2,0.6513123969191583,1.7530612423846794,100.0,-2.842170943040401e-16,3.3306690738754696e-16,"Khasi (Austroasiatic, Khasi-Palaung)",asia,real,2
21331,5,3,2,0,6,1,7,8,4,0.6513123969191583,1.7530612423846799,100.0,-2.842170943040401e-16,2.220446049250313e-16,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,real,2
21291,6,7,1,2,8,5,4,3,0,0.6513123969191583,1.7530612423846794,100.0,-2.842170943040401e-16,2.220446049250313e-16,"Ngizim (Afro-Asiatic, Chadic)",africa,real,2
21276,3,1,6,5,2,7,0,4,8,0.6513123969191583,1.7530612423846796,100.0,-2.842170943040401e-16,0.0,"[AM-38]  Quechua, Yauyos (Quechuan, Central Quechua I)",americas,real,2
21145,0,1,2,3,4,5,6,7,8,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.419486915845482e-14,simulated,simulated,simulated,2
21249,5,6,3,2,1,0,7,8,4,0.6513123969191581,1.7530612423846799,37.7616852133348,-5.644949888326376e-16,3.419486915845482e-14,"[AM-44]  Trio (Cariban, Guianan)",americas,real,2
21278,6,3,7,8,1,2,4,5,0,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,"Yoruba (Atlantic-Congo, Defoid)",africa,real,2
21349,6,4,3,8,1,0,2,5,7,0.6513123969191581,1.7530612423846799,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,real,2
21202,8,7,6,2,1,4,0,5,3,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,Korean (Koreanic),asia,real,2
21228,0,7,1,4,2,5,6,8,3,0.6513123969191581,1.7530612423846799,37.7616852133348,-5.644949888326376e-16,3.441691376337985e-14,"Atong (Sino-Tibetan, Brahmaputran)",asia,real,2
21160,2,6,0,5,3,4,7,8,1,0.6513123969191581,1.7530612423846799,37.7616852133348,-5.644949888326376e-16,3.419486915845482e-14,"Macedonian (Indo-European, Slavic)",europe,real,2
21174,7,8,1,5,2,3,0,4,6,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,Basque,europe,real,2
21237,3,7,5,0,2,1,6,4,8,0.6513123969191581,1.75306124238468,41.53481446759524,-4.2767901149194587e-16,-2.220446049250313e-16,"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",americas,real,2
21324,8,6,2,7,5,1,3,4,0,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,"[OC-5]  Bardi (Nyulnyulan, Western) ",oceania,real,2
21197,8,4,5,0,2,1,3,6,7,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,"Mualang (Austronesian, Malayo-Sumbawan)",asia,real,2
21163,2,6,1,5,3,4,0,7,8,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.419486915845482e-14,Finnish (Uralic),europe,real,2
21196,3,1,8,6,0,7,5,4,2,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.441691376337985e-14,"Bantawa (Sino-Tibetan, Kiranti)",asia,real,2
21233,7,6,3,2,5,1,0,4,8,0.6513123969191581,1.7530612423846796,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,Ainu (Ainu),asia,real,2
21258,1,2,5,8,4,7,3,6,0,0.6513123969191581,1.7530612423846799,37.7616852133348,-5.644949888326376e-16,3.4083846855992306e-14,"Arapaho (Algic, Algonquian) ",americas,real,2
