,Unnamed: 0,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],Language,Area,dist_to_hull,r patterns,theta patterns
1512,1512,0,1,0,0,0,2,1,1,1,0.1180202123694638,0.6776405182470456,simulated1513,simulated,0.1065690907887963,3.0,3.0
1513,1513,0,0,1,0,2,1,2,2,0,0.13575593011733522,0.7209539979016664,simulated1514,simulated,0.10240235963472184,2.0,2.0
1514,1514,0,1,0,0,2,1,1,0,1,0.1227479239095437,0.7989363137929086,simulated1515,simulated,0.1378418497000897,3.0,2.0
1515,1515,0,1,1,2,2,0,0,2,2,0.2608874108020478,1.0400098815522123,simulated1516,simulated,0.06450341155549426,3.0,2.0
1516,1516,0,1,2,1,0,1,1,2,0,0.1288625827017319,0.9254179782055316,simulated1517,simulated,0.16917929739250578,2.0,2.0
1517,1517,0,0,1,2,2,2,0,1,1,0.2731705037585854,0.8634093355203423,simulated1518,simulated,0.013041048965984566,2.0,3.0
1518,1518,0,1,1,2,0,0,1,1,0,0.2189773817031595,1.0245159368785566,simulated1519,simulated,0.10247253382360266,3.0,2.0
1519,1519,0,1,0,2,1,2,2,1,2,0.18955953229058986,1.0601185962006867,simulated1520,simulated,0.13838350431089566,2.0,1.0
1520,1520,0,1,2,1,1,2,0,1,2,0.23774839414650906,0.9398674475346946,simulated1521,simulated,0.06719344945037778,2.0,2.0
1521,1521,0,1,2,0,2,0,2,0,2,0.13912966718314498,0.9124518512002028,simulated1522,simulated,0.1555663925114842,3.0,2.0
1522,1522,0,1,0,0,1,0,2,2,1,0.13312797148033462,0.8253818344977036,simulated1523,simulated,0.1357283568736293,1.0,2.0
1523,1523,0,1,1,0,2,2,2,2,0,0.1864125233555736,0.9572251697970982,simulated1524,simulated,0.12094147449678687,3.0,2.0
1524,1524,0,0,1,2,0,0,2,2,0,0.1550895667960408,0.8090441684732554,simulated1525,simulated,0.1099225978463868,2.0,2.0
1525,1525,0,1,2,0,2,1,2,1,2,0.16544369731737696,0.9657645776758416,simulated1526,simulated,0.1431932294245674,2.0,2.0
1526,1526,0,1,0,2,2,1,1,0,2,0.22023885152213676,1.049256837227009,simulated1527,simulated,0.10615901641008994,1.0,3.0
1527,1527,0,1,0,0,0,0,2,0,1,0.11541495569488305,0.6955897824089908,simulated1528,simulated,0.11435911571293175,2.0,3.0
1528,1528,0,0,1,1,1,0,0,2,0,0.1710845943082253,0.7168231555868372,simulated1529,simulated,0.06743314936290627,3.0,2.0
1529,1529,0,1,1,0,0,1,1,2,0,0.1326765404604705,0.7203650428078971,simulated1530,simulated,0.10517480227654473,2.0,3.0
1530,1530,0,0,1,1,2,2,1,2,0,0.16988594219572462,0.9303037211317956,simulated1531,simulated,0.13138308520230288,2.0,3.0
1531,1531,0,0,1,0,1,1,2,0,1,0.1566527325395778,0.6862954594887661,simulated1532,simulated,0.07220976084293153,3.0,3.0
1532,1532,0,1,2,0,2,2,0,1,1,0.21520788406772184,0.8789555585186143,simulated1533,simulated,0.07301639438693551,3.0,2.0
1533,1533,0,0,0,0,0,0,1,2,1,0.06251005345871335,0.3716787939181398,simulated1534,simulated,0.059834078199767674,1.0,2.0
1534,1534,0,1,1,2,0,1,2,1,0,0.21017209167484774,1.0571203830917777,simulated1535,simulated,0.1175876489574184,3.0,2.0
1535,1535,0,1,0,0,0,2,0,1,0,0.1144385335635404,0.581692155988809,simulated1536,simulated,0.08038285659795312,2.0,2.0
1536,1536,0,0,1,0,0,0,0,1,2,0.08204246564665779,0.3278373964098458,simulated1537,simulated,0.02689738916384897,3.0,3.0
1537,1537,0,1,1,0,2,2,1,0,0,0.1883710863643097,0.8782238265935579,simulated1538,simulated,0.09846327365288228,2.0,1.0
1538,1538,0,0,1,0,1,2,0,0,0,0.12495466514833152,0.4979560617732425,simulated1539,simulated,0.042727700010292594,3.0,3.0
1539,1539,0,1,0,0,2,1,0,0,0,0.13387004914165612,0.7089677711607265,simulated1540,simulated,0.1006674836810548,3.0,3.0
1540,1540,0,1,1,0,2,1,0,1,0,0.2034323441399728,0.8061820689549606,simulated1541,simulated,0.06289062618995507,3.0,3.0
1541,1541,0,1,2,1,2,2,1,2,2,0.19097217436060787,1.040930974109857,simulated1542,simulated,0.13317202024882047,2.0,2.0
1542,1542,0,1,0,2,1,2,1,0,1,0.20581758531712868,1.0402395569368226,simulated1543,simulated,0.11848991938404732,2.0,1.0
1543,1543,0,1,2,0,2,0,1,0,1,0.16055337261043134,0.8997181839420767,simulated1544,simulated,0.1313536715306894,2.0,2.0
1544,1544,0,1,1,2,2,0,2,2,2,0.21850497805525929,1.0673946296419183,simulated1545,simulated,0.11147139390833853,2.0,3.0
1545,1545,0,1,1,0,0,0,2,2,0,0.17611397404214113,0.8173401512587997,simulated1546,simulated,0.0922832172692462,3.0,3.0
1546,1546,0,0,1,0,0,1,2,0,0,0.131542487597339,0.5506127508956238,simulated1547,simulated,0.05395539130379982,2.0,2.0
1547,1547,0,1,2,1,0,0,1,0,0,0.11952837075342335,0.8832062655989454,simulated1548,simulated,0.16574835093592316,1.0,2.0
1548,1548,0,1,2,0,2,1,1,1,1,0.18351019700950852,0.9372978142295644,simulated1549,simulated,0.11980923251462272,3.0,2.0
1549,1549,0,1,0,2,2,2,1,0,1,0.2404244868980603,1.047941114646327,simulated1550,simulated,0.08612543433226516,1.0,2.0
1550,1550,0,0,0,1,2,2,0,2,2,0.23292858581131196,0.8141978946773182,simulated1551,simulated,0.0370894552569578,2.0,2.0
1551,1551,0,1,2,2,0,2,2,0,1,0.14908867041143714,1.0165071100941914,simulated1552,simulated,0.1693399909109964,2.0,2.0
1552,1552,0,1,1,2,2,2,0,2,1,0.29644862799840643,1.053753432163957,simulated1553,simulated,0.032395756147975935,2.0,3.0
1553,1553,0,1,2,2,2,1,1,1,2,0.22875588218772336,1.0871492011216473,simulated1554,simulated,0.10538038096368417,2.0,2.0
1554,1554,0,0,1,2,0,2,0,2,2,0.188328375029206,0.7682090576936609,simulated1555,simulated,0.06611444909933324,3.0,3.0
1555,1555,0,0,0,1,1,0,2,2,1,0.21371730314758894,0.8493979220642117,simulated1556,simulated,0.0657889973029939,2.0,2.0
1556,1556,0,0,0,0,1,2,0,0,2,0.09580193928852754,0.3759608928863245,simulated1557,simulated,0.029887403467296438,3.0,3.0
1557,1557,0,1,2,0,2,2,2,0,1,0.16145773265756524,0.9389421290395986,simulated1558,simulated,0.1417521467079744,2.0,2.0
1558,1558,0,1,2,1,0,1,2,0,0,0.13958350501776806,0.9884564976586144,simulated1559,simulated,0.17306866830034126,2.0,3.0
1559,1559,0,0,1,1,2,0,0,1,0,0.17366244000570508,0.8065533226289658,simulated1560,simulated,0.0914442447807683,3.0,3.0
1560,1560,0,0,1,2,1,0,1,2,1,0.17634242836242975,0.9661978483501076,simulated1561,simulated,0.1325993367626998,2.0,3.0
1561,1561,0,1,2,1,2,2,0,1,1,0.2271744871138859,1.0113248282318683,simulated1562,simulated,0.09180103113919703,2.0,2.0
1562,1562,0,1,0,0,0,2,2,0,0,0.10766498962214156,0.7389234356683081,simulated1563,simulated,0.13454766737881807,3.0,3.0
1563,1563,0,1,0,0,1,1,0,2,2,0.12165240704153545,0.6785391705055084,simulated1564,simulated,0.10336761454574743,3.0,2.0
1564,1564,0,1,2,2,2,2,0,1,2,0.2655459413773813,1.031573047332804,simulated1565,simulated,0.058249195259398964,2.0,2.0
1565,1565,0,1,1,0,2,1,2,0,0,0.17255600953422745,0.920427306202877,simulated1566,simulated,0.12593923856958064,2.0,2.0
1566,1566,0,1,0,0,2,1,2,0,0,0.11512452709555646,0.8496769126118432,simulated1567,simulated,0.1600981660377374,3.0,3.0
1567,1567,0,1,1,1,0,2,2,2,2,0.13798817169025412,0.977791739678614,simulated1568,simulated,0.17249616882897054,2.0,3.0
1568,1568,0,1,1,1,0,1,0,0,2,0.1170431655321279,0.7176409755589082,simulated1569,simulated,0.11930835870995175,3.0,3.0
1569,1569,0,1,2,1,2,1,2,2,2,0.17502632491723613,1.0721976565804785,simulated1570,simulated,0.15503387685862285,3.0,3.0
1570,1570,0,1,0,2,2,2,0,0,0,0.2581888871918523,0.9726709135305524,simulated1571,simulated,0.05371115110982188,2.0,2.0
1571,1571,0,1,2,2,0,0,2,1,1,0.1506787543967798,1.028340139880013,simulated1572,simulated,0.17014235302083516,3.0,2.0
1572,1572,0,1,0,2,1,0,2,2,2,0.16956626541213635,1.0441394736145189,simulated1573,simulated,0.15478696881734158,2.0,3.0
1573,1573,0,0,1,2,0,1,1,2,2,0.17289752768150246,0.9146648561447284,simulated1574,simulated,0.1239256336599388,2.0,3.0
1574,1574,0,1,1,2,1,1,0,1,1,0.297141720764218,1.0338357432575394,simulated1575,simulated,0.02773428381371211,2.0,1.0
1575,1575,0,0,1,1,2,1,1,0,0,0.16492326210504404,0.8596315423298035,simulated1576,simulated,0.11544124575198927,3.0,3.0
1576,1576,0,1,0,1,2,0,1,2,0,0.11911468949139735,0.9252213524677724,simulated1577,simulated,0.17844295430676047,2.0,2.0
1577,1577,0,1,2,2,0,2,1,0,0,0.17521028735255295,1.0427450831511382,simulated1578,simulated,0.1489792367065114,3.0,3.0
1578,1578,0,1,0,1,0,1,2,2,1,0.12590207721117386,0.9236869180809216,simulated1579,simulated,0.1715034145081267,2.0,2.0
1579,1579,0,0,0,0,1,0,0,1,2,0.0572135773339032,0.3313785372678008,simulated1580,simulated,0.05151707186017073,3.0,3.0
1580,1580,0,0,1,2,1,1,1,1,2,0.21528020512766188,0.9861163700191252,simulated1581,simulated,0.0984205008493153,3.0,2.0
1581,1581,0,0,1,1,0,2,1,0,0,0.11582637039570608,0.7314232941911931,simulated1582,simulated,0.12453616854335815,3.0,3.0
1582,1582,0,0,0,1,2,2,2,2,2,0.20826576204495906,0.9200505725545116,simulated1583,simulated,0.09168385207799844,2.0,2.0
1583,1583,0,0,0,1,1,0,1,2,0,0.1503765556998795,0.7217301819882442,simulated1584,simulated,0.08866188297921485,3.0,3.0
1584,1584,0,1,2,1,2,0,0,2,1,0.18338241142894174,1.001744449214761,simulated1585,simulated,0.13279065065967108,3.0,1.0
1585,1585,0,1,1,1,0,2,1,0,2,0.09937760057617306,0.8063131106424037,simulated1586,simulated,0.16234855348631008,1.0,2.0
1586,1586,0,1,2,0,2,2,1,0,0,0.18657049131955228,0.9289093455480733,simulated1587,simulated,0.11502114902721845,2.0,2.0
1587,1587,0,1,2,2,1,2,2,2,2,0.18491469925174875,1.0712293602386695,simulated1588,simulated,0.14515824617985765,3.0,3.0
1588,1588,0,1,0,2,1,1,1,1,2,0.2078733800244097,1.039505714314297,simulated1589,simulated,0.11633225476441968,2.0,3.0
1589,1589,0,1,1,1,2,2,1,1,0,0.1725825960588986,0.9283818248022274,simulated1590,simulated,0.12824232651291456,3.0,2.0
1590,1590,0,0,1,2,0,2,2,1,2,0.1661112957209997,0.8608224473794719,simulated1591,simulated,0.1146534691657739,2.0,2.0
1591,1591,0,0,1,0,1,0,2,0,0,0.12209175445702615,0.6363965624188476,simulated1592,simulated,0.09050754425128096,3.0,3.0
1592,1592,0,1,2,1,1,1,1,2,0,0.1783217558292094,0.9201824932435736,simulated1593,simulated,0.12035433557371128,3.0,2.0
1593,1593,0,0,1,2,2,1,0,1,2,0.26466563190117365,0.8808827512376736,simulated1594,simulated,0.026288683229960214,3.0,2.0
1594,1594,0,1,2,0,2,0,1,1,2,0.1799847061225347,0.9223449601265356,simulated1595,simulated,0.11939727049780086,2.0,3.0
1595,1595,0,1,0,0,2,2,1,0,2,0.14470812707704273,0.8322102258474771,simulated1596,simulated,0.12667794074202535,3.0,3.0
1596,1596,0,1,1,2,1,2,0,0,2,0.27407377460487536,1.0389258589710493,simulated1597,simulated,0.0513418084592216,3.0,3.0
1597,1597,0,0,1,1,2,0,2,0,0,0.16049646325222489,0.920798159022206,simulated1598,simulated,0.13757873330555712,3.0,3.0
1598,1598,0,1,1,1,1,2,0,0,2,0.1921003430446715,0.8062116655842633,simulated1599,simulated,0.07372993962343398,3.0,2.0
1599,1599,0,1,2,1,2,2,2,1,1,0.1762975632057926,1.0708558980026188,simulated1600,simulated,0.1535207810369226,3.0,2.0
1600,1600,0,0,0,1,1,1,2,1,0,0.21389701080174872,0.8392779148384358,simulated1601,simulated,0.06265486694934783,3.0,2.0
1601,1601,0,1,1,1,2,0,2,0,2,0.13905719291565832,1.0048952213228053,simulated1602,simulated,0.17686115349524084,1.0,3.0
1602,1602,0,1,2,1,2,1,1,2,1,0.1667574341041005,1.0125380325984614,simulated1603,simulated,0.15123527809194842,1.0,2.0
1603,1603,0,1,2,2,0,0,1,1,0,0.17305156257719068,1.0422770549348022,simulated1604,simulated,0.1510080867572951,3.0,3.0
1604,1604,0,0,1,1,0,1,2,0,0,0.16514085715901772,0.8212784169800728,simulated1605,simulated,0.10392888961032523,3.0,3.0
1605,1605,0,1,2,0,0,0,1,2,1,0.16023229191351096,0.8171678607267933,simulated1606,simulated,0.10740676795359784,2.0,3.0
1606,1606,0,1,1,1,0,1,2,0,2,0.13788809204609787,0.9108122217176688,simulated1607,simulated,0.15627370243035038,3.0,2.0
1607,1607,0,1,1,1,2,0,1,1,0,0.13423969681536607,0.8884447847056605,simulated1608,simulated,0.15321488452307105,2.0,3.0
1608,1608,0,1,2,1,2,0,2,0,2,0.14622596533063906,1.0547869623406805,simulated1609,simulated,0.17978644907535515,2.0,2.0
1609,1609,0,1,2,2,1,2,1,2,1,0.1951333559346553,1.0887728063960425,simulated1610,simulated,0.13864054106404533,2.0,2.0
1610,1610,0,1,1,0,2,0,2,0,1,0.16516974801959194,0.9035082184908136,simulated1611,simulated,0.12804891643904692,3.0,3.0
1611,1611,0,0,0,1,0,1,1,0,2,0.11468320929905927,0.6281101327642052,simulated1612,simulated,0.0951415268323932,3.0,3.0
1612,1612,0,0,1,2,0,2,1,1,1,0.2060836859447024,0.9153893464607344,simulated1613,simulated,0.09240593321375427,3.0,3.0
1613,1613,0,1,0,1,0,1,1,2,2,0.07657578374014172,0.7931516760649702,simulated1614,simulated,0.1802517659277852,2.0,2.0
1614,1614,0,1,2,1,1,2,0,2,1,0.2321229771545006,0.9608866055294116,simulated1615,simulated,0.07689160847323069,2.0,2.0
1615,1615,0,1,0,1,0,2,2,1,0,0.11151474242713033,0.9259066179073072,simulated1616,simulated,0.1859103761676054,2.0,2.0
1616,1616,0,1,0,0,2,2,0,0,1,0.15606294443078272,0.7368819703262236,simulated1617,simulated,0.08770207543078468,2.0,3.0
1617,1617,0,0,0,0,1,1,2,1,2,0.11571490290804046,0.6116523932774426,simulated1618,simulated,0.08910556324038872,3.0,3.0
1618,1618,0,1,1,1,2,1,2,1,0,0.1631626106593752,0.9974968176757328,simulated1619,simulated,0.15175669345145806,3.0,3.0
1619,1619,0,1,0,1,0,0,2,2,2,0.12459033723008806,0.9218809133534293,simulated1620,simulated,0.17222915495189822,2.0,3.0
1620,1620,0,1,0,0,0,0,2,1,0,0.1261149437083029,0.7170933871172128,simulated1621,simulated,0.11047715822965624,3.0,3.0
1621,1621,0,0,1,1,1,2,2,0,0,0.19703220951001252,0.9007523095209842,simulated1622,simulated,0.0967754684424906,2.0,2.0
1622,1622,0,1,0,0,1,2,2,2,1,0.1315748468290956,0.8694349155947518,simulated1623,simulated,0.15019815054876134,2.0,3.0
1623,1623,0,1,2,0,0,0,0,1,0,0.16228836841135008,0.7008203481039781,simulated1624,simulated,0.07111368631497421,3.0,3.0
1624,1624,0,1,2,2,2,0,2,2,2,0.16933361215865728,1.0229755932436808,simulated1625,simulated,0.15080032846705793,2.0,3.0
1625,1625,0,0,1,2,2,1,2,2,0,0.2130241928149472,0.9035966620699424,simulated1626,simulated,0.08231720017707424,2.0,1.0
1626,1626,0,1,1,2,1,2,2,1,0,0.23198071681721036,1.0862082243760682,simulated1627,simulated,0.10203654408270682,3.0,3.0
1627,1627,0,0,1,0,2,1,2,2,2,0.13846888922847955,0.730047192301323,simulated1628,simulated,0.10249368762631987,2.0,3.0
1628,1628,0,0,0,0,0,1,2,1,1,0.08148702285047305,0.4536761740483586,simulated1629,simulated,0.06912060580257856,2.0,3.0
1629,1629,0,1,0,2,1,0,0,2,2,0.1987520608688026,0.9901465199485364,simulated1630,simulated,0.11541649265557458,2.0,3.0
1630,1630,0,1,2,0,0,2,2,0,0,0.14902122185056188,0.8509222952152854,simulated1631,simulated,0.12807931135161674,2.0,3.0
1631,1631,0,1,1,2,0,0,1,1,2,0.21408243003575797,1.030224420471486,simulated1632,simulated,0.10839671119494794,2.0,2.0
1632,1632,0,0,1,2,0,1,0,0,0,0.22425125041642247,0.7598123670059143,simulated1633,simulated,0.029313486362785274,3.0,3.0
1633,1633,0,1,1,0,2,2,2,2,2,0.1915631503420342,0.9640694811024944,simulated1634,simulated,0.1172591835125628,2.0,2.0
1634,1634,0,0,1,2,0,0,2,2,2,0.15347524708069582,0.8140636401817736,simulated1635,simulated,0.11294737991415855,3.0,3.0
1635,1635,0,1,0,2,0,0,1,1,0,0.19190491917395736,0.9845169656756516,simulated1636,simulated,0.12100502290994787,3.0,3.0
1636,1636,0,0,1,1,1,0,0,2,2,0.17700238013116598,0.736587853092139,simulated1637,simulated,0.06760650976010517,2.0,2.0
1637,1637,0,0,1,2,1,2,2,2,1,0.19642487004865766,0.958219648801,simulated1638,simulated,0.11132863277080607,3.0,2.0
1638,1638,0,1,1,0,0,1,1,2,2,0.14228848862304333,0.7400858049546891,simulated1639,simulated,0.1018086517314634,2.0,2.0
1639,1639,0,0,0,1,0,2,1,0,1,0.1358502050810979,0.6812582787813074,simulated1640,simulated,0.090603571999145,3.0,3.0
1640,1640,0,1,1,2,1,0,2,2,0,0.20415931595983894,1.0782807563245265,simulated1641,simulated,0.12769988833481513,2.0,3.0
1641,1641,0,1,2,2,2,1,1,2,1,0.21143968961878976,1.0841986734986224,simulated1642,simulated,0.12174578858892035,2.0,3.0
1642,1642,0,1,1,2,0,1,2,1,2,0.20901162050870514,1.0606232739088104,simulated1643,simulated,0.1194220115348392,3.0,3.0
1643,1643,0,1,2,0,0,0,2,1,0,0.1567951486196406,0.8431099720755282,simulated1644,simulated,0.11834847953336428,3.0,2.0
1644,1644,0,1,2,1,1,0,0,2,0,0.1998986369997754,0.9216252253514259,simulated1645,simulated,0.10014521462718952,3.0,3.0
1645,1645,0,1,0,2,0,1,2,0,0,0.1566391176588512,0.9868782058505032,simulated1646,simulated,0.1560307361152523,2.0,3.0
1646,1646,0,1,1,0,2,2,1,0,2,0.19011638775585693,0.8893547826516524,simulated1647,simulated,0.10005245794174272,3.0,2.0
1647,1647,0,0,0,1,1,2,0,2,0,0.22101514049378726,0.7327709766860252,simulated1648,simulated,0.0244262108430084,2.0,3.0
1648,1648,0,1,0,0,2,1,0,0,2,0.13203389455099346,0.723047274392082,simulated1649,simulated,0.10657978470234657,2.0,3.0
1649,1649,0,1,1,0,2,1,0,1,2,0.2046391026646519,0.8195393915225104,simulated1650,simulated,0.06567723821884063,3.0,2.0
1650,1650,0,1,0,2,0,2,2,1,0,0.16300321077591162,1.0003280758889486,simulated1651,simulated,0.1524836158583196,2.0,2.0
1651,1651,0,1,0,2,2,0,2,1,0,0.19650817045657454,1.023162636764231,simulated1652,simulated,0.1242012782319694,3.0,3.0
1652,1652,0,1,1,2,0,1,1,2,0,0.196060995058676,1.044527145067916,simulated1653,simulated,0.12890724837981532,2.0,2.0
1653,1653,0,1,0,0,1,0,1,1,2,0.08313058134506157,0.6607980269454791,simulated1654,simulated,0.13493430633536455,2.0,2.0
1654,1654,0,1,1,0,0,0,2,2,2,0.1815528376377248,0.8289797986729338,simulated1655,simulated,0.09052022734614076,2.0,2.0
1655,1655,0,0,1,0,0,1,2,0,2,0.1335723116621298,0.5649390469860999,simulated1656,simulated,0.056804420489550686,2.0,2.0
1656,1656,0,1,2,1,1,2,2,1,0,0.19389495457554015,1.0218494899665074,simulated1657,simulated,0.1265114442219224,3.0,2.0
1657,1657,0,0,1,2,0,0,1,2,1,0.17195180685480638,0.8822880498152785,simulated1658,simulated,0.11535269610110525,3.0,3.0
1658,1658,0,1,2,1,0,0,1,0,2,0.12725736680269462,0.8952091303769376,simulated1659,simulated,0.16187177432720015,2.0,2.0
1659,1659,0,0,1,2,1,2,1,1,0,0.21165448341845305,0.9838347915177864,simulated1660,simulated,0.10151404455199516,2.0,2.0
1660,1660,0,0,1,0,1,1,1,0,2,0.08568598750275225,0.5701775689469025,simulated1661,simulated,0.10372795671786614,2.0,3.0
1661,1661,0,1,0,0,2,0,1,0,2,0.11771821191336462,0.7823369181842872,simulated1662,simulated,0.1377494415979578,2.0,2.0
1662,1662,0,0,1,0,1,0,0,0,2,0.0923234756409661,0.4243624956526536,simulated1663,simulated,0.04917726822150245,3.0,2.0
1663,1663,0,1,2,2,2,1,0,2,0,0.2332947177399063,1.0316052775327842,simulated1664,simulated,0.08983826987869761,3.0,3.0
1664,1664,0,1,1,2,2,0,0,0,0,0.2794997557626704,1.0226865147025497,simulated1665,simulated,0.042784810170340914,3.0,3.0
1665,1665,0,1,2,1,0,0,0,2,0,0.15347556918628025,0.8988469374565854,simulated1666,simulated,0.13786664329735746,3.0,3.0
1666,1666,0,1,1,0,0,0,1,0,2,0.11674500269142984,0.6431634124839631,simulated1667,simulated,0.09761298027529867,3.0,3.0
1667,1667,0,0,0,1,0,0,0,1,2,0.12645112169432648,0.54352103916014,simulated1668,simulated,0.05646304424198025,2.0,3.0
1668,1668,0,1,1,0,2,2,0,0,1,0.21633200721232293,0.8195564441688432,simulated1669,simulated,0.05451819294080307,3.0,2.0
1669,1669,0,0,1,2,0,0,0,0,1,0.2079855529701815,0.7201022885758394,simulated1670,simulated,0.0331536143123563,2.0,2.0
1670,1670,0,1,2,1,0,1,2,0,2,0.1464771846787345,0.9959030319829432,simulated1671,simulated,0.1677923493218992,3.0,2.0
1671,1671,0,1,0,0,0,2,2,0,2,0.1098299365947939,0.7508846067509737,simulated1672,simulated,0.13600897679286142,2.0,2.0
1672,1672,0,0,1,2,0,1,0,1,1,0.22665125386903076,0.8114962231885078,simulated1673,simulated,0.04227848483767824,3.0,3.0
1673,1673,0,1,2,1,1,0,2,2,0,0.1826182972316981,1.0190349723043788,simulated1674,simulated,0.13699356162116566,3.0,2.0
1674,1674,0,1,1,0,1,1,0,1,2,0.16688103426402212,0.6728149479750971,simulated1675,simulated,0.05846022669468474,2.0,2.0
1675,1675,0,1,1,0,2,1,2,0,2,0.175259208465099,0.929098385739484,simulated1676,simulated,0.12589263077011922,2.0,3.0
1676,1676,0,1,1,1,2,1,1,2,0,0.14503654845074845,0.9228491626836636,simulated1677,simulated,0.15296184507483715,2.0,3.0
1677,1677,0,1,0,0,2,1,2,0,2,0.11512851542115675,0.8589483059761855,simulated1678,simulated,0.1628305546655572,2.0,2.0
1678,1678,0,1,0,2,2,2,0,0,2,0.2520436690827845,0.9768144093548694,simulated1679,simulated,0.060549136278505875,3.0,3.0
1679,1679,0,1,1,1,0,0,2,0,1,0.12747520171070714,0.8967343811215448,simulated1680,simulated,0.16210965808819675,3.0,2.0
1680,1680,0,1,0,1,2,0,1,2,2,0.1194029619339212,0.9352901970431626,simulated1681,simulated,0.1811143478858522,2.0,3.0
1681,1681,0,1,1,0,0,2,2,0,2,0.1657627820974612,0.8350495559997076,simulated1682,simulated,0.10740400096347227,2.0,3.0
1682,1682,0,1,0,0,0,2,1,2,0,0.10236243263316558,0.7123369872177834,simulated1683,simulated,0.131771252240161,3.0,3.0
1683,1683,0,1,0,1,1,2,1,1,1,0.13003246280553848,0.7880229191168018,simulated1684,simulated,0.12766352252669447,3.0,3.0
1684,1684,0,0,1,1,0,2,1,0,2,0.11798525045450915,0.7503584262978575,simulated1685,simulated,0.12806183763500928,2.0,2.0
1685,1685,0,1,2,2,1,1,1,2,0,0.18690896948328573,1.0847890484515308,simulated1686,simulated,0.14590218012540934,2.0,2.0
1686,1686,0,1,2,0,2,2,1,0,2,0.19293802727165546,0.9369057033167958,simulated1687,simulated,0.11050442855833224,3.0,2.0
1687,1687,0,1,2,0,0,1,1,0,2,0.1543100529187833,0.8033920770867962,simulated1688,simulated,0.10900231931952817,3.0,2.0
1688,1688,0,1,1,1,2,2,1,1,2,0.17402500289840828,0.9370657528785248,simulated1689,simulated,0.12907205207747038,2.0,2.0
1689,1689,0,1,1,2,1,0,1,2,1,0.2047020136613058,1.057129892828504,simulated1690,simulated,0.1229489303873488,3.0,3.0
1690,1690,0,0,1,0,1,0,2,0,2,0.12379748542100133,0.6504129155362751,simulated1691,simulated,0.09301532288758922,3.0,2.0
1691,1691,0,1,2,2,0,2,0,2,0,0.1821998107852434,0.985358374276638,simulated1692,simulated,0.13068111237732213,3.0,2.0
1692,1692,0,1,1,2,2,0,2,0,0,0.22404675809827806,1.0604629156290974,simulated1693,simulated,0.1046641825541106,2.0,2.0
1693,1693,0,0,1,1,2,0,2,0,2,0.1601627343639358,0.9294652028812418,simulated1694,simulated,0.14043539915568112,2.0,3.0
1694,1694,0,1,1,0,2,1,1,0,1,0.1744475847016692,0.8491572288985016,simulated1695,simulated,0.10326338755576296,3.0,3.0
1695,1695,0,1,2,0,2,2,0,2,0,0.1957020633943498,0.8721459640603711,simulated1696,simulated,0.08967357181572283,3.0,3.0
1696,1696,0,0,0,1,2,2,0,0,0,0.2452921801387683,0.7629611393248524,simulated1697,simulated,0.010146836434859963,1.0,2.0
1697,1697,0,1,2,2,0,0,1,1,2,0.17594029073528805,1.0462298998927428,simulated1698,simulated,0.148961436609088,2.0,3.0
1698,1698,0,0,1,1,0,1,2,0,2,0.16609689821632978,0.8341199323837327,simulated1699,simulated,0.10680578593238134,3.0,2.0
1699,1699,0,0,1,0,2,2,2,2,0,0.12943107074655835,0.7018848733343638,simulated1700,simulated,0.10282125357618738,3.0,2.0
1700,1700,0,0,1,2,0,2,0,0,0,0.21117752693634892,0.7372866659347324,simulated1701,simulated,0.03517318762205657,3.0,3.0
1701,1701,0,1,1,1,2,0,1,1,2,0.13434822894300835,0.8992176471742007,simulated1702,simulated,0.15626494112331754,3.0,3.0
1702,1702,0,0,1,1,0,2,0,0,1,0.1552860585049135,0.6743629482530352,simulated1703,simulated,0.06999405195124755,2.0,2.0
1703,1703,0,0,0,0,0,1,2,2,0,0.08535704823113377,0.4179873182617677,simulated1704,simulated,0.05361250169322167,2.0,2.0
1704,1704,0,1,1,1,2,2,0,0,1,0.2134328784730658,0.9305355270172664,simulated1705,simulated,0.08914055886083155,2.0,2.0
1705,1705,0,1,1,2,2,2,1,2,2,0.25739810471910785,1.0888491060320185,simulated1706,simulated,0.07765723750573063,2.0,2.0
1706,1706,0,1,1,1,0,1,1,1,2,0.08304083038639387,0.7234753507612193,simulated1707,simulated,0.15351787726158525,3.0,3.0
1707,1707,0,1,0,2,2,2,1,1,0,0.2500268729141821,1.057701598230269,simulated1708,simulated,0.07865820134552845,2.0,3.0
1708,1708,0,1,0,1,0,2,2,1,2,0.11281900882566287,0.9359351089638691,simulated1709,simulated,0.1875991375460748,3.0,2.0
1709,1709,0,1,1,1,2,1,0,0,2,0.1942925079071484,0.9008910222824246,simulated1710,simulated,0.09943573897854976,3.0,3.0
1710,1710,0,0,1,1,1,1,2,2,1,0.2200978505834061,0.9113454302283048,simulated1711,simulated,0.07782117942201505,2.0,2.0
1711,1711,0,0,1,1,2,0,1,0,1,0.1466445770949436,0.8494119879769546,simulated1712,simulated,0.12990344272620175,2.0,3.0
1712,1712,0,1,1,1,2,1,2,1,2,0.16556291503820808,1.0037208692305424,simulated1713,simulated,0.15065325303999744,3.0,2.0
1713,1713,0,1,2,2,0,2,2,1,0,0.156065998326254,1.0313735830648043,simulated1714,simulated,0.16546853568301398,3.0,2.0
