,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],Language,Area,dist_to_hull
5921,0,1,1,2,1,3,0,2,3,0.29359295494553117,1.143917200598075,simulated,simulated,0.05315696531025158
5922,0,1,2,3,3,0,3,2,2,0.26593410128051675,1.2418174621637312,simulated,simulated,0.099790339415008
5923,0,1,1,2,0,2,2,2,3,0.20155611588691524,1.083728057379806,simulated,simulated,0.13134324325911684
5924,0,1,2,3,3,0,2,0,2,0.28963835417390715,1.2795032629444707,simulated,simulated,0.08409722031681006
5925,0,1,2,3,0,2,1,1,2,0.2881698515342581,1.2391236595528534,simulated,simulated,0.0774741100860995
5926,0,1,0,2,3,2,2,1,3,0.23945785352661253,1.2126300358879278,simulated,simulated,0.11991605710294215
5927,0,0,1,1,1,1,2,3,3,0.23528599982011356,0.9762673875939796,simulated,simulated,0.07685918431970043
5928,0,1,2,3,1,3,2,3,0,0.2709394893014063,1.3126904885699622,simulated,simulated,0.1090170058525473
5929,0,1,0,2,0,0,1,3,1,0.19968233605732033,1.0611093163232268,simulated,simulated,0.1286695250211141
5930,0,1,2,1,3,0,1,0,3,0.18913699481745772,1.092482084567108,simulated,simulated,0.14525324388001942
5931,0,1,0,0,0,1,0,2,3,0.10093971575678695,0.6099217653747115,simulated,simulated,0.102482485172641
5932,0,1,1,2,0,0,1,3,2,0.2207436611854372,1.106588789599144,simulated,simulated,0.11709517901436474
5933,0,1,2,1,2,2,3,0,1,0.2492132203455899,1.2098196708073607,simulated,simulated,0.10979133471507313
5934,0,1,1,2,0,3,1,3,0,0.24482649805192258,1.1657044452054919,simulated,simulated,0.1052899083049531
5935,0,1,2,3,0,1,3,1,3,0.23546974614157312,1.209669551689247,simulated,simulated,0.12323578351936164
5936,0,1,2,2,0,1,3,2,3,0.20855165846218116,1.2200264810359265,simulated,simulated,0.15168124709890327
5937,0,1,2,3,2,2,2,0,0,0.2827763993440391,1.306511096730149,simulated,simulated,0.09619384250948324
5938,0,1,0,2,1,2,1,2,3,0.19580064172901168,1.0854127204122512,simulated,simulated,0.1373245464079105
5939,0,0,1,2,2,3,1,0,1,0.2759776081699359,1.0289628506810433,simulated,simulated,0.04752516544476765
5940,0,1,0,0,2,0,3,3,2,0.1750371393525474,0.9699050669117206,simulated,simulated,0.1346216291107601
5941,0,1,2,0,0,1,2,2,3,0.17359448349180406,0.9123361292891264,simulated,simulated,0.12257742592343839
5942,0,1,0,1,2,0,3,3,0,0.19367933367022805,1.115450524499,simulated,simulated,0.14538507462907835
5943,0,0,1,2,0,1,3,0,3,0.25817370187234023,1.0066702606829996,simulated,simulated,0.06048543427594063
5944,0,1,2,0,1,2,1,0,3,0.17606344494647463,0.909799025974647,simulated,simulated,0.11947395040417401
5945,0,1,0,2,1,3,0,3,2,0.25617277420869344,1.1255527536462566,simulated,simulated,0.08618288114252189
5946,0,1,2,1,2,3,3,2,3,0.22592605336249383,1.252146007731072,simulated,simulated,0.14106322600139337
5947,0,1,2,3,0,3,3,3,2,0.22792544803042336,1.1988871824236274,simulated,simulated,0.12847486394297525
5948,0,1,1,1,2,3,0,3,1,0.22363439180070555,1.0375131604665995,simulated,simulated,0.10048304392977803
5949,0,1,2,2,0,2,2,3,0,0.16372008220185075,1.0956490400271597,simulated,simulated,0.17079691967811153
5950,0,1,2,2,2,3,1,3,3,0.2585803209622144,1.2204559338286158,simulated,simulated,0.10273677085767055
5951,0,1,2,1,0,3,3,0,3,0.1851260084989128,1.1272058199788217,simulated,simulated,0.15611441677156712
5952,0,1,2,1,3,0,3,2,0,0.19958586487830132,1.2138972140922881,simulated,simulated,0.15924269069760308
5953,0,1,2,1,0,2,3,0,0,0.20213772918044892,1.1197211197124488,simulated,simulated,0.13795216737265423
5954,0,0,1,2,1,1,3,1,2,0.283419686121126,1.1350564947317385,simulated,simulated,0.0613645152552986
5955,0,1,2,1,3,0,2,1,3,0.20360794621153655,1.1936211773637515,simulated,simulated,0.15125145187977987
5956,0,1,1,1,2,2,2,3,2,0.18709338899745287,1.111476716750193,simulated,simulated,0.15105689923005514
5957,0,1,0,1,1,2,0,3,3,0.19255899794011877,0.8844922837700133,simulated,simulated,0.09629296621197715
5958,0,1,2,0,2,2,3,1,2,0.2547061333023244,1.1063640976182305,simulated,simulated,0.08378201454489156
5959,0,1,2,1,0,1,1,1,3,0.13999756536974117,0.9202140040965194,simulated,simulated,0.15700871716416695
5960,0,1,1,2,3,1,0,0,3,0.3326087814937768,1.1977680914446962,simulated,simulated,0.025695364540443938
5961,0,0,1,0,2,2,0,1,3,0.16799887235993427,0.6217650691603497,simulated,simulated,0.04232838425115171
5962,0,1,1,0,2,3,3,0,3,0.22363287069997062,1.0518238039293575,simulated,simulated,0.10335643038106845
5963,0,1,2,1,3,1,0,2,3,0.25127986728488105,1.122576589090086,simulated,simulated,0.09038327175379365
5964,0,1,2,1,1,1,3,2,2,0.2602222320169365,1.1360059241282143,simulated,simulated,0.08428629406418127
5965,0,0,1,1,1,1,0,2,3,0.208656276431885,0.7667329402656189,simulated,simulated,0.04625728183326249
5966,0,1,2,3,1,3,0,2,0,0.31609960650389857,1.2273326709318773,simulated,simulated,0.047747964520013786
5967,0,1,2,3,0,2,2,2,0,0.26025926104113895,1.2702290326183623,simulated,simulated,0.11102616591488591
5968,0,1,2,1,1,3,3,1,0,0.23457748758735653,1.1300971121998749,simulated,simulated,0.10824501069329949
5969,0,0,1,0,2,1,3,2,3,0.18549818025727627,0.8439092740851925,simulated,simulated,0.09116146048502649
5970,0,1,2,3,1,3,3,0,2,0.2685233317050062,1.2453158994791256,simulated,simulated,0.09795105198957918
5971,0,1,2,0,3,2,3,0,0,0.21149776978120505,1.0829583791327027,simulated,simulated,0.12144936732087949
5972,0,1,1,2,0,3,2,0,2,0.2265747677404253,1.1267035325020682,simulated,simulated,0.11539910096140041
5973,0,0,1,2,1,0,0,3,1,0.24848695732408743,0.9411357780388995,simulated,simulated,0.05691407068088887
5974,0,1,2,0,0,1,1,3,3,0.17776259212527923,0.9018172288009854,simulated,simulated,0.11551323899531162
5975,0,1,1,2,3,0,1,3,0,0.27328828106638925,1.2485601096048282,simulated,simulated,0.09392832841012673
5976,0,1,2,2,1,3,1,1,0,0.231670706112322,1.1661964897277703,simulated,simulated,0.11828672883159078
5977,0,1,2,3,1,2,0,3,3,0.30716370118505676,1.234958026710359,simulated,simulated,0.0580288790517462
5978,0,1,2,0,3,0,0,0,3,0.20576652184790256,0.9103179089112963,simulated,simulated,0.09122416139689055
5979,0,1,0,2,2,2,3,1,0,0.2939185317682256,1.2086790823496631,simulated,simulated,0.06575698213859688
5980,0,1,1,2,0,2,1,2,3,0.20991116601322046,1.0847433028887288,simulated,simulated,0.12335208171726603
5981,0,1,2,3,2,3,3,1,1,0.2804879793791797,1.303770350691731,simulated,simulated,0.09788652750224033
5982,0,1,1,0,0,2,3,2,1,0.2117769001257116,0.9451311316738651,simulated,simulated,0.09368698900044983
5983,0,1,2,1,1,3,1,0,2,0.21029617890694974,0.9917840374331917,simulated,simulated,0.10443118649328458
5984,0,1,2,2,0,2,3,0,2,0.22310789899053463,1.1898959421995547,simulated,simulated,0.13139919911232859
5985,0,1,2,2,1,2,1,2,3,0.20218966906335534,1.1180071273608434,simulated,simulated,0.13755478736095392
5986,0,1,2,3,1,0,1,3,2,0.25098348647200686,1.2378291210079175,simulated,simulated,0.11364483555317512
5987,0,0,1,2,2,3,3,0,1,0.2897266020423135,1.0741454631582983,simulated,simulated,0.04305748959478031
5988,0,1,0,0,2,3,0,3,2,0.16339318536342318,0.8575864375602434,simulated,simulated,0.11630584693351895
5989,0,1,1,2,0,0,0,3,2,0.24444594907755168,1.0564002603340508,simulated,simulated,0.08386509251886046
5990,0,1,2,3,2,1,2,2,0,0.2780036358165865,1.3254653258390467,simulated,simulated,0.10461965772062776
5991,0,1,1,2,2,1,1,2,3,0.2615504631671226,1.1159878002501986,simulated,simulated,0.07899813541997833
5992,0,1,2,3,1,2,0,0,0,0.3268359398507168,1.211240934304385,simulated,simulated,0.034041469578704076
5993,0,1,1,2,0,3,3,1,2,0.26915605943395127,1.241638936037881,simulated,simulated,0.09659636233444382
5994,0,1,2,1,1,1,2,3,2,0.2230052323521594,1.0860191546818543,simulated,simulated,0.1107757160482323
5995,0,1,2,3,0,0,3,0,2,0.22744506610137138,1.1740007404305817,simulated,simulated,0.12397653024085875
5996,0,0,1,2,0,0,3,2,3,0.21731569004417461,0.9805173546931351,simulated,simulated,0.09532370149642175
5997,0,0,1,2,3,3,1,0,2,0.2820719579440669,1.12040740601136,simulated,simulated,0.05978584699244307
5998,0,0,1,2,3,0,1,0,2,0.24663721525214544,1.072112796900616,simulated,simulated,0.08485139842185933
5999,0,1,0,2,1,1,3,3,1,0.2793851516515067,1.2377005427798118,simulated,simulated,0.0858067977335747
6000,0,1,0,1,2,1,3,3,0,0.20587349923184117,1.1225436775512172,simulated,simulated,0.13485147368485717
6001,0,0,1,1,2,0,1,0,3,0.15401862076011152,0.8790757213843925,simulated,simulated,0.13156012127115319
6002,0,1,1,2,2,2,3,0,1,0.3351975585809792,1.2473365689617668,simulated,simulated,0.033033150736646054
6003,0,1,2,3,2,3,1,2,2,0.30133369647539987,1.3245385412391275,simulated,simulated,0.08156415761398779
6004,0,1,2,3,3,0,3,1,2,0.27213154063865974,1.2263501436181696,simulated,simulated,0.09064114258173521
6005,0,1,1,1,2,3,2,1,3,0.19462997435084883,1.1070075724340525,simulated,simulated,0.1427704555283379
6006,0,0,0,0,1,2,1,3,1,0.09376350578894854,0.6175367878314959,simulated,simulated,0.11179591174791799
6007,0,1,2,1,0,3,2,0,3,0.17263338230326108,1.0940327384656336,simulated,simulated,0.16174263598824193
6008,0,1,2,2,3,1,1,0,1,0.24716404016279636,1.2421535114344882,simulated,simulated,0.11824901726882683
6009,0,1,1,1,2,0,2,1,3,0.1515694720849179,1.0302143184479833,simulated,simulated,0.16965461800390627
6010,0,1,0,2,3,2,2,0,3,0.2298807362490114,1.1915975829867926,simulated,simulated,0.12511106974496944
6011,0,1,2,0,0,2,3,1,2,0.23491439259600178,1.00091052090689,simulated,simulated,0.08214625927015566
6012,0,1,0,0,1,0,2,0,3,0.12848265948591375,0.8092113310016281,simulated,simulated,0.1353947390598252
6013,0,1,1,2,0,2,0,3,3,0.26727579460344275,1.0931496703974362,simulated,simulated,0.06881738135947582
6014,0,1,2,2,3,0,0,2,0,0.24130235380832366,1.1741645603303819,simulated,simulated,0.1104323816188939
6015,0,1,0,2,3,0,0,2,0,0.24838577906412485,1.121668097122657,simulated,simulated,0.09301817008942169
6016,0,1,2,1,0,1,0,1,3,0.1709125928080606,0.9084967568468068,simulated,simulated,0.12401837462994644
6017,0,1,1,0,2,3,2,0,3,0.2045146136090643,1.0175401144215914,simulated,simulated,0.11523418205723635
6018,0,1,1,2,2,0,1,0,3,0.2573281376480827,1.0987771985952806,simulated,simulated,0.07968878871273183
6019,0,1,2,3,0,1,3,0,3,0.22482230889051658,1.1912539017225032,simulated,simulated,0.12999117409590405
6020,0,0,1,1,2,0,2,1,3,0.15732472969891564,0.9712220143152442,simulated,simulated,0.15223666482602613
6021,0,1,1,2,3,0,2,1,3,0.2712771570495667,1.2482786799446641,simulated,simulated,0.09584734870483758
6022,0,1,2,2,0,1,1,3,3,0.18820282468965566,1.1477580752104184,simulated,simulated,0.1572037727836348
6023,0,1,2,2,3,3,2,1,1,0.25935932498591163,1.2624055822518812,simulated,simulated,0.11034690616334603
6024,0,0,1,2,2,2,1,3,0,0.25962487073615903,1.0287730019486387,simulated,simulated,0.06349056953961901
6025,0,1,2,2,3,1,2,1,1,0.23837934010393913,1.2400647754220775,simulated,simulated,0.12644061246392588
6026,0,0,0,1,1,0,2,0,3,0.22449750435572402,0.8345618289838738,simulated,simulated,0.051148125130402296
6027,0,1,1,0,2,3,0,0,3,0.22457589594152072,0.8843427616384041,simulated,simulated,0.06563483145717125
6028,0,1,0,2,3,2,3,1,3,0.2605885394890315,1.2723367634974214,simulated,simulated,0.11111802322422237
6029,0,1,2,2,1,3,0,1,0,0.262443347027959,1.1343940998465425,simulated,simulated,0.08178036766394196
6030,0,0,1,2,1,0,2,1,3,0.19346141185219035,0.9795067932363778,simulated,simulated,0.11847808389549762
6031,0,0,1,1,2,1,0,2,3,0.21219073926774323,0.8871042573318427,simulated,simulated,0.07828612913777723
6032,0,1,2,2,3,2,0,2,1,0.2744123180186404,1.193529689077077,simulated,simulated,0.08185757012044301
6033,0,1,2,1,2,3,0,1,3,0.2397639504374336,1.09338563146434,simulated,simulated,0.09583236435637925
6034,0,1,2,3,3,0,1,0,2,0.2951809747086158,1.234529442833967,simulated,simulated,0.06969926192951108
6035,0,0,1,2,3,2,3,2,0,0.24283051848545245,1.1104720641160082,simulated,simulated,0.09622726221782592
6036,0,1,2,2,1,2,0,2,3,0.23513516366835385,1.0817412264990203,simulated,simulated,0.09805309337362987
6037,0,1,2,2,3,2,1,1,3,0.2706556560852471,1.2591373320458699,simulated,simulated,0.0986315378168243
6038,0,0,0,1,2,0,3,3,0,0.25056889922986025,0.9890856324722713,simulated,simulated,0.06443956617114516
6039,0,0,1,0,2,3,0,0,3,0.16992714813319376,0.609429239914456,simulated,simulated,0.03684927022704683
6040,0,0,1,2,0,3,0,1,2,0.2336153670613209,0.8657055312687432,simulated,simulated,0.05153565715004781
6041,0,1,1,2,1,2,1,3,1,0.2596293921124817,1.1416677187421105,simulated,simulated,0.08599858259604988
6042,0,1,2,3,2,3,2,3,0,0.255609826779146,1.3217600670339322,simulated,simulated,0.1258368079327271
6043,0,1,2,3,1,3,1,3,0,0.2626185986255998,1.242434959262497,simulated,simulated,0.10316262528510785
6044,0,1,0,2,0,0,0,3,1,0.2097885928924692,0.9841249136549116,simulated,simulated,0.10340027966642268
6045,0,1,2,2,2,1,3,1,1,0.2811896254604518,1.248160349941506,simulated,simulated,0.08611019032006946
6046,0,1,2,2,3,2,2,1,2,0.24182650044135534,1.2240480733306682,simulated,simulated,0.11987129662798528
6047,0,1,0,2,1,3,1,3,2,0.22620895757589188,1.1717892679986905,simulated,simulated,0.12475973421460619
6048,0,1,1,0,0,0,0,2,3,0.15275440460768275,0.6641833590638222,simulated,simulated,0.06941297229857107
6049,0,1,2,0,0,1,1,2,3,0.16625596401454323,0.8686797492963353,simulated,simulated,0.11681511961225427
6050,0,1,0,0,2,1,3,0,0,0.17167458833381355,0.9453071354229033,simulated,simulated,0.1330150423211509
6051,0,1,2,2,2,0,2,3,0,0.18604281032492387,1.1044468349131285,simulated,simulated,0.1506759940254951
6052,0,1,2,3,3,2,3,3,2,0.28785945493082266,1.2508878302320154,simulated,simulated,0.08011954716423805
6053,0,1,0,1,2,1,2,3,0,0.1589269563886011,1.0759407281379845,simulated,simulated,0.17155819642951023
6054,0,0,1,1,2,0,0,0,3,0.1952166433475857,0.8210315698469586,simulated,simulated,0.07512565691504093
6055,0,1,1,2,3,1,0,1,1,0.3463303437198131,1.2023577434342982,simulated,simulated,0.01314858369688119
6056,0,1,1,2,1,3,0,3,3,0.3132715409856752,1.1768542438911265,simulated,simulated,0.04044712426568991
6057,0,1,1,2,0,2,2,3,3,0.22233827050731514,1.1448310023176063,simulated,simulated,0.12317306444899612
6058,0,1,0,2,2,2,3,0,0,0.2847884645778125,1.1873910647259522,simulated,simulated,0.07046681153397519
6059,0,1,2,3,3,0,2,1,2,0.30156780423259133,1.2986703368058403,simulated,simulated,0.07621671680682857
6060,0,1,0,2,3,2,2,2,3,0.22344296013194076,1.2017050870150692,simulated,simulated,0.13342781010569993
6061,0,1,2,3,1,0,0,2,3,0.2888714621558972,1.2114595171026086,simulated,simulated,0.07128345782503323
6062,0,1,2,2,3,1,0,0,1,0.27589496813360537,1.1917349989769932,simulated,simulated,0.08003819339471442
6063,0,1,0,2,3,2,1,0,3,0.26035477189208867,1.2073746092082296,simulated,simulated,0.09838561571750704
6064,0,1,0,1,2,3,0,3,0,0.19867408413241838,1.017371203536268,simulated,simulated,0.12092945650973344
6065,0,1,0,2,0,2,0,3,2,0.20741568927014908,1.0096746708714255,simulated,simulated,0.11082588895757128
6066,0,1,0,2,3,3,0,3,3,0.29246660190253104,1.1913245391799134,simulated,simulated,0.06373049053222887
6067,0,1,2,1,3,0,1,1,3,0.1947036975358789,1.0927544444608812,simulated,simulated,0.13985492792691945
6068,0,1,2,3,1,0,1,2,2,0.27216803589534644,1.2560221676345913,simulated,simulated,0.09652034272854917
6069,0,1,1,0,0,2,1,3,1,0.17252050093861615,0.8098241076598185,simulated,simulated,0.09350372712006816
6070,0,1,2,3,3,0,0,1,2,0.325081899183417,1.1926059110808174,simulated,simulated,0.03204461123880356
6071,0,1,2,3,0,1,3,2,3,0.2302461793287096,1.2293920380504935,simulated,simulated,0.13228111935062292
6072,0,1,2,2,0,1,3,3,3,0.22643118554461905,1.2424644764171,simulated,simulated,0.1386272714014676
6073,0,1,2,3,2,2,2,1,0,0.29377643575225365,1.3248117854981287,simulated,simulated,0.0890267327977404
6074,0,1,2,0,0,1,2,3,3,0.17947203696605518,0.9593239817034367,simulated,simulated,0.12816552100778628
6075,0,1,2,1,2,3,1,2,1,0.19931065771172185,1.1055306333114798,simulated,simulated,0.13789368730362064
6076,0,0,1,2,0,1,3,1,3,0.25533683176930944,1.045117378220403,simulated,simulated,0.070957699583935
6077,0,0,1,1,0,2,3,0,1,0.1883937088523544,0.9077601820758597,simulated,simulated,0.10708703012522186
6078,0,0,1,2,0,1,1,3,0,0.21054800282057506,0.9751171527940413,simulated,simulated,0.10086239749702042
6079,0,1,0,2,3,3,0,0,0,0.30138718021325195,1.146910043132601,simulated,simulated,0.04611725363425247
6080,0,1,1,0,1,2,1,0,3,0.1495869444493947,0.790690357103238,simulated,simulated,0.10976482556262376
6081,0,0,1,2,0,2,1,2,3,0.18376608615014622,0.9325762126169506,simulated,simulated,0.11861764664609091
6082,0,0,1,2,0,0,2,3,2,0.17555246300606542,0.8879579351456849,simulated,simulated,0.11356904080636375
6083,0,0,1,1,2,2,1,3,2,0.19391606208744827,0.9942226759659869,simulated,simulated,0.1209737963179674
6084,0,1,2,1,3,0,3,3,0,0.20093280967529537,1.199836427045813,simulated,simulated,0.1551106072018636
6085,0,1,1,1,2,3,2,0,3,0.19094265519207787,1.10756793166662,simulated,simulated,0.14649665404786197
6086,0,1,0,2,2,3,2,2,0,0.22193161933660077,1.1048399770977988,simulated,simulated,0.11559241464008822
6087,0,1,2,2,3,3,1,3,0,0.26272850319236607,1.2957827511177424,simulated,simulated,0.11369673039262881
6088,0,1,2,2,3,0,1,3,0,0.22672107115657303,1.2614410716415079,simulated,simulated,0.14213155702689567
6089,0,1,1,2,0,2,0,2,3,0.2358581593832969,1.0378780639419871,simulated,simulated,0.08858697514263096
6090,0,1,2,0,2,2,3,2,2,0.2422531246337003,1.106377625322746,simulated,simulated,0.09597593557091008
6091,0,1,0,2,3,2,0,1,3,0.2871762871474899,1.161164131606641,simulated,simulated,0.06288579736271245
6092,0,1,2,3,1,3,2,1,3,0.2912597112013089,1.3148346202113232,simulated,simulated,0.08952208109948406
6093,0,0,1,2,0,3,0,3,2,0.22988721790300293,0.8822710115886433,simulated,simulated,0.05995045261147119
6094,0,1,2,1,1,1,3,3,2,0.2644702368556586,1.1357867891471807,simulated,simulated,0.08009200016261982
6095,0,1,2,3,1,3,0,3,0,0.2961885993944884,1.2051985439810784,simulated,simulated,0.06284955934283078
6096,0,1,2,3,0,2,2,3,0,0.2355755409577256,1.2674122689911824,simulated,simulated,0.13464845454597685
6097,0,1,1,0,1,2,3,2,0,0.20875265942103105,0.9974491542454795,simulated,simulated,0.10707813362543936
6098,0,0,1,0,2,1,3,3,3,0.19944810356609766,0.8410817648606778,simulated,simulated,0.07699257642537972
6099,0,1,2,3,1,3,3,1,2,0.27685558748942074,1.256565508166762,simulated,simulated,0.09202998964256726
6100,0,1,1,2,3,0,2,0,3,0.2606685237150521,1.2357360754230133,simulated,simulated,0.10373651819560455
6101,0,1,2,0,3,3,3,1,0,0.22179796553101516,1.092852890842793,simulated,simulated,0.11333158714241075
6102,0,1,2,2,0,1,1,2,3,0.1649092612451264,1.088944210456208,simulated,simulated,0.1682898275980697
6103,0,1,2,3,2,2,0,0,0,0.3362011088059744,1.2427332801694,simulated,simulated,0.03114600043449101
6104,0,1,0,1,2,0,3,1,3,0.18597859068186406,1.096259780151063,simulated,simulated,0.14910704342119774
6105,0,1,1,2,0,3,2,1,2,0.23741718833945624,1.1411766829300478,simulated,simulated,0.10766954403539507
6106,0,1,2,1,3,2,3,3,1,0.23520100670992572,1.2410846863410456,simulated,simulated,0.12975956579448725
6107,0,1,2,0,0,1,0,2,3,0.17435842428682047,0.786933039027843,simulated,simulated,0.08499171209079523
6108,0,0,1,2,0,1,1,0,3,0.20504722975810052,0.9173358326839064,simulated,simulated,0.09396639104239977
6109,0,0,1,0,2,0,3,1,0,0.167390908374358,0.7758727573133707,simulated,simulated,0.08838751939316285
6110,0,1,2,2,0,2,0,3,0,0.2092047647267079,1.0600720607631509,simulated,simulated,0.1191243687214418
6111,0,1,2,1,1,3,1,1,2,0.21457646047803203,0.9879233450502511,simulated,simulated,0.09946899659224204
6112,0,1,2,1,0,3,1,0,3,0.16064043239319714,0.9969417288989963,simulated,simulated,0.1541220421529337
6113,0,1,2,2,0,2,3,1,2,0.23527113631373497,1.2109935619672534,simulated,simulated,0.1236939188099287
6114,0,1,0,2,2,3,1,3,0,0.2627276098801705,1.1795345594921183,simulated,simulated,0.09051151814619572
6115,0,1,2,2,1,2,1,3,3,0.2263078003549508,1.1786233529499424,simulated,simulated,0.1260144568783723
6116,0,1,2,1,2,1,0,0,3,0.21671638175992847,1.0137037677093632,simulated,simulated,0.10251919259393288
6117,0,0,1,2,3,2,3,1,0,0.26274152559486286,1.1326061910668073,simulated,simulated,0.08114877282441726
6118,0,1,0,2,1,2,3,3,0,0.2707882274720095,1.2387031291419541,simulated,simulated,0.09442139385561168
6119,0,0,0,1,1,2,0,3,2,0.2397256274712516,0.7828104934820324,simulated,simulated,0.021314295130511193
6120,0,1,2,0,3,0,3,0,0,0.18675228188908433,1.0330203054389977,simulated,simulated,0.1357275161469744
6121,0,1,1,1,2,0,0,3,2,0.18595555094671545,0.9833174451439544,simulated,simulated,0.12660351362695407
6122,0,1,2,3,0,2,2,0,3,0.24628727622418656,1.2544557825742724,simulated,simulated,0.12156231305482146
6123,0,1,2,3,0,0,3,1,2,0.23979574912914536,1.1961024240444442,simulated,simulated,0.11628520724811049
6124,0,0,1,2,3,3,1,1,2,0.28760252030099553,1.1484319245542705,simulated,simulated,0.05993429835343979
6125,0,0,0,1,0,1,2,3,0,0.19703982019224586,0.8468541117968501,simulated,simulated,0.08099079323972828
6126,0,0,1,2,3,0,1,1,2,0.25234087825109475,1.1009782577692468,simulated,simulated,0.085017088716609
6127,0,1,0,2,3,1,2,3,1,0.2325811830428468,1.2338547039879302,simulated,simulated,0.13088592529303392
6128,0,1,1,2,2,2,3,1,1,0.3460620617690857,1.25820608853784,simulated,simulated,0.024541021743073363
6129,0,1,2,2,3,1,1,1,1,0.26019925942280797,1.2505709596024064,simulated,simulated,0.1071590232954675
6130,0,1,2,3,0,3,3,0,0,0.22373933188541328,1.1769926841577865,simulated,simulated,0.12821242157871157
6131,0,1,0,0,1,0,2,1,3,0.13857854251061985,0.8310071964696167,simulated,simulated,0.13218203535286172
6132,0,1,2,2,3,0,0,3,0,0.24523195758194016,1.19943006493607,simulated,simulated,0.11162567105823694
6133,0,1,2,1,0,1,0,2,3,0.17419400236226112,0.9419874842127404,simulated,simulated,0.1298781871699934
6134,0,1,1,1,0,2,3,3,0,0.17120696295542004,1.0285446175026545,simulated,simulated,0.15006789941544024
6135,0,1,2,3,0,2,3,1,3,0.25051006350771554,1.2317573789865466,simulated,simulated,0.11290752697158184
6136,0,1,1,2,1,2,0,3,1,0.3003645562622501,1.122562168591144,simulated,simulated,0.04226109776577485
6137,0,1,0,1,2,3,2,2,1,0.1739925150851871,1.104702425511677,simulated,simulated,0.16253143973402975
6138,0,1,1,2,1,1,1,3,3,0.26709485027545776,1.142594107798401,simulated,simulated,0.07886575459416244
6139,0,1,2,3,0,0,2,2,2,0.26023032799016876,1.2518428608762444,simulated,simulated,0.10737869734951762
6140,0,1,2,3,1,2,3,0,1,0.2803311732222711,1.2679748976005292,simulated,simulated,0.09090047146081533
6141,0,0,1,2,1,0,2,2,3,0.1886324566272597,0.9663934115694839,simulated,simulated,0.12060886252550186
6142,0,0,1,1,2,1,0,3,3,0.23155469893865588,0.9206526174803649,simulated,simulated,0.06942163508395023
6143,0,1,2,3,0,0,1,0,2,0.2543241088838766,1.182394046498013,simulated,simulated,0.09932953271220062
6144,0,1,2,3,3,0,0,2,0,0.31050509893749023,1.1978230991048364,simulated,simulated,0.04734431008252223
6145,0,1,0,2,2,3,3,3,0,0.27828427861698946,1.246059095672648,simulated,simulated,0.08855063044937124
6146,0,1,0,1,2,1,1,3,0,0.1503085454050277,0.9756199173326481,simulated,simulated,0.1599889706392238
6147,0,1,1,0,0,2,2,3,1,0.19257897101849553,0.92218829637013,simulated,simulated,0.1073091741977425
6148,0,1,2,0,2,0,0,3,0,0.18408563288987256,0.8987649705464211,simulated,simulated,0.10857322897901486
6149,0,1,2,3,3,1,1,1,0,0.3121457235309457,1.2463979344638132,simulated,simulated,0.05543767494781778
6150,0,1,2,3,3,0,1,1,2,0.30874466827706404,1.2464877605496,simulated,simulated,0.0587762369768461
6151,0,0,1,2,3,2,3,3,0,0.2640884703918569,1.1185454040203322,simulated,simulated,0.07700897799898651
6152,0,1,2,2,1,2,0,3,3,0.25925329495994887,1.1423574520881192,simulated,simulated,0.08649770565164323
6153,0,1,0,2,3,2,0,0,3,0.2792884695173823,1.137234889835945,simulated,simulated,0.06586305101649746
6154,0,1,2,2,3,0,0,0,3,0.24967248104934292,1.1721754440863537,simulated,simulated,0.10183622627317107
6155,0,0,1,2,0,3,0,2,2,0.21668797528243133,0.8453234103327663,simulated,simulated,0.0617552828040009
6156,0,1,0,2,3,0,0,0,3,0.26480311529583855,1.1120054543916353,simulated,simulated,0.07502184901170605
6157,0,1,1,0,2,0,3,0,0,0.21464617272625963,0.9931129090523193,simulated,simulated,0.10045086782193889
6158,0,1,2,3,3,2,3,1,3,0.2950701527250379,1.2570998581419874,simulated,simulated,0.07428969311995498
6159,0,0,0,1,2,1,3,2,0,0.24886398539439236,1.0186333604906013,simulated,simulated,0.07201609993402462
6160,0,1,2,2,2,1,3,2,1,0.26326536208964146,1.2381411607222406,simulated,simulated,0.10167313907658262
6161,0,0,0,1,2,2,0,3,3,0.26202324028893487,0.8767844343869562,simulated,simulated,0.027616246669363784
6162,0,1,1,2,1,2,3,0,3,0.3031352633477633,1.2494782830009163,simulated,simulated,0.06487751125594088
6163,0,1,1,0,1,2,3,1,0,0.21536990330460382,0.9521111898475046,simulated,simulated,0.09155375847716482
6164,0,1,0,2,3,3,1,0,0,0.28246085523540376,1.2178614663543432,simulated,simulated,0.0788213835376662
6165,0,1,1,0,1,2,2,0,3,0.17818998224115812,0.9177254995056476,simulated,simulated,0.11976144878689306
6166,0,1,2,0,3,3,3,0,0,0.20650976009677446,1.0669590859271731,simulated,simulated,0.12314837653882431
6167,0,0,1,2,0,2,2,2,3,0.1683260590860104,0.861718734755987,simulated,simulated,0.1127980559738656
6168,0,1,0,0,2,1,3,1,0,0.1831976450986148,0.9706310957350063,simulated,simulated,0.12677040342333132
6169,0,0,1,2,2,2,1,1,3,0.260136604820874,1.0006229481886222,simulated,simulated,0.057372503611405896
