,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],Language,Area,dist_to_hull
90,0,1,0,0,0,0,0,0,0,0.06890563601357924,0.4415810759435931,simulated,simulated,0.0769581997741537
91,0,0,0,1,1,0,0,0,0,0.18390967106898604,0.5642790957289803,simulated,simulated,0.009065340865461992
92,0,0,0,1,0,1,0,1,0,0.12587963498971733,0.5390047163925626,simulated,simulated,0.05548135000010826
93,0,0,1,1,1,0,0,0,0,0.15801816616643305,0.624345501862795,simulated,simulated,0.052631104371016514
94,0,1,0,1,1,1,1,1,0,0.10216468779273047,0.6914593457905003,simulated,simulated,0.12579682142682827
95,0,1,1,1,1,1,1,0,0,0.11342851070093041,0.682352633805863,simulated,simulated,0.11234555341754672
96,0,1,1,1,0,0,0,1,1,0.09858586874429687,0.6854325159388011,simulated,simulated,0.12744135888689204
97,0,0,1,0,0,0,0,0,0,0.06962055970586206,0.24026377100976098,simulated,simulated,0.00981031169659271
98,0,1,1,1,1,0,0,0,0,0.13734617840835783,0.6921647867655798,simulated,simulated,0.09238875948449703
99,0,1,0,1,1,0,0,0,0,0.12810263319056037,0.6779081684499979,simulated,simulated,0.09701357408498831
100,0,1,1,0,1,0,0,0,0,0.12457626263760302,0.6043539756203549,simulated,simulated,0.07832421687287558
101,0,0,1,1,0,1,1,0,1,0.09081241018501673,0.6484887275576203,simulated,simulated,0.12396218664450435
102,0,1,0,1,1,1,0,1,0,0.14298410630034852,0.6895036025836887,simulated,simulated,0.08622378117277331
103,0,0,1,0,0,1,0,0,0,0.08996931687428461,0.2995254087243455,simulated,simulated,0.010028922907141974
104,0,1,0,0,0,1,0,0,0,0.07263524701082469,0.4788169433843986,simulated,simulated,0.08575682655828673
105,0,1,1,0,1,1,1,0,0,0.11319614997379046,0.6678310100819598,simulated,simulated,0.1082854619638244
106,0,1,1,1,1,0,1,1,1,0.09798269544792737,0.681524598404859,simulated,simulated,0.12685954343880637
107,0,0,0,1,1,1,1,0,0,0.15028543913468917,0.6457403262011847,simulated,simulated,0.06632716383707797
108,0,1,1,1,0,1,1,1,1,0.07658830722352139,0.690905618859663,simulated,simulated,0.15006906987781826
109,0,1,0,1,0,0,0,1,1,0.07942044172634044,0.6605665664459555,simulated,simulated,0.13841362795998768
110,0,0,0,0,0,1,0,1,1,0.036790262176005006,0.19951213957620628,simulated,simulated,0.02708626203621921
111,0,1,1,0,1,0,1,0,0,0.09637980336310092,0.6557824484866959,simulated,simulated,0.12079991851178362
112,0,0,0,0,1,0,1,1,0,0.04405871429462754,0.43755400330614125,simulated,simulated,0.09907155666804483
113,0,1,0,1,0,1,0,1,1,0.08502180644882162,0.6717175210963979,simulated,simulated,0.13635326685923246
114,0,1,1,1,0,1,0,1,1,0.11155497388721691,0.6902207988538621,simulated,simulated,0.11645728700770497
115,0,1,1,1,0,0,0,1,0,0.09479549276515431,0.6838826202130089,simulated,simulated,0.13060407481384603
116,0,1,0,0,1,1,1,0,1,0.07334459796194381,0.6334605640585677,simulated,simulated,0.13621786631688998
117,0,1,0,1,0,0,1,0,0,0.05329793293179608,0.6797104834505854,simulated,simulated,0.169020329617965
118,0,1,1,1,0,0,1,0,0,0.05826553893639885,0.6925776473423528,simulated,simulated,0.16807208072830312
119,0,1,0,1,0,0,1,1,1,0.05656354956396703,0.6870324805784188,simulated,simulated,0.16805933309331259
120,0,0,1,1,0,1,1,0,0,0.08920817932111125,0.6447858061335415,simulated,simulated,0.12440517367558247
121,0,0,1,1,1,1,1,0,1,0.13277262015093227,0.6796733766910636,simulated,simulated,0.09307639591367445
122,0,1,1,1,0,1,1,0,0,0.06654161685804583,0.6930513770561259,simulated,simulated,0.16030469673941192
123,0,0,0,1,0,0,1,1,1,0.09328304805984522,0.5963283375751248,simulated,simulated,0.10519064589061841
124,0,0,1,0,1,1,1,0,1,0.08067385795920701,0.5425680876860245,simulated,simulated,0.09930012472359884
125,0,1,0,1,0,1,1,1,1,0.05677274570892643,0.6911686190177975,simulated,simulated,0.16908194967714496
126,0,0,1,0,1,0,0,0,1,0.08754036663354214,0.3999376194992469,simulated,simulated,0.045573526629360483
127,0,1,1,1,1,0,1,1,0,0.0942039928840066,0.6832709897590086,simulated,simulated,0.13098515123017596
128,0,1,0,1,0,0,0,1,0,0.08007705946713695,0.6574140371325601,simulated,simulated,0.13685406993140328
129,0,0,0,0,0,1,0,1,0,0.03227252475240833,0.18171723693673889,simulated,simulated,0.025479824506349665
130,0,0,1,1,1,1,0,0,0,0.18666104328171773,0.6413530481273906,simulated,simulated,0.03027821374492937
131,0,1,1,1,1,1,0,0,0,0.16584584338173336,0.6931418334917945,simulated,simulated,0.0654498260719575
132,0,1,0,0,1,0,1,1,0,0.07392269329097156,0.6267813833774498,simulated,simulated,0.1335445058960826
133,0,0,1,1,1,1,0,1,1,0.17375658311787734,0.6573528410224252,simulated,simulated,0.04733830618349928
134,0,1,0,0,1,0,0,0,1,0.08161078972687896,0.5434665887144954,simulated,simulated,0.09869942018436266
135,0,1,0,1,0,1,0,1,0,0.08539603232992077,0.6691626530716968,simulated,simulated,0.13524265755674283
136,0,1,1,1,0,1,0,1,0,0.10743553299449382,0.6892416834516746,simulated,simulated,0.1201044007011648
137,0,1,1,1,1,1,0,1,1,0.16839615335092561,0.6915581537753858,simulated,simulated,0.06254830229757127
138,0,1,1,0,0,0,1,1,1,0.12982950986693198,0.6300731844249745,simulated,simulated,0.08125717153680044
139,0,1,0,0,1,1,1,0,0,0.07143663914756204,0.6291553972807915,simulated,simulated,0.13667672869529118
140,0,1,0,1,0,1,1,0,0,0.05409504986573088,0.6864070368225739,simulated,simulated,0.17023701144617692
141,0,0,0,0,1,1,1,0,1,0.055683627992060614,0.45243467833884876,simulated,simulated,0.09302596913005892
142,0,1,1,0,1,1,0,1,1,0.16195497424638927,0.6428851403790256,simulated,simulated,0.054344263442442295
143,0,0,0,0,0,1,1,1,1,0.04958547742300029,0.37096508650703985,simulated,simulated,0.07180696181860775
144,0,0,1,0,1,1,0,0,1,0.11867023252025388,0.441395714774519,simulated,simulated,0.0300494341241892
145,0,0,0,1,0,0,1,1,0,0.09657481559782832,0.5907482748462783,simulated,simulated,0.10025774890378863
146,0,0,1,0,0,0,0,1,1,0.08029755491594848,0.3058857042411986,simulated,simulated,0.02143825871345499
147,0,0,1,0,1,1,1,0,0,0.07578342005025895,0.5353974845975737,simulated,simulated,0.10153513832509507
148,0,0,1,0,1,0,0,0,0,0.0828390834394016,0.38888954824878363,simulated,simulated,0.04634828994346248
149,0,0,0,1,1,1,0,1,0,0.18125222349476866,0.607599699348977,simulated,simulated,0.025485213079369427
150,0,0,0,0,0,0,1,1,0,0.05230954065642246,0.30786141436599845,simulated,simulated,0.04834449328257222
151,0,0,0,0,0,0,0,0,1,0.008212712873124542,0.03631018261552811,simulated,simulated,0.0
152,0,1,0,1,1,1,0,0,1,0.14487632974457165,0.686555833718038,simulated,simulated,0.08354515094021785
153,0,1,1,0,0,0,1,0,0,0.10542845906821463,0.6089562052219593,simulated,simulated,0.09791918724272414
154,0,0,0,1,0,0,0,1,0,0.11896287300337305,0.508582742117275,simulated,simulated,0.05194859330738131
155,0,0,1,1,0,0,0,0,0,0.114922831829531,0.5626342835282597,simulated,simulated,0.07361703603109475
156,0,1,0,0,1,0,0,0,0,0.08016776574662776,0.5363212319646727,simulated,simulated,0.09771320516034183
157,0,1,0,0,0,1,1,0,1,0.0658367554002075,0.5757347926135653,simulated,simulated,0.12427294198983051
158,0,1,1,0,0,1,1,0,1,0.11657749609916035,0.6323829809688517,simulated,simulated,0.09459329922006807
159,0,1,1,0,0,0,1,1,0,0.12204685400664572,0.6256412083604463,simulated,simulated,0.08737810775852001
160,0,1,0,0,1,1,0,1,1,0.10552293871583551,0.5909658481587508,simulated,simulated,0.09186663229296368
161,0,0,0,0,1,1,1,0,0,0.05587889303465354,0.44281640321165605,simulated,simulated,0.08965387871290031
162,0,1,1,0,1,1,0,1,0,0.15511912423924268,0.638949066276816,simulated,simulated,0.0597040254466827
163,0,0,0,0,0,1,1,1,0,0.04686973308023906,0.35910093978430374,simulated,simulated,0.07043298396748715
164,0,0,1,1,1,0,0,1,1,0.14567215526092303,0.6431544979511228,simulated,simulated,0.06997903090285744
165,0,0,0,0,1,0,1,0,1,0.0397148920452447,0.41222882679467354,simulated,simulated,0.09479210815235085
166,0,1,1,0,0,0,0,1,0,0.13231138128609876,0.5586582595665202,simulated,simulated,0.05590184791387881
167,0,1,1,1,1,0,0,1,1,0.13993710594905429,0.6931087197478264,simulated,simulated,0.0901981480069483
168,0,0,0,0,1,1,0,0,0,0.08356447760518149,0.30301667261546716,simulated,simulated,0.01728567480352391
169,0,0,0,1,0,1,1,1,0,0.09737090491509282,0.612107951766542,simulated,simulated,0.10656218386333786
170,0,1,1,1,1,1,1,1,0,0.1172891691705289,0.6753885670535438,simulated,simulated,0.10660280643856333
171,0,0,1,0,0,0,0,1,0,0.07204135569459696,0.29205886452293733,simulated,simulated,0.02448899932123889
172,0,0,1,1,1,0,1,0,0,0.10859157897424276,0.6680195960852933,simulated,simulated,0.1127382998399286
173,0,1,0,0,0,0,1,1,1,0.08566082534105424,0.5724269921318739,simulated,simulated,0.10447400244128037
174,0,0,0,0,1,1,0,1,1,0.07521766198034396,0.3604024942333178,simulated,simulated,0.04410508218310432
175,0,0,1,0,0,0,1,0,0,0.06268697412462143,0.39875527865398774,simulated,simulated,0.0686913242491983
176,0,0,0,0,1,0,0,0,1,0.053203503664551066,0.259652142144535,simulated,simulated,0.031625800813118894
177,0,1,1,0,0,1,0,1,1,0.14907320850404826,0.5895234647887024,simulated,simulated,0.0502999986417479
178,0,1,0,1,1,0,1,1,1,0.08815846575005448,0.6928973639841627,simulated,simulated,0.13960225906258153
179,0,0,1,0,0,1,1,0,0,0.07042453751637534,0.44033422575731607,simulated,simulated,0.07512851086168924
180,0,0,0,1,1,1,1,1,1,0.13619163488443253,0.6609547347083071,simulated,simulated,0.08428803108525383
181,0,1,0,0,0,1,1,0,0,0.06294201421351231,0.5695221133579703,simulated,simulated,0.12494158726219633
182,0,0,1,1,0,1,0,1,0,0.118593183648393,0.6062919670199228,simulated,simulated,0.08460990417660764
183,0,1,1,0,0,1,1,0,0,0.10950667595151231,0.6280371712920189,simulated,simulated,0.10006701006288615
184,0,1,0,0,0,0,0,1,0,0.08053145954827912,0.4740698144685993,simulated,simulated,0.07676195848099594
185,0,0,1,0,1,0,1,1,1,0.06543926176399428,0.538748714645384,simulated,simulated,0.11240103644669025
186,0,0,1,0,0,1,1,1,1,0.0850719473730096,0.48176354502032803,simulated,simulated,0.07500205472118698
187,0,1,0,0,1,1,0,1,0,0.10296130379322921,0.5852173386865055,simulated,simulated,0.09238361131644093
188,0,1,1,0,1,0,1,1,1,0.11788821099871716,0.6690687617869215,simulated,simulated,0.10416883209869911
189,0,1,0,0,0,1,1,1,1,0.08072173202782684,0.595943833683331,simulated,simulated,0.11692804465141911
190,0,0,0,1,1,0,0,1,0,0.16303123486884408,0.5856250131396661,simulated,simulated,0.035873335858957085
191,0,0,1,1,0,0,1,0,1,0.07953177316487303,0.6326808507849114,simulated,simulated,0.13007977246163124
192,0,1,0,1,1,0,0,1,0,0.12487604909185157,0.6842895511734035,simulated,simulated,0.10198061722878196
193,0,1,1,0,0,1,0,0,0,0.1307644770122217,0.5621790645973609,simulated,simulated,0.058542923899699395
194,0,1,0,0,1,0,1,0,1,0.0631810253384042,0.6152018659128802,simulated,simulated,0.13986414725800492
195,0,0,1,0,0,1,0,1,1,0.09658061203124418,0.3573467377991492,simulated,simulated,0.02298567115194727
196,0,1,1,1,1,0,0,1,0,0.13679190611916736,0.6931424194944702,simulated,simulated,0.09320687505041508
197,0,1,0,0,0,1,0,1,1,0.08628562156003894,0.515930081304622,simulated,simulated,0.08518320836350882
198,0,1,1,0,1,1,1,1,1,0.13421257668668207,0.6784593293624382,simulated,simulated,0.09133810114278035
199,0,0,1,0,1,0,1,0,0,0.05360530876973013,0.5045595806262121,simulated,simulated,0.11223799848465008
200,0,1,0,0,0,0,1,1,0,0.08222328485425923,0.5661159029978189,simulated,simulated,0.10564931587072293
201,0,1,1,1,0,0,1,1,0,0.06433924628103438,0.6931191600611106,simulated,simulated,0.16242803541471068
202,0,0,0,0,1,1,0,1,0,0.0742267687384145,0.348233643728005,simulated,simulated,0.04100992119735465
203,0,1,1,0,1,0,0,1,0,0.13366555737750996,0.6215528329381528,simulated,simulated,0.07507517150704532
204,0,0,0,0,1,0,0,0,0,0.05572556898290204,0.2442591584295155,simulated,simulated,0.024063508388703827
205,0,1,0,1,1,0,1,1,0,0.08910394906478403,0.6930921037740332,simulated,simulated,0.13875836860504506
206,0,0,1,1,1,1,1,1,1,0.12696924848684576,0.6856184438210696,simulated,simulated,0.10037122857656974
207,0,0,0,1,1,1,1,1,0,0.13930896824172523,0.6578212718805643,simulated,simulated,0.08038566326058609
208,0,0,0,1,1,1,0,0,1,0.19557338774100563,0.5943641140725859,simulated,simulated,0.007963116411565534
209,0,0,0,0,0,0,1,0,1,0.045088837170261964,0.2729342803076163,simulated,simulated,0.04358647548566912
210,0,1,1,0,1,0,1,1,0,0.11081154011857075,0.6663610140906777,simulated,simulated,0.11013288395132283
211,0,0,1,1,0,0,1,0,0,0.07812908653637574,0.6283462468553871,simulated,simulated,0.13011039907586547
212,0,0,1,1,0,1,1,1,1,0.08646664941534588,0.6601736698255765,simulated,simulated,0.13156246813107203
213,0,0,1,0,0,1,0,1,0,0.08887328652165744,0.3450889006014534,simulated,simulated,0.026219215531612276
214,0,1,0,0,1,1,1,1,1,0.08554803864903748,0.647202234697672,simulated,simulated,0.12861305827932895
215,0,1,0,0,0,1,0,1,0,0.08251410424040573,0.5080229362105507,simulated,simulated,0.08611769766360754
216,0,0,0,1,0,0,1,0,1,0.10107473675591183,0.5761623587290874,simulated,simulated,0.09117234057926658
217,0,1,1,0,1,1,1,1,0,0.1267348862069092,0.6763396295966336,simulated,simulated,0.09786041821869292
218,0,1,1,1,0,1,1,1,0,0.07181546903693814,0.6916297922551427,simulated,simulated,0.15484514808615418
219,0,0,0,1,0,0,0,0,1,0.1324896182149773,0.48809179339380004,simulated,simulated,0.03236406225037706
220,0,0,1,0,1,1,1,1,1,0.08606811866961883,0.565994526489628,simulated,simulated,0.10196066030103282
221,0,0,1,0,1,0,0,1,1,0.08620991604703115,0.43611290950680437,simulated,simulated,0.05881236762094918
222,0,0,0,1,1,0,1,0,1,0.1316794624179103,0.6337556063616293,simulated,simulated,0.08056841193689618
223,0,1,0,1,0,0,1,1,0,0.05684118624274803,0.6856460917327166,simulated,simulated,0.16738924968374325
224,0,0,1,1,1,1,1,0,0,0.13181984340711694,0.677641502957038,simulated,simulated,0.09338938988238227
225,0,0,1,1,0,0,0,1,1,0.10445616376790745,0.5899219304150254,simulated,simulated,0.09254571878003856
226,0,0,1,1,0,1,1,1,0,0.08387924788455925,0.6570019449016691,simulated,simulated,0.13310408575283333
227,0,0,1,1,0,1,0,0,1,0.1330278246357297,0.5929486052499638,simulated,simulated,0.06658161670514559
228,0,1,0,1,0,1,1,1,0,0.056773596462983966,0.6903514545350647,simulated,simulated,0.16883995742475338
229,0,0,0,1,0,1,1,0,1,0.10319291942438502,0.5992483799545398,simulated,simulated,0.0968080178093541
230,0,0,1,1,1,1,0,1,0,0.17229928842060072,0.6540461803239743,simulated,simulated,0.047743889145550895
231,0,0,0,1,0,1,0,0,1,0.14081083622007706,0.5206190324656971,simulated,simulated,0.03536661536291448
232,0,0,0,1,0,0,0,0,0,0.14096296691583388,0.47943112956427947,simulated,simulated,0.021492027035515945
233,0,0,1,0,1,1,1,1,0,0.08033020870550867,0.5594941565139704,simulated,simulated,0.10523974234999417
234,0,0,1,1,1,0,1,1,1,0.10422734972132319,0.6786021137612369,simulated,simulated,0.12003586806736827
235,0,1,1,1,1,1,0,1,0,0.16471824226091802,0.6921565922993062,simulated,simulated,0.06623350772028166
236,0,0,1,0,1,0,0,1,0,0.08034768965096817,0.4260545234310307,simulated,simulated,0.06100915774574615
237,0,0,0,1,1,0,1,0,0,0.1369950095607544,0.6294616185550053,simulated,simulated,0.07422208424357642
238,0,0,1,0,0,0,1,1,1,0.07913824728036278,0.4448584161299639,simulated,simulated,0.06837959166760549
239,0,1,0,0,1,0,0,1,1,0.09018575008960328,0.566808522378405,simulated,simulated,0.09833966293329198
240,0,0,1,0,1,1,0,0,0,0.11420336932456321,0.4314800697171751,simulated,simulated,0.030912498975448344
241,0,0,0,0,1,1,1,1,1,0.05900145832053738,0.48396791369132774,simulated,simulated,0.10032694049749882
242,0,1,0,1,1,1,1,0,1,0.099579139330229,0.6927350629971967,simulated,simulated,0.12864693817522072
243,0,0,1,0,1,1,0,1,1,0.11513495492837544,0.4739007761933289,simulated,simulated,0.04409714687344549
244,0,0,1,1,0,0,0,1,0,0.10240993807351495,0.5841409616068186,simulated,simulated,0.09256821916621773
245,0,1,0,0,0,0,0,0,1,0.07165068833095167,0.4512317085635833,simulated,simulated,0.07759734459314246
246,0,0,0,1,1,0,0,0,1,0.17611357049494336,0.5706429498491705,simulated,simulated,0.018662603589781807
247,0,1,1,0,0,1,1,1,1,0.13325139188892643,0.646263209859361,simulated,simulated,0.08275891380010832
248,0,1,1,1,1,1,1,0,1,0.11658049468341913,0.6805291623569762,simulated,simulated,0.10879753416589956
249,0,1,0,1,1,0,0,0,1,0.12568810450045675,0.6799216239777902,simulated,simulated,0.0999188754029509
250,0,1,0,1,1,1,0,0,0,0.14692558672374045,0.6851187482578525,simulated,simulated,0.08115801385308083
