,mu,gamma,loc,total_num_words,total_distal,distal,word,value
1475,0.1,1,goal,3,3,1,3,0.18
1476,0.1,1,goal,3,3,2,1,0.26
1477,0.1,1,goal,3,3,2,2,0.57
1478,0.1,1,goal,3,3,2,3,0.18
1479,0.1,1,goal,3,3,3,1,0.26
1480,0.1,1,goal,3,3,3,2,0.57
1481,0.1,1,goal,3,3,3,3,0.18
1482,0.1,1,source,2,3,1,1,0.12
1483,0.1,1,source,2,3,1,2,0.88
1484,0.1,1,source,2,3,2,1,0.12
1485,0.1,1,source,2,3,2,2,0.88
1486,0.1,1,source,2,3,3,1,0.12
1487,0.1,1,source,2,3,3,2,0.88
1488,0.1,1,source,3,3,1,1,0.75
1489,0.1,1,source,3,3,1,2,0.08
1490,0.1,1,source,3,3,1,3,0.17
1491,0.1,1,source,3,3,2,1,0.75
1492,0.1,1,source,3,3,2,2,0.08
1493,0.1,1,source,3,3,2,3,0.17
1494,0.1,1,source,3,3,3,1,0.75
1495,0.1,1,source,3,3,3,2,0.08
1496,0.1,1,source,3,3,3,3,0.17
1497,0.1,1,place,2,4,1,1,0.32
1498,0.1,1,place,2,4,1,2,0.68
1499,0.1,1,place,2,4,2,1,0.32
1500,0.1,1,place,2,4,2,2,0.68
1501,0.1,1,place,2,4,3,1,0.32
1502,0.1,1,place,2,4,3,2,0.68
1503,0.1,1,place,2,4,4,1,0.32
1504,0.1,1,place,2,4,4,2,0.68
1505,0.1,1,place,3,4,1,1,0.34
1506,0.1,1,place,3,4,1,2,0.18
1507,0.1,1,place,3,4,1,3,0.47
1508,0.1,1,place,3,4,2,1,0.34
1509,0.1,1,place,3,4,2,2,0.18
1510,0.1,1,place,3,4,2,3,0.47
1511,0.1,1,place,3,4,3,1,0.34
1512,0.1,1,place,3,4,3,2,0.18
1513,0.1,1,place,3,4,3,3,0.47
1514,0.1,1,place,3,4,4,1,0.34
1515,0.1,1,place,3,4,4,2,0.18
1516,0.1,1,place,3,4,4,3,0.47
1517,0.1,1,place,4,4,1,1,0.22
1518,0.1,1,place,4,4,1,2,0.57
1519,0.1,1,place,4,4,1,3,0.15
1520,0.1,1,place,4,4,1,4,0.05
1521,0.1,1,place,4,4,2,1,0.22
1522,0.1,1,place,4,4,2,2,0.57
1523,0.1,1,place,4,4,2,3,0.15
1524,0.1,1,place,4,4,2,4,0.05
1525,0.1,1,place,4,4,3,1,0.22
1526,0.1,1,place,4,4,3,2,0.57
1527,0.1,1,place,4,4,3,3,0.15
1528,0.1,1,place,4,4,3,4,0.05
1529,0.1,1,place,4,4,4,1,0.22
1530,0.1,1,place,4,4,4,2,0.57
1531,0.1,1,place,4,4,4,3,0.15
1532,0.1,1,place,4,4,4,4,0.05
1533,0.1,1,goal,2,4,1,1,0.8
1534,0.1,1,goal,2,4,1,2,0.2
1535,0.1,1,goal,2,4,2,1,0.8
1536,0.1,1,goal,2,4,2,2,0.2
1537,0.1,1,goal,2,4,3,1,0.8
1538,0.1,1,goal,2,4,3,2,0.2
1539,0.1,1,goal,2,4,4,1,0.8
1540,0.1,1,goal,2,4,4,2,0.2
1541,0.1,1,goal,3,4,1,1,0.37
1542,0.1,1,goal,3,4,1,2,0.5
1543,0.1,1,goal,3,4,1,3,0.13
1544,0.1,1,goal,3,4,2,1,0.37
1545,0.1,1,goal,3,4,2,2,0.5
1546,0.1,1,goal,3,4,2,3,0.13
1547,0.1,1,goal,3,4,3,1,0.37
1548,0.1,1,goal,3,4,3,2,0.5
1549,0.1,1,goal,3,4,3,3,0.13
1550,0.1,1,goal,3,4,4,1,0.37
1551,0.1,1,goal,3,4,4,2,0.5
1552,0.1,1,goal,3,4,4,3,0.13
1553,0.1,1,goal,4,4,1,1,0.19
1554,0.1,1,goal,4,4,1,2,0.16
1555,0.1,1,goal,4,4,1,3,0.42
1556,0.1,1,goal,4,4,1,4,0.23
1557,0.1,1,goal,4,4,2,1,0.19
1558,0.1,1,goal,4,4,2,2,0.16
1559,0.1,1,goal,4,4,2,3,0.42
1560,0.1,1,goal,4,4,2,4,0.23
1561,0.1,1,goal,4,4,3,1,0.19
1562,0.1,1,goal,4,4,3,2,0.16
1563,0.1,1,goal,4,4,3,3,0.42
1564,0.1,1,goal,4,4,3,4,0.23
1565,0.1,1,goal,4,4,4,1,0.19
1566,0.1,1,goal,4,4,4,2,0.16
1567,0.1,1,goal,4,4,4,3,0.42
1568,0.1,1,goal,4,4,4,4,0.23
1569,0.1,1,source,2,4,1,1,0.54
1570,0.1,1,source,2,4,1,2,0.46
1571,0.1,1,source,2,4,2,1,0.54
1572,0.1,1,source,2,4,2,2,0.46
1573,0.1,1,source,2,4,3,1,0.54
1574,0.1,1,source,2,4,3,2,0.46
1575,0.1,1,source,2,4,4,1,0.54
1576,0.1,1,source,2,4,4,2,0.46
1577,0.1,1,source,3,4,1,1,0.47
1578,0.1,1,source,3,4,1,2,0.35
1579,0.1,1,source,3,4,1,3,0.17
1580,0.1,1,source,3,4,2,1,0.47
1581,0.1,1,source,3,4,2,2,0.35
1582,0.1,1,source,3,4,2,3,0.17
1583,0.1,1,source,3,4,3,1,0.47
1584,0.1,1,source,3,4,3,2,0.35
1585,0.1,1,source,3,4,3,3,0.17
1586,0.1,1,source,3,4,4,1,0.47
1587,0.1,1,source,3,4,4,2,0.35
1588,0.1,1,source,3,4,4,3,0.17
1589,0.1,1,source,4,4,1,1,0.05
1590,0.1,1,source,4,4,1,2,0.35
1591,0.1,1,source,4,4,1,3,0.51
1592,0.1,1,source,4,4,1,4,0.09
1593,0.1,1,source,4,4,2,1,0.05
1594,0.1,1,source,4,4,2,2,0.35
1595,0.1,1,source,4,4,2,3,0.51
1596,0.1,1,source,4,4,2,4,0.09
1597,0.1,1,source,4,4,3,1,0.05
1598,0.1,1,source,4,4,3,2,0.35
1599,0.1,1,source,4,4,3,3,0.51
1600,0.1,1,source,4,4,3,4,0.09
1601,0.1,1,source,4,4,4,1,0.05
1602,0.1,1,source,4,4,4,2,0.35
1603,0.1,1,source,4,4,4,3,0.51
1604,0.1,1,source,4,4,4,4,0.09
1605,0.1,1,place,2,5,1,1,0.42
1606,0.1,1,place,2,5,1,2,0.58
1607,0.1,1,place,2,5,2,1,0.42
1608,0.1,1,place,2,5,2,2,0.58
1609,0.1,1,place,2,5,3,1,0.42
1610,0.1,1,place,2,5,3,2,0.58
1611,0.1,1,place,2,5,4,1,0.42
1612,0.1,1,place,2,5,4,2,0.58
1613,0.1,1,place,2,5,5,1,0.42
1614,0.1,1,place,2,5,5,2,0.58
1615,0.1,1,place,3,5,1,1,0.23
1616,0.1,1,place,3,5,1,2,0.3
1617,0.1,1,place,3,5,1,3,0.47
1618,0.1,1,place,3,5,2,1,0.23
1619,0.1,1,place,3,5,2,2,0.3
1620,0.1,1,place,3,5,2,3,0.47
1621,0.1,1,place,3,5,3,1,0.23
1622,0.1,1,place,3,5,3,2,0.3
1623,0.1,1,place,3,5,3,3,0.47
1624,0.1,1,place,3,5,4,1,0.23
1625,0.1,1,place,3,5,4,2,0.3
1626,0.1,1,place,3,5,4,3,0.47
1627,0.1,1,place,3,5,5,1,0.23
1628,0.1,1,place,3,5,5,2,0.3
1629,0.1,1,place,3,5,5,3,0.47
1630,0.1,1,place,4,5,1,1,0.31
1631,0.1,1,place,4,5,1,2,0.19
1632,0.1,1,place,4,5,1,3,0.35
1633,0.1,1,place,4,5,1,4,0.15
1634,0.1,1,place,4,5,2,1,0.31
1635,0.1,1,place,4,5,2,2,0.19
1636,0.1,1,place,4,5,2,3,0.35
1637,0.1,1,place,4,5,2,4,0.15
1638,0.1,1,place,4,5,3,1,0.31
1639,0.1,1,place,4,5,3,2,0.19
1640,0.1,1,place,4,5,3,3,0.35
1641,0.1,1,place,4,5,3,4,0.15
1642,0.1,1,place,4,5,4,1,0.31
1643,0.1,1,place,4,5,4,2,0.19
1644,0.1,1,place,4,5,4,3,0.35
1645,0.1,1,place,4,5,4,4,0.15
1646,0.1,1,place,4,5,5,1,0.31
1647,0.1,1,place,4,5,5,2,0.19
1648,0.1,1,place,4,5,5,3,0.35
1649,0.1,1,place,4,5,5,4,0.15
1650,0.1,1,place,5,5,1,1,0.29
1651,0.1,1,place,5,5,1,2,0.26
1652,0.1,1,place,5,5,1,3,0.23
1653,0.1,1,place,5,5,1,4,0.15
1654,0.1,1,place,5,5,1,5,0.06
1655,0.1,1,place,5,5,2,1,0.29
1656,0.1,1,place,5,5,2,2,0.26
1657,0.1,1,place,5,5,2,3,0.23
1658,0.1,1,place,5,5,2,4,0.15
1659,0.1,1,place,5,5,2,5,0.06
1660,0.1,1,place,5,5,3,1,0.29
1661,0.1,1,place,5,5,3,2,0.26
1662,0.1,1,place,5,5,3,3,0.23
1663,0.1,1,place,5,5,3,4,0.15
1664,0.1,1,place,5,5,3,5,0.06
1665,0.1,1,place,5,5,4,1,0.29
1666,0.1,1,place,5,5,4,2,0.26
1667,0.1,1,place,5,5,4,3,0.23
1668,0.1,1,place,5,5,4,4,0.15
1669,0.1,1,place,5,5,4,5,0.06
1670,0.1,1,place,5,5,5,1,0.29
1671,0.1,1,place,5,5,5,2,0.26
1672,0.1,1,place,5,5,5,3,0.23
1673,0.1,1,place,5,5,5,4,0.15
1674,0.1,1,place,5,5,5,5,0.06
1675,0.1,1,goal,2,5,1,1,0.49
1676,0.1,1,goal,2,5,1,2,0.51
1677,0.1,1,goal,2,5,2,1,0.49
1678,0.1,1,goal,2,5,2,2,0.51
1679,0.1,1,goal,2,5,3,1,0.49
1680,0.1,1,goal,2,5,3,2,0.51
1681,0.1,1,goal,2,5,4,1,0.49
1682,0.1,1,goal,2,5,4,2,0.51
1683,0.1,1,goal,2,5,5,1,0.49
1684,0.1,1,goal,2,5,5,2,0.51
1685,0.1,1,goal,3,5,1,1,0.42
1686,0.1,1,goal,3,5,1,2,0.45
1687,0.1,1,goal,3,5,1,3,0.13
1688,0.1,1,goal,3,5,2,1,0.42
1689,0.1,1,goal,3,5,2,2,0.45
1690,0.1,1,goal,3,5,2,3,0.13
1691,0.1,1,goal,3,5,3,1,0.42
1692,0.1,1,goal,3,5,3,2,0.45
1693,0.1,1,goal,3,5,3,3,0.13
1694,0.1,1,goal,3,5,4,1,0.42
1695,0.1,1,goal,3,5,4,2,0.45
1696,0.1,1,goal,3,5,4,3,0.13
1697,0.1,1,goal,3,5,5,1,0.42
1698,0.1,1,goal,3,5,5,2,0.45
1699,0.1,1,goal,3,5,5,3,0.13
1700,0.1,1,goal,4,5,1,1,0.26
1701,0.1,1,goal,4,5,1,2,0.33
1702,0.1,1,goal,4,5,1,3,0.19
1703,0.1,1,goal,4,5,1,4,0.21
1704,0.1,1,goal,4,5,2,1,0.26
1705,0.1,1,goal,4,5,2,2,0.33
1706,0.1,1,goal,4,5,2,3,0.19
1707,0.1,1,goal,4,5,2,4,0.21
1708,0.1,1,goal,4,5,3,1,0.26
1709,0.1,1,goal,4,5,3,2,0.33
1710,0.1,1,goal,4,5,3,3,0.19
1711,0.1,1,goal,4,5,3,4,0.21
1712,0.1,1,goal,4,5,4,1,0.26
1713,0.1,1,goal,4,5,4,2,0.33
1714,0.1,1,goal,4,5,4,3,0.19
1715,0.1,1,goal,4,5,4,4,0.21
1716,0.1,1,goal,4,5,5,1,0.26
1717,0.1,1,goal,4,5,5,2,0.33
1718,0.1,1,goal,4,5,5,3,0.19
1719,0.1,1,goal,4,5,5,4,0.21
1720,0.1,1,goal,5,5,1,1,0.24
1721,0.1,1,goal,5,5,1,2,0.18
1722,0.1,1,goal,5,5,1,3,0.27
1723,0.1,1,goal,5,5,1,4,0.23
1724,0.1,1,goal,5,5,1,5,0.08
1725,0.1,1,goal,5,5,2,1,0.24
1726,0.1,1,goal,5,5,2,2,0.18
1727,0.1,1,goal,5,5,2,3,0.27
1728,0.1,1,goal,5,5,2,4,0.23
1729,0.1,1,goal,5,5,2,5,0.08
1730,0.1,1,goal,5,5,3,1,0.24
1731,0.1,1,goal,5,5,3,2,0.18
1732,0.1,1,goal,5,5,3,3,0.27
1733,0.1,1,goal,5,5,3,4,0.23
1734,0.1,1,goal,5,5,3,5,0.08
1735,0.1,1,goal,5,5,4,1,0.24
1736,0.1,1,goal,5,5,4,2,0.18
1737,0.1,1,goal,5,5,4,3,0.27
1738,0.1,1,goal,5,5,4,4,0.23
1739,0.1,1,goal,5,5,4,5,0.08
1740,0.1,1,goal,5,5,5,1,0.24
1741,0.1,1,goal,5,5,5,2,0.18
1742,0.1,1,goal,5,5,5,3,0.27
1743,0.1,1,goal,5,5,5,4,0.23
1744,0.1,1,goal,5,5,5,5,0.08
1745,0.1,1,source,2,5,1,1,0.72
1746,0.1,1,source,2,5,1,2,0.28
1747,0.1,1,source,2,5,2,1,0.72
1748,0.1,1,source,2,5,2,2,0.28
1749,0.1,1,source,2,5,3,1,0.72
1750,0.1,1,source,2,5,3,2,0.28
1751,0.1,1,source,2,5,4,1,0.72
1752,0.1,1,source,2,5,4,2,0.28
1753,0.1,1,source,2,5,5,1,0.72
1754,0.1,1,source,2,5,5,2,0.28
1755,0.1,1,source,3,5,1,1,0.27
1756,0.1,1,source,3,5,1,2,0.38
1757,0.1,1,source,3,5,1,3,0.36
1758,0.1,1,source,3,5,2,1,0.27
1759,0.1,1,source,3,5,2,2,0.38
1760,0.1,1,source,3,5,2,3,0.36
1761,0.1,1,source,3,5,3,1,0.27
1762,0.1,1,source,3,5,3,2,0.38
1763,0.1,1,source,3,5,3,3,0.36
1764,0.1,1,source,3,5,4,1,0.27
1765,0.1,1,source,3,5,4,2,0.38
1766,0.1,1,source,3,5,4,3,0.36
1767,0.1,1,source,3,5,5,1,0.27
1768,0.1,1,source,3,5,5,2,0.38
1769,0.1,1,source,3,5,5,3,0.36
1770,0.1,1,source,4,5,1,1,0.52
1771,0.1,1,source,4,5,1,2,0.22
1772,0.1,1,source,4,5,1,3,0.13
1773,0.1,1,source,4,5,1,4,0.13
1774,0.1,1,source,4,5,2,1,0.52
1775,0.1,1,source,4,5,2,2,0.22
1776,0.1,1,source,4,5,2,3,0.13
1777,0.1,1,source,4,5,2,4,0.13
1778,0.1,1,source,4,5,3,1,0.52
1779,0.1,1,source,4,5,3,2,0.22
1780,0.1,1,source,4,5,3,3,0.13
1781,0.1,1,source,4,5,3,4,0.13
1782,0.1,1,source,4,5,4,1,0.52
1783,0.1,1,source,4,5,4,2,0.22
1784,0.1,1,source,4,5,4,3,0.13
1785,0.1,1,source,4,5,4,4,0.13
1786,0.1,1,source,4,5,5,1,0.52
1787,0.1,1,source,4,5,5,2,0.22
1788,0.1,1,source,4,5,5,3,0.13
1789,0.1,1,source,4,5,5,4,0.13
1790,0.1,1,source,5,5,1,1,0.11
1791,0.1,1,source,5,5,1,2,0.25
1792,0.1,1,source,5,5,1,3,0.3
1793,0.1,1,source,5,5,1,4,0.19
1794,0.1,1,source,5,5,1,5,0.16
1795,0.1,1,source,5,5,2,1,0.11
1796,0.1,1,source,5,5,2,2,0.25
1797,0.1,1,source,5,5,2,3,0.3
1798,0.1,1,source,5,5,2,4,0.19
1799,0.1,1,source,5,5,2,5,0.16
1800,0.1,1,source,5,5,3,1,0.11
1801,0.1,1,source,5,5,3,2,0.25
1802,0.1,1,source,5,5,3,3,0.3
1803,0.1,1,source,5,5,3,4,0.19
1804,0.1,1,source,5,5,3,5,0.16
1805,0.1,1,source,5,5,4,1,0.11
1806,0.1,1,source,5,5,4,2,0.25
1807,0.1,1,source,5,5,4,3,0.3
1808,0.1,1,source,5,5,4,4,0.19
1809,0.1,1,source,5,5,4,5,0.16
1810,0.1,1,source,5,5,5,1,0.11
1811,0.1,1,source,5,5,5,2,0.25
1812,0.1,1,source,5,5,5,3,0.3
1813,0.1,1,source,5,5,5,4,0.19
1814,0.1,1,source,5,5,5,5,0.16
1815,0.1,2,place,2,3,1,1,0.99
1816,0.1,2,place,2,3,1,2,0.01
1817,0.1,2,place,2,3,2,1,0.11
1818,0.1,2,place,2,3,2,2,0.89
1819,0.1,2,place,2,3,3,1,0.0
1820,0.1,2,place,2,3,3,2,1.0
1821,0.1,2,place,3,3,1,1,0.99
1822,0.1,2,place,3,3,1,2,0.01
1823,0.1,2,place,3,3,1,3,0.0
1824,0.1,2,place,3,3,2,1,0.1
1825,0.1,2,place,3,3,2,2,0.88
1826,0.1,2,place,3,3,2,3,0.02
1827,0.1,2,place,3,3,3,1,0.0
1828,0.1,2,place,3,3,3,2,0.08
1829,0.1,2,place,3,3,3,3,0.92
1830,0.1,2,goal,2,3,1,1,0.99
1831,0.1,2,goal,2,3,1,2,0.01
1832,0.1,2,goal,2,3,2,1,0.12
1833,0.1,2,goal,2,3,2,2,0.88
1834,0.1,2,goal,2,3,3,1,0.01
1835,0.1,2,goal,2,3,3,2,0.99
1836,0.1,2,goal,3,3,1,1,0.99
1837,0.1,2,goal,3,3,1,2,0.01
1838,0.1,2,goal,3,3,1,3,0.0
1839,0.1,2,goal,3,3,2,1,0.12
1840,0.1,2,goal,3,3,2,2,0.87
1841,0.1,2,goal,3,3,2,3,0.01
1842,0.1,2,goal,3,3,3,1,0.0
1843,0.1,2,goal,3,3,3,2,0.08
1844,0.1,2,goal,3,3,3,3,0.91
1845,0.1,2,source,2,3,1,1,0.99
1846,0.1,2,source,2,3,1,2,0.01
1847,0.1,2,source,2,3,2,1,0.15
1848,0.1,2,source,2,3,2,2,0.85
1849,0.1,2,source,2,3,3,1,0.01
1850,0.1,2,source,2,3,3,2,0.99
1851,0.1,2,source,3,3,1,1,0.99
1852,0.1,2,source,3,3,1,2,0.01
1853,0.1,2,source,3,3,1,3,0.0
1854,0.1,2,source,3,3,2,1,0.15
1855,0.1,2,source,3,3,2,2,0.84
1856,0.1,2,source,3,3,2,3,0.01
1857,0.1,2,source,3,3,3,1,0.01
1858,0.1,2,source,3,3,3,2,0.1
1859,0.1,2,source,3,3,3,3,0.89
1860,0.1,2,place,2,4,1,1,0.99
1861,0.1,2,place,2,4,1,2,0.01
1862,0.1,2,place,2,4,2,1,0.13
1863,0.1,2,place,2,4,2,2,0.87
1864,0.1,2,place,2,4,3,1,0.0
1865,0.1,2,place,2,4,3,2,1.0
1866,0.1,2,place,2,4,4,1,0.0
1867,0.1,2,place,2,4,4,2,1.0
1868,0.1,2,place,3,4,1,1,0.99
1869,0.1,2,place,3,4,1,2,0.01
1870,0.1,2,place,3,4,1,3,0.0
1871,0.1,2,place,3,4,2,1,0.1
1872,0.1,2,place,3,4,2,2,0.89
1873,0.1,2,place,3,4,2,3,0.01
1874,0.1,2,place,3,4,3,1,0.0
1875,0.1,2,place,3,4,3,2,0.08
1876,0.1,2,place,3,4,3,3,0.91
1877,0.1,2,place,3,4,4,1,0.0
1878,0.1,2,place,3,4,4,2,0.0
1879,0.1,2,place,3,4,4,3,1.0
1880,0.1,2,place,4,4,1,1,0.99
1881,0.1,2,place,4,4,1,2,0.01
1882,0.1,2,place,4,4,1,3,0.0
1883,0.1,2,place,4,4,1,4,0.0
1884,0.1,2,place,4,4,2,1,0.1
1885,0.1,2,place,4,4,2,2,0.88
1886,0.1,2,place,4,4,2,3,0.01
1887,0.1,2,place,4,4,2,4,0.0
1888,0.1,2,place,4,4,3,1,0.0
1889,0.1,2,place,4,4,3,2,0.08
1890,0.1,2,place,4,4,3,3,0.9
1891,0.1,2,place,4,4,3,4,0.02
1892,0.1,2,place,4,4,4,1,0.0
1893,0.1,2,place,4,4,4,2,0.0
1894,0.1,2,place,4,4,4,3,0.08
1895,0.1,2,place,4,4,4,4,0.92
1896,0.1,2,goal,2,4,1,1,0.99
1897,0.1,2,goal,2,4,1,2,0.01
1898,0.1,2,goal,2,4,2,1,0.14
1899,0.1,2,goal,2,4,2,2,0.86
1900,0.1,2,goal,2,4,3,1,0.01
1901,0.1,2,goal,2,4,3,2,0.99
1902,0.1,2,goal,2,4,4,1,0.0
1903,0.1,2,goal,2,4,4,2,1.0
1904,0.1,2,goal,3,4,1,1,0.99
1905,0.1,2,goal,3,4,1,2,0.01
1906,0.1,2,goal,3,4,1,3,0.0
1907,0.1,2,goal,3,4,2,1,0.12
1908,0.1,2,goal,3,4,2,2,0.87
1909,0.1,2,goal,3,4,2,3,0.01
1910,0.1,2,goal,3,4,3,1,0.0
1911,0.1,2,goal,3,4,3,2,0.09
1912,0.1,2,goal,3,4,3,3,0.9
1913,0.1,2,goal,3,4,4,1,0.0
1914,0.1,2,goal,3,4,4,2,0.0
1915,0.1,2,goal,3,4,4,3,1.0
1916,0.1,2,goal,4,4,1,1,0.82
1917,0.1,2,goal,4,4,1,2,0.16
1918,0.1,2,goal,4,4,1,3,0.01
1919,0.1,2,goal,4,4,1,4,0.0
1920,0.1,2,goal,4,4,2,1,0.1
1921,0.1,2,goal,4,4,2,2,0.02
1922,0.1,2,goal,4,4,2,3,0.87
1923,0.1,2,goal,4,4,2,4,0.01
1924,0.1,2,goal,4,4,3,1,0.0
1925,0.1,2,goal,4,4,3,2,0.0
1926,0.1,2,goal,4,4,3,3,0.09
1927,0.1,2,goal,4,4,3,4,0.9
1928,0.1,2,goal,4,4,4,1,0.0
1929,0.1,2,goal,4,4,4,2,0.0
1930,0.1,2,goal,4,4,4,3,0.0
1931,0.1,2,goal,4,4,4,4,1.0
1932,0.1,2,source,2,4,1,1,0.99
1933,0.1,2,source,2,4,1,2,0.01
1934,0.1,2,source,2,4,2,1,0.16
1935,0.1,2,source,2,4,2,2,0.84
1936,0.1,2,source,2,4,3,1,0.01
1937,0.1,2,source,2,4,3,2,0.99
1938,0.1,2,source,2,4,4,1,0.0
1939,0.1,2,source,2,4,4,2,1.0
1940,0.1,2,source,3,4,1,1,0.99
1941,0.1,2,source,3,4,1,2,0.01
1942,0.1,2,source,3,4,1,3,0.0
1943,0.1,2,source,3,4,2,1,0.15
1944,0.1,2,source,3,4,2,2,0.85
1945,0.1,2,source,3,4,2,3,0.01
1946,0.1,2,source,3,4,3,1,0.01
1947,0.1,2,source,3,4,3,2,0.11
1948,0.1,2,source,3,4,3,3,0.89
1949,0.1,2,source,3,4,4,1,0.0
1950,0.1,2,source,3,4,4,2,0.01
1951,0.1,2,source,3,4,4,3,0.99
1952,0.1,2,source,4,4,1,1,0.83
1953,0.1,2,source,4,4,1,2,0.16
1954,0.1,2,source,4,4,1,3,0.01
1955,0.1,2,source,4,4,1,4,0.0
1956,0.1,2,source,4,4,2,1,0.12
1957,0.1,2,source,4,4,2,2,0.02
1958,0.1,2,source,4,4,2,3,0.85
1959,0.1,2,source,4,4,2,4,0.01
1960,0.1,2,source,4,4,3,1,0.01
1961,0.1,2,source,4,4,3,2,0.0
1962,0.1,2,source,4,4,3,3,0.11
1963,0.1,2,source,4,4,3,4,0.89
1964,0.1,2,source,4,4,4,1,0.0
1965,0.1,2,source,4,4,4,2,0.0
1966,0.1,2,source,4,4,4,3,0.01
1967,0.1,2,source,4,4,4,4,0.99
1968,0.1,2,place,2,5,1,1,1.0
1969,0.1,2,place,2,5,1,2,0.0
1970,0.1,2,place,2,5,2,1,0.99
1971,0.1,2,place,2,5,2,2,0.01
1972,0.1,2,place,2,5,3,1,0.03
1973,0.1,2,place,2,5,3,2,0.97
1974,0.1,2,place,2,5,4,1,0.0
1975,0.1,2,place,2,5,4,2,1.0
1976,0.1,2,place,2,5,5,1,0.0
1977,0.1,2,place,2,5,5,2,1.0
1978,0.1,2,place,3,5,1,1,0.99
1979,0.1,2,place,3,5,1,2,0.01
1980,0.1,2,place,3,5,1,3,0.0
1981,0.1,2,place,3,5,2,1,0.1
1982,0.1,2,place,3,5,2,2,0.89
1983,0.1,2,place,3,5,2,3,0.01
1984,0.1,2,place,3,5,3,1,0.0
1985,0.1,2,place,3,5,3,2,0.1
1986,0.1,2,place,3,5,3,3,0.9
1987,0.1,2,place,3,5,4,1,0.0
1988,0.1,2,place,3,5,4,2,0.0
1989,0.1,2,place,3,5,4,3,1.0
1990,0.1,2,place,3,5,5,1,0.0
1991,0.1,2,place,3,5,5,2,0.0
1992,0.1,2,place,3,5,5,3,1.0
1993,0.1,2,place,4,5,1,1,0.99
1994,0.1,2,place,4,5,1,2,0.01
1995,0.1,2,place,4,5,1,3,0.0
1996,0.1,2,place,4,5,1,4,0.0
1997,0.1,2,place,4,5,2,1,0.1
1998,0.1,2,place,4,5,2,2,0.88
1999,0.1,2,place,4,5,2,3,0.01
2000,0.1,2,place,4,5,2,4,0.0
2001,0.1,2,place,4,5,3,1,0.0
2002,0.1,2,place,4,5,3,2,0.08
2003,0.1,2,place,4,5,3,3,0.91
2004,0.1,2,place,4,5,3,4,0.01
2005,0.1,2,place,4,5,4,1,0.0
2006,0.1,2,place,4,5,4,2,0.0
2007,0.1,2,place,4,5,4,3,0.08
2008,0.1,2,place,4,5,4,4,0.91
2009,0.1,2,place,4,5,5,1,0.0
2010,0.1,2,place,4,5,5,2,0.0
2011,0.1,2,place,4,5,5,3,0.0
2012,0.1,2,place,4,5,5,4,1.0
2013,0.1,2,place,5,5,1,1,0.45
2014,0.1,2,place,5,5,1,2,0.54
2015,0.1,2,place,5,5,1,3,0.01
2016,0.1,2,place,5,5,1,4,0.0
2017,0.1,2,place,5,5,1,5,0.0
2018,0.1,2,place,5,5,2,1,0.05
2019,0.1,2,place,5,5,2,2,0.06
2020,0.1,2,place,5,5,2,3,0.88
2021,0.1,2,place,5,5,2,4,0.01
2022,0.1,2,place,5,5,2,5,0.0
2023,0.1,2,place,5,5,3,1,0.0
2024,0.1,2,place,5,5,3,2,0.0
2025,0.1,2,place,5,5,3,3,0.08
2026,0.1,2,place,5,5,3,4,0.91
2027,0.1,2,place,5,5,3,5,0.01
2028,0.1,2,place,5,5,4,1,0.0
2029,0.1,2,place,5,5,4,2,0.0
2030,0.1,2,place,5,5,4,3,0.0
2031,0.1,2,place,5,5,4,4,0.08
2032,0.1,2,place,5,5,4,5,0.91
2033,0.1,2,place,5,5,5,1,0.0
2034,0.1,2,place,5,5,5,2,0.0
2035,0.1,2,place,5,5,5,3,0.0
2036,0.1,2,place,5,5,5,4,0.0
2037,0.1,2,place,5,5,5,5,1.0
2038,0.1,2,goal,2,5,1,1,0.99
2039,0.1,2,goal,2,5,1,2,0.01
2040,0.1,2,goal,2,5,2,1,0.15
2041,0.1,2,goal,2,5,2,2,0.85
2042,0.1,2,goal,2,5,3,1,0.01
2043,0.1,2,goal,2,5,3,2,0.99
2044,0.1,2,goal,2,5,4,1,0.0
2045,0.1,2,goal,2,5,4,2,1.0
2046,0.1,2,goal,2,5,5,1,0.0
2047,0.1,2,goal,2,5,5,2,1.0
2048,0.1,2,goal,3,5,1,1,0.99
2049,0.1,2,goal,3,5,1,2,0.01
2050,0.1,2,goal,3,5,1,3,0.0
2051,0.1,2,goal,3,5,2,1,0.12
2052,0.1,2,goal,3,5,2,2,0.88
2053,0.1,2,goal,3,5,2,3,0.01
2054,0.1,2,goal,3,5,3,1,0.0
2055,0.1,2,goal,3,5,3,2,0.1
2056,0.1,2,goal,3,5,3,3,0.89
2057,0.1,2,goal,3,5,4,1,0.0
2058,0.1,2,goal,3,5,4,2,0.0
2059,0.1,2,goal,3,5,4,3,1.0
2060,0.1,2,goal,3,5,5,1,0.0
2061,0.1,2,goal,3,5,5,2,0.0
2062,0.1,2,goal,3,5,5,3,1.0
2063,0.1,2,goal,4,5,1,1,0.59
2064,0.1,2,goal,4,5,1,2,0.4
2065,0.1,2,goal,4,5,1,3,0.01
2066,0.1,2,goal,4,5,1,4,0.0
2067,0.1,2,goal,4,5,2,1,0.07
2068,0.1,2,goal,4,5,2,2,0.05
2069,0.1,2,goal,4,5,2,3,0.88
2070,0.1,2,goal,4,5,2,4,0.01
2071,0.1,2,goal,4,5,3,1,0.0
2072,0.1,2,goal,4,5,3,2,0.0
